Run	Prob_1_Event	Prob_2_Events	Prob_3_Events	Prob_4_Events	Prob_5_Events	Prob_6_Events	Mean_Divergence_PopA_PopB	Mean_Divergence_PopC_PopD	Mean_Divergence_PopE_PopF	Mean_Divergence_PopG_PopH	Mean_Divergence_PopI_PopJ	Mean_Divergence_PopK_PopL	Gene_Length	Population_Size	Mutation_Rate	Samples_Simulated_Per_Pop	True_Number_Events	True_Divergence_PopA_PopB	True_Divergence_PopC_PopD	True_Divergence_PopE_PopF	True_Divergence_PopG_PopH	True_Divergence_PopI_PopJ	True_Divergence_PopK_PopL
1	0.437562	0.324675	0.175824	0.04995	0.010989	0.000999	0.000232	0.000351	0.000373	0.000515	0.000465	0.000549	1000	10000	1.00E-08	10	3	10000	10000	50000	50000	90000	90000
2	0.65035	0.253746	0.072927	0.014985	0.006993	0.000999	0.000471	0.000466	0.00052	0.00053	0.000517	0.000479	1000	10000	1.00E-08	10	3	10000	10000	50000	50000	90000	90000
3	0.2997	0.35964	0.213786	0.096903	0.024975	0.004995	0.000882	0.000744	0.000761	0.001285	0.001386	0.000871	1000	10000	1.00E-08	10	3	10000	10000	50000	50000	90000	90000
4	0.623377	0.275724	0.086913	0.00999	0.002997	0.000999	0.000476	0.00046	0.000492	0.000564	0.000549	0.000532	1000	10000	1.00E-08	10	3	10000	10000	50000	50000	90000	90000
5	0.517483	0.302697	0.13986	0.031968	0.006993	0.000999	0.000526	0.000532	0.000662	0.00054	0.000784	0.000633	1000	10000	1.00E-08	10	3	10000	10000	50000	50000	90000	90000
6	0.324675	0.386613	0.195804	0.074925	0.013986	0.003996	0.00039	0.00047	0.000556	0.000517	0.0006	0.001193	1000	10000	1.00E-08	10	3	10000	10000	50000	50000	90000	90000
7	0.562438	0.305694	0.098901	0.026973	0.004995	0.000999	0.000504	0.000486	0.000553	0.000505	0.000505	0.000771	1000	10000	1.00E-08	10	3	10000	10000	50000	50000	90000	90000
8	0.205794	0.457542	0.247752	0.077922	0.007992	0.002997	0.000342	0.000349	0.000326	0.000582	0.000331	0.001452	1000	10000	1.00E-08	10	3	10000	10000	50000	50000	90000	90000
9	0.515485	0.320679	0.124875	0.032967	0.004995	0.000999	0.000423	0.000426	0.00042	0.00044	0.000526	0.00074	1000	10000	1.00E-08	10	3	10000	10000	50000	50000	90000	90000
10	0.123876	0.501499	0.266733	0.092907	0.011988	0.002997	0.000253	0.000193	0.000692	0.000264	0.000265	0.001509	1000	10000	1.00E-08	10	3	10000	10000	50000	50000	90000	90000
11	0.082917	0.569431	0.267732	0.065934	0.011988	0.001998	0.000338	0.000317	0.000329	0.000357	0.001971	0.00052	1000	10000	1.00E-08	10	3	10000	10000	50000	50000	90000	90000
12	0.374625	0.406593	0.158841	0.046953	0.00999	0.002997	0.000313	0.00025	0.000411	0.000449	0.000376	0.000815	1000	10000	1.00E-08	10	3	10000	10000	50000	50000	90000	90000
13	0.393606	0.390609	0.161838	0.037962	0.012987	0.002997	0.000426	0.00036	0.000406	0.000534	0.00057	0.000856	1000	10000	1.00E-08	10	3	10000	10000	50000	50000	90000	90000
14	0.368631	0.388611	0.177822	0.045954	0.015984	0.002997	0.000485	0.00047	0.001348	0.000489	0.000679	0.000707	1000	10000	1.00E-08	10	3	10000	10000	50000	50000	90000	90000
15	0.635365	0.253746	0.086913	0.018981	0.003996	0.000999	0.000504	0.000482	0.000485	0.000595	0.000675	0.001108	1000	10000	1.00E-08	10	3	10000	10000	50000	50000	90000	90000
16	0	0.376623	0.392607	0.172827	0.050949	0.006993	0.000542	0.000536	0.000621	0.000547	0.000632	0.000611	1000	10000	1.00E-08	10	3	10000	10000	50000	50000	90000	90000
17	0.035964	0.264735	0.34965	0.248751	0.085914	0.014985	0.000151	0.000149	0.000361	0.000736	0.001911	0.001993	1000	10000	1.00E-08	10	3	10000	10000	50000	50000	90000	90000
18	0.561439	0.306693	0.100899	0.025974	0.003996	0.000999	0.00044	0.00047	0.001456	0.000435	0.001895	0.00247	1000	10000	1.00E-08	10	3	10000	10000	50000	50000	90000	90000
19	0.118881	0.441558	0.302697	0.110889	0.021978	0.003996	0.000462	0.000461	0.000491	0.000534	0.000452	0.000722	1000	10000	1.00E-08	10	3	10000	10000	50000	50000	90000	90000
20	0	0.315684	0.426573	0.193806	0.051948	0.011988	0.000319	0.000189	0.0006	0.000394	0.000399	0.001498	1000	10000	1.00E-08	10	3	10000	10000	50000	50000	90000	90000
21	0.466533	0.361638	0.133866	0.031968	0.003996	0.001998	0.000198	0.000262	0.000268	0.000703	0.002492	0.002743	1000	10000	1.00E-08	10	3	10000	10000	50000	50000	90000	90000
22	0.684316	0.228771	0.066933	0.014985	0.003996	0.000999	0.00026	0.000212	0.000463	0.000331	0.000257	0.000453	1000	10000	1.00E-08	10	3	10000	10000	50000	50000	90000	90000
23	0.628372	0.284715	0.075924	0.008991	0.000999	0.000999	0.000532	0.000522	0.000491	0.000481	0.000487	0.00053	1000	10000	1.00E-08	10	3	10000	10000	50000	50000	90000	90000
24	0.16983	0.450549	0.270729	0.082917	0.021978	0.003996	0.000206	0.000244	0.000237	0.000236	0.000382	0.000281	1000	10000	1.00E-08	10	3	10000	10000	50000	50000	90000	90000
25	0.402597	0.363636	0.165834	0.055944	0.00999	0.001998	0.000167	0.000218	0.000567	0.001118	0.000519	0.0003	1000	10000	1.00E-08	10	3	10000	10000	50000	50000	90000	90000
26	0.223776	0.304695	0.274725	0.143856	0.042957	0.00999	0.000447	0.000314	0.000545	0.000622	0.000433	0.000691	1000	10000	1.00E-08	10	3	10000	10000	50000	50000	90000	90000
27	0.327672	0.452547	0.165834	0.04995	0.001998	0.001998	0.000749	0.000775	0.000979	0.001543	0.001709	0.001181	1000	10000	1.00E-08	10	3	10000	10000	50000	50000	90000	90000
28	0.437562	0.34965	0.154845	0.045954	0.00999	0.001998	0.000429	0.000413	0.000404	0.000398	0.001305	0.00041	1000	10000	1.00E-08	10	3	10000	10000	50000	50000	90000	90000
29	0.276723	0.432567	0.208791	0.065934	0.012987	0.002997	0.000416	0.000438	0.000468	0.000421	0.000862	0.000614	1000	10000	1.00E-08	10	3	10000	10000	50000	50000	90000	90000
