Run	Prob_1_Event	Prob_2_Events	Prob_3_Events	Prob_4_Events	Prob_5_Events	Prob_6_Events	Mean_Divergence_PopA_PopB	Mean_Divergence_PopC_PopD	Mean_Divergence_PopE_PopF	Mean_Divergence_PopG_PopH	Mean_Divergence_PopI_PopJ	Mean_Divergence_PopK_PopL	Gene_Length	Population_Size	Mutation_Rate	Samples_Simulated_Per_Pop	True_Number_Events	True_Divergence_PopA_PopB	True_Divergence_PopC_PopD	True_Divergence_PopE_PopF	True_Divergence_PopG_PopH	True_Divergence_PopI_PopJ	True_Divergence_PopK_PopL
1	0.091908	0.291708	0.302697	0.217782	0.078921	0.016983	0.000692	0.000735	0.001255	0.000956	0.001973	0.002388	1000	10000	1.00E-08	10	3	10000	10000	90000	90000	170000	170000
2	0.073926	0.316683	0.325674	0.194805	0.073926	0.014985	0.000612	0.000599	0.001304	0.000594	0.002032	0.002111	1000	10000	1.00E-08	10	3	10000	10000	90000	90000	170000	170000
3	0.012987	0.377622	0.362637	0.194805	0.045954	0.005994	0.000324	0.000247	0.000228	0.001688	0.001461	0.001723	1000	10000	1.00E-08	10	3	10000	10000	90000	90000	170000	170000
4	0.027972	0.234765	0.313686	0.273726	0.127872	0.021978	0.000482	0.000485	0.002126	0.002576	0.002611	0.002303	1000	10000	1.00E-08	10	3	10000	10000	90000	90000	170000	170000
5	0.030969	0.27972	0.363636	0.224775	0.090909	0.00999	0.00061	0.000563	0.000841	0.001226	0.003244	0.001209	1000	10000	1.00E-08	10	3	10000	10000	90000	90000	170000	170000
6	0.135864	0.290709	0.288711	0.193806	0.07992	0.010989	0.00067	0.000663	0.001386	0.001816	0.000994	0.001894	1000	10000	1.00E-08	10	3	10000	10000	90000	90000	170000	170000
7	0.28971	0.352647	0.22977	0.094905	0.023976	0.008991	0.000682	0.000708	0.000875	0.001316	0.0013	0.000939	1000	10000	1.00E-08	10	3	10000	10000	90000	90000	170000	170000
8	0.042957	0.280719	0.346653	0.234765	0.082917	0.011988	0.000324	0.000502	0.001701	0.001132	0.001397	0.001903	1000	10000	1.00E-08	10	3	10000	10000	90000	90000	170000	170000
9	0.113886	0.326673	0.321678	0.174825	0.047952	0.014985	0.000467	0.00054	0.001614	0.000479	0.001459	0.001722	1000	10000	1.00E-08	10	3	10000	10000	90000	90000	170000	170000
10	0.362637	0.348651	0.181818	0.084915	0.017982	0.003996	0.00073	0.000714	0.000978	0.000708	0.001078	0.00125	1000	10000	1.00E-08	10	3	10000	10000	90000	90000	170000	170000
11	0.28971	0.355644	0.226773	0.097902	0.024975	0.004995	0.000672	0.000658	0.001108	0.000724	0.001313	0.001075	1000	10000	1.00E-08	10	3	10000	10000	90000	90000	170000	170000
12	0	0.205794	0.343656	0.271728	0.151848	0.026973	0.000095	0.000797	0.001909	0.001273	0.001441	0.001773	1000	10000	1.00E-08	10	3	10000	10000	90000	90000	170000	170000
13	0.001998	0.420579	0.366633	0.148851	0.052947	0.008991	0.000396	0.000428	0.000442	0.000717	0.00402	0.000631	1000	10000	1.00E-08	10	3	10000	10000	90000	90000	170000	170000
14	0.01998	0.234765	0.353646	0.276723	0.097902	0.016983	0.000525	0.000506	0.000489	0.001958	0.002952	0.00199	1000	10000	1.00E-08	10	3	10000	10000	90000	90000	170000	170000
15	0.210789	0.342657	0.253746	0.12987	0.048951	0.013986	0.000664	0.000693	0.000947	0.001298	0.0015	0.001453	1000	10000	1.00E-08	10	3	10000	10000	90000	90000	170000	170000
17	0.047952	0.246753	0.315684	0.25974	0.102897	0.026973	0.000101	0.000081	0.001967	0.000149	0.003247	0.003152	1000	10000	1.00E-08	10	3	10000	10000	90000	90000	170000	170000
18	0.006993	0.20979	0.350649	0.263736	0.137862	0.030969	0.000541	0.000552	0.000905	0.002326	0.002273	0.00247	1000	10000	1.00E-08	10	3	10000	10000	90000	90000	170000	170000
19	0.017982	0.185814	0.304695	0.28971	0.158841	0.042957	0.000164	0.000841	0.00129	0.000939	0.002413	0.001383	1000	10000	1.00E-08	10	3	10000	10000	90000	90000	170000	170000
