Run	Prob_1_Event	Prob_2_Events	Prob_3_Events	Prob_4_Events	Prob_5_Events	Prob_6_Events	Mean_Divergence_PopA_PopB	Mean_Divergence_PopC_PopD	Mean_Divergence_PopE_PopF	Mean_Divergence_PopG_PopH	Mean_Divergence_PopI_PopJ	Mean_Divergence_PopK_PopL	Gene_Length	Population_Size	Mutation_Rate	Samples_Simulated_Per_Pop	True_Number_Events	True_Divergence_PopA_PopB	True_Divergence_PopC_PopD	True_Divergence_PopE_PopF	True_Divergence_PopG_PopH	True_Divergence_PopI_PopJ	True_Divergence_PopK_PopL
18	0.004995	0.221778	0.338661	0.256743	0.136863	0.040959	0.000605	0.000681	0.001496	0.001591	0.002975	0.002389	1000	10000	1.00E-08	10	3	10000	10000	170000	170000	330000	330000
19	0	0.127872	0.331668	0.351648	0.177822	0.010989	0.00023	0.000465	0.00163	0.002298	0.002206	0.002492	1000	10000	1.00E-08	10	3	10000	10000	170000	170000	330000	330000
20	0	0.1998	0.331668	0.275724	0.157842	0.034965	0.000285	0.000489	0.002536	0.001658	0.002834	0.003156	1000	10000	1.00E-08	10	3	10000	10000	170000	170000	330000	330000
21	0	0.163836	0.294705	0.322677	0.174825	0.043956	0.000028	0.000031	0.001414	0.002009	0.002429	0.003304	1000	10000	1.00E-08	10	3	10000	10000	170000	170000	330000	330000
22	0	0.208791	0.358641	0.283716	0.126873	0.021978	0.000069	0.000244	0.002605	0.002651	0.001834	0.002374	1000	10000	1.00E-08	10	3	10000	10000	170000	170000	330000	330000
23	0.062937	0.21978	0.305694	0.240759	0.133866	0.036963	0.000432	0.000185	0.002447	0.001755	0.002712	0.003043	1000	10000	1.00E-08	10	3	10000	10000	170000	170000	330000	330000
24	0	0.134865	0.292707	0.305694	0.201798	0.064935	0.00023	0.000248	0.00317	0.00023	0.004144	0.003821	1000	10000	1.00E-08	10	3	10000	10000	170000	170000	330000	330000
25	0.005994	0.131868	0.304695	0.318681	0.196803	0.041958	0.001072	0.001494	0.00237	0.003028	0.003145	0.003314	1000	10000	1.00E-08	10	3	10000	10000	170000	170000	330000	330000
26	0.000999	0.176823	0.321678	0.287712	0.165834	0.046953	0.000436	0.000155	0.002639	0.002285	0.003585	0.003203	1000	10000	1.00E-08	10	3	10000	10000	170000	170000	330000	330000
27	0.000999	0.194805	0.323676	0.276723	0.168831	0.034965	0.000369	0.000265	0.001145	0.002942	0.002491	0.002618	1000	10000	1.00E-08	10	3	10000	10000	170000	170000	330000	330000
