Run	Prob_1_Event	Prob_2_Events	Prob_3_Events	Prob_4_Events	Prob_5_Events	Prob_6_Events	Mean_Divergence_PopA_PopB	Mean_Divergence_PopC_PopD	Mean_Divergence_PopE_PopF	Mean_Divergence_PopG_PopH	Mean_Divergence_PopI_PopJ	Mean_Divergence_PopK_PopL	Gene_Length	Population_Size	Mutation_Rate	Samples_Simulated_Per_Pop	True_Number_Events	True_Divergence_PopA_PopB	True_Divergence_PopC_PopD	True_Divergence_PopE_PopF	True_Divergence_PopG_PopH	True_Divergence_PopI_PopJ	True_Divergence_PopK_PopL
1	0	0.112887	0.2997	0.342657	0.203796	0.040959	0.000578	0.000577	0.002797	0.000959	0.001282	0.005615	1000	10000	1.00E-08	10	3	10000	10000	170000	170000	330000	330000
2	0.008991	0.28971	0.36963	0.246753	0.076923	0.007992	0.000425	0.000427	0.000712	0.000462	0.00237	0.00306	1000	10000	1.00E-08	10	3	10000	10000	170000	170000	330000	330000
3	0.001998	0.137862	0.2997	0.304695	0.201798	0.053946	0.000538	0.000562	0.001023	0.00296	0.003024	0.004	1000	10000	1.00E-08	10	3	10000	10000	170000	170000	330000	330000
4	0	0.075924	0.283716	0.303696	0.25974	0.076923	0.00032	0.000121	0.003077	0.002494	0.004612	0.003825	1000	10000	1.00E-08	10	3	10000	10000	170000	170000	330000	330000
5	0	0.124875	0.280719	0.316683	0.20979	0.067932	0.000384	0.000398	0.003272	0.003544	0.004784	0.003918	1000	10000	1.00E-08	10	3	10000	10000	170000	170000	330000	330000
6	0.007992	0.272727	0.32967	0.270729	0.102897	0.015984	0.000468	0.000423	0.000412	0.002374	0.002345	0.002675	1000	10000	1.00E-08	10	3	10000	10000	170000	170000	330000	330000
7	0.087912	0.245754	0.328671	0.213786	0.111888	0.011988	0.000721	0.000654	0.001719	0.00099	0.001714	0.002323	1000	10000	1.00E-08	10	3	10000	10000	170000	170000	330000	330000
8	0.000999	0.195804	0.315684	0.304695	0.147852	0.034965	0.000399	0.00015	0.000454	0.002237	0.00149	0.002604	1000	10000	1.00E-08	10	3	10000	10000	170000	170000	330000	330000
9	0	0.030969	0.304695	0.350649	0.241758	0.071928	0.000158	0.000372	0.002427	0.00201	0.005251	0.002032	1000	10000	1.00E-08	10	3	10000	10000	170000	170000	330000	330000
10	0	0.278721	0.398601	0.224775	0.08991	0.007992	0.000335	0.000289	0.000596	0.00341	0.003394	0.000332	1000	10000	1.00E-08	10	3	10000	10000	170000	170000	330000	330000
11	0	0.053946	0.27972	0.351648	0.250749	0.063936	0.000351	0.000142	0.002156	0.002441	0.004948	0.002179	1000	10000	1.00E-08	10	3	10000	10000	170000	170000	330000	330000
12	0	0.164835	0.312687	0.310689	0.175824	0.035964	0.000542	0.00051	0.001217	0.002164	0.002433	0.0039	1000	10000	1.00E-08	10	3	10000	10000	170000	170000	330000	330000
13	0.021978	0.210789	0.32967	0.276723	0.125874	0.034965	0.000211	0.000115	0.00369	0.002643	0.003608	0.003471	1000	10000	1.00E-08	10	3	10000	10000	170000	170000	330000	330000
14	0.178821	0.28971	0.27972	0.172827	0.064935	0.013986	0.000652	0.000595	0.000934	0.001421	0.003416	0.002184	1000	10000	1.00E-08	10	3	10000	10000	170000	170000	330000	330000
15	0	0.140859	0.283716	0.291708	0.218781	0.064935	0.000866	0.001185	0.001422	0.001975	0.001379	0.00209	1000	10000	1.00E-08	10	3	10000	10000	170000	170000	330000	330000
16	0.004995	0.174825	0.286713	0.288711	0.183816	0.060939	0.000238	0.000135	0.003617	0.002511	0.004231	0.003427	1000	10000	1.00E-08	10	3	10000	10000	170000	170000	330000	330000
17	0.025974	0.236763	0.313686	0.274725	0.111888	0.036963	0.000502	0.000621	0.002638	0.002921	0.003726	0.003249	1000	10000	1.00E-08	10	3	10000	10000	170000	170000	330000	330000
