model	post_prob	cumulative_post_prob	prior_prob	bf
0,0,0,0,0,0	0.946667	0.946667	0.026214	659.369
0,1,1,1,1,1	0.0133333	0.96	0.007485	1.7919
0,0,0,0,1,0	0.0122222	0.972222	0.007416	1.65611
0,0,0,1,0,0	0.00888889	0.981111	0.007309	1.2181
0,1,1,0,1,1	0.00444444	0.985556	0.001874	2.37776
0,0,1,1,1,1	0.00222222	0.987778	0.001894	1.17368
0,1,0,0,0,0	0.00222222	0.99	0.007223	0.306117
0,0,1,0,1,0	0.00111111	0.991111	0.001858	0.597567
0,0,0,0,0,1	0.00111111	0.992222	0.007404	0.149124
0,0,0,1,1,0	0.00111111	0.993333	0.001894	0.586188
0,0,0,1,1,1	0.00111111	0.994444	0.001311	0.84736
0,1,0,1,0,0	0.00111111	0.995556	0.001896	0.585569
0,1,0,1,1,1	0.00111111	0.996667	0.00186	0.596924
0,1,1,0,0,1	0.00111111	0.997778	0.001206	0.921232
0,0,0,0,1,1	0.00111111	0.998889	0.001887	0.588367
0,0,1,1,1,0	0.00111111	1	0.001247	0.890906
