generation 10000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	2670	0	10	0.263158	none	
ConcentrationScaler	370	395	3	0.0789474	2.32548	
TimeSizeRateMixer	1358	1359	6	0.157895	0.245854	
TimeRootSizeMixer	1457	1263	6	0.157895	0.190295	
EventTimeScaler	6021	4621	1	0.0263158	1.14965	
RootPopulationSizeScaler0	1772	1674	1	0.0263158	0.432806	
LeafPopulationSizeScaler0	2398	997	1	0.0263158	1.7926	
RootPopulationSizeScaler1	1858	1568	1	0.0263158	0.401768	
LeafPopulationSizeScaler1	2095	1330	1	0.0263158	1.50719	
RootPopulationSizeScaler2	1634	1789	1	0.0263158	0.456396	
LeafPopulationSizeScaler2	2516	901	1	0.0263158	1.97254	
RootPopulationSizeScaler3	1651	1780	1	0.0263158	0.457499	
LeafPopulationSizeScaler3	2191	1259	1	0.0263158	1.44229	
RootPopulationSizeScaler4	1707	1714	1	0.0263158	0.443512	
LeafPopulationSizeScaler4	2287	1146	1	0.0263158	1.98893	
RootPopulationSizeScaler5	1890	1519	1	0.0263158	0.402847	
LeafPopulationSizeScaler5	2477	920	1	0.0263158	1.72236	
generation 20000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	5328	0	10	0.263158	none	
ConcentrationScaler	743	779	3	0.0789474	2.41694	
TimeSizeRateMixer	2690	2730	6	0.157895	0.25478	
TimeRootSizeMixer	2856	2623	6	0.157895	0.199154	
EventTimeScaler	11475	9859	1	0.0263158	1.20978	
RootPopulationSizeScaler0	3416	3419	1	0.0263158	0.447767	
LeafPopulationSizeScaler0	4477	2274	1	0.0263158	2.03336	
RootPopulationSizeScaler1	3522	3248	1	0.0263158	0.417687	
LeafPopulationSizeScaler1	3895	2935	1	0.0263158	1.59864	
RootPopulationSizeScaler2	3209	3595	1	0.0263158	0.463347	
LeafPopulationSizeScaler2	4698	2088	1	0.0263158	2.27546	
RootPopulationSizeScaler3	3222	3576	1	0.0263158	0.465643	
LeafPopulationSizeScaler3	4091	2738	1	0.0263158	1.57676	
RootPopulationSizeScaler4	3292	3502	1	0.0263158	0.451973	
LeafPopulationSizeScaler4	4283	2531	1	0.0263158	2.2078	
RootPopulationSizeScaler5	3618	3196	1	0.0263158	0.420421	
LeafPopulationSizeScaler5	4627	2128	1	0.0263158	1.97925	
generation 30000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	7913	0	10	0.263158	none	
ConcentrationScaler	1149	1186	3	0.0789474	2.47	
TimeSizeRateMixer	3976	4213	6	0.157895	0.2576	
TimeRootSizeMixer	4145	3954	6	0.157895	0.202905	
EventTimeScaler	16681	15016	1	0.0263158	1.24043	
RootPopulationSizeScaler0	4995	5229	1	0.0263158	0.452296	
LeafPopulationSizeScaler0	6488	3676	1	0.0263158	2.16762	
RootPopulationSizeScaler1	5251	4945	1	0.0263158	0.427168	
LeafPopulationSizeScaler1	5594	4653	1	0.0263158	1.64309	
RootPopulationSizeScaler2	4765	5419	1	0.0263158	0.467462	
LeafPopulationSizeScaler2	6823	3390	1	0.0263158	2.45117	
