model	post_prob	cumulative_post_prob	prior_prob	bf
0,0,0,0,0,0	0.824444	0.824444	0.026006	175.885
0,1,1,1,1,1	0.0377778	0.862222	0.00732	5.32426
0,0,1,0,0,0	0.0155556	0.877778	0.007303	2.14788
0,0,0,0,1,0	0.0144444	0.892222	0.00748	1.94472
0,1,0,0,0,0	0.01	0.902222	0.007508	1.33527
0,0,0,0,0,1	0.00777778	0.91	0.007255	1.07262
0,1,0,1,1,1	0.00666667	0.916667	0.001786	3.75108
0,0,0,1,1,1	0.00666667	0.923333	0.001265	5.29875
0,1,0,0,1,1	0.00555556	0.928889	0.001201	4.64603
0,0,0,1,0,0	0.00444444	0.933333	0.007356	0.602426
0,0,1,0,1,0	0.00444444	0.937778	0.001811	2.46063
0,0,1,2,0,0	0.00333333	0.941111	0.004656	0.714972
0,1,0,1,0,0	0.00333333	0.944444	0.001859	1.79573
0,0,0,1,0,1	0.00333333	0.947778	0.001867	1.78802
0,1,1,2,1,1	0.00333333	0.951111	0.004689	0.709917
0,1,1,0,1,1	0.00333333	0.954444	0.001924	1.73495
0,0,0,1,1,0	0.00333333	0.957778	0.001895	1.76155
0,1,0,0,0,1	0.00333333	0.961111	0.001859	1.79573
0,1,1,1,0,1	0.00333333	0.964444	0.001847	1.80742
0,0,0,0,1,1	0.00222222	0.966667	0.001824	1.21881
0,0,1,0,0,1	0.00222222	0.968889	0.001948	1.14108
0,1,1,1,0,0	0.00222222	0.971111	0.00124	1.79388
0,1,2,1,1,1	0.00222222	0.973333	0.004775	0.464196
0,0,1,1,1,1	0.00222222	0.975556	0.001853	1.1997
0,0,1,0,2,0	0.00222222	0.977778	0.0047	0.471639
0,1,1,0,1,0	0.00222222	0.98	0.001275	1.74457
0,0,1,1,0,0	0.00222222	0.982222	0.001886	1.17867
0,1,0,1,1,0	0.00111111	0.983333	0.001289	0.861841
0,1,1,0,0,0	0.00111111	0.984444	0.001875	0.592139
0,1,1,0,0,1	0.00111111	0.985556	0.00124	0.895942
0,1,0,1,0,1	0.00111111	0.986667	0.001196	0.928944
0,1,0,0,2,1	0.00111111	0.987778	0.001657	0.670189
0,1,1,0,1,2	0.00111111	0.988889	0.001567	0.708745
0,1,0,0,1,0	0.00111111	0.99	0.001879	0.590877
0,0,1,2,1,0	0.00111111	0.991111	0.001588	0.699358
0,1,1,1,1,0	0.00111111	0.992222	0.001871	0.593408
0,0,1,1,2,0	0.00111111	0.993333	0.001614	0.688074
0,1,1,1,2,0	0.00111111	0.994444	0.001537	0.722601
0,0,1,1,1,0	0.00111111	0.995556	0.001171	0.9488
0,1,2,0,2,2	0.00111111	0.996667	0.001585	0.700684
0,0,0,0,1,2	0.00111111	0.997778	0.0047	0.235557
0,1,2,2,0,2	0.00111111	0.998889	0.001566	0.709199
0,1,2,2,1,2	0.00111111	1	0.001604	0.692371
