model	post_prob	cumulative_post_prob	prior_prob	bf
0,0,1,0,1,1	0.0633333	0.0633333	0.001219	55.4005
0,0,0,0,1,1	0.0488889	0.112222	0.001877	27.3337
0,0,0,0,0,0	0.0455556	0.157778	0.026264	1.76958
0,0,0,0,1,2	0.0422222	0.2	0.004749	9.23861
0,0,1,0,2,3	0.0366667	0.236667	0.006455	5.8585
0,1,2,3,4,5	0.0333333	0.27	0.153255	0.19052
0,0,1,0,2,2	0.0255556	0.295556	0.001619	16.1725
0,0,0,0,1,0	0.0255556	0.321111	0.007279	3.57671
0,0,1,0,2,1	0.0222222	0.343333	0.001572	14.4348
0,0,1,2,1,1	0.02	0.363333	0.001593	12.7907
0,1,1,1,1,1	0.0188889	0.382222	0.007385	2.58773
0,0,1,0,1,2	0.0177778	0.4	0.001587	11.3868
0,1,2,0,3,4	0.0166667	0.416667	0.019142	0.868494
0,1,2,1,3,4	0.0166667	0.433333	0.019216	0.865084
0,1,1,0,1,1	0.0155556	0.448889	0.001774	8.89139
0,1,2,0,2,2	0.0155556	0.464444	0.00151	10.4487
0,0,1,1,2,3	0.0155556	0.48	0.003226	4.88232
0,1,1,1,2,1	0.0144444	0.494444	0.004804	3.03616
0,1,2,1,2,2	0.0144444	0.508889	0.001527	9.58334
0,0,1,1,1,1	0.0133333	0.522222	0.001826	7.3871
0,1,2,2,3,4	0.0133333	0.535556	0.019069	0.69515
0,1,2,3,4,4	0.0133333	0.548889	0.018929	0.700392
0,1,1,1,2,3	0.0122222	0.561111	0.006352	1.93559
0,1,2,0,3,3	0.0122222	0.573333	0.003198	3.85675
0,0,1,2,3,4	0.0111111	0.584444	0.018929	0.582348
0,1,0,0,2,3	0.01	0.594444	0.006536	1.53534
0,1,1,0,2,2	0.01	0.604444	0.000812	12.4296
0,1,1,2,3,3	0.01	0.614444	0.003212	3.13467
0,1,2,0,2,3	0.00888889	0.623333	0.003261	2.7413
0,1,2,1,3,2	0.00888889	0.632222	0.003156	2.8328
0,0,1,0,1,0	0.00888889	0.641111	0.001881	4.75903
0,0,1,2,3,3	0.00888889	0.65	0.003251	2.74975
0,1,1,1,2,2	0.00888889	0.658889	0.001545	5.79596
0,0,1,2,3,1	0.00888889	0.667778	0.003279	2.7262
0,1,0,0,0,0	0.00777778	0.675556	0.007412	1.04974
0,0,1,2,3,2	0.00777778	0.683333	0.003233	2.41677
0,0,1,1,2,1	0.00777778	0.691111	0.001593	4.91291
0,1,1,0,2,1	0.00666667	0.697778	0.001504	4.45566
0,1,1,2,1,1	0.00666667	0.704444	0.004721	1.4149
0,1,2,3,4,2	0.00666667	0.711111	0.019254	0.341861
0,0,1,2,1,3	0.00666667	0.717778	0.003121	2.14369
0,0,0,0,0,1	0.00666667	0.724444	0.007287	0.9143
0,1,1,2,3,4	0.00666667	0.731111	0.019242	0.342078
0,1,1,0,2,3	0.00666667	0.737778	0.003202	2.08929
0,0,1,0,0,0	0.00666667	0.744444	0.007348	0.906654
0,0,0,1,2,2	0.00666667	0.751111	0.001577	4.2491
0,0,0,1,2,3	0.00666667	0.757778	0.00643	1.03705
0,1,0,1,2,3	0.00666667	0.764444	0.003331	2.00812
0,1,2,0,3,2	0.00666667	0.771111	0.003273	2.04383
0,1,0,0,2,2	0.00666667	0.777778	0.001628	4.11578
0,1,2,1,2,3	0.00666667	0.784444	0.003216	2.08017
