Run	Prob_1_Event	Prob_2_Events	Prob_3_Events	Prob_4_Events	Prob_5_Events	Prob_6_Events	Mean_Divergence_PopA_PopB	Mean_Divergence_PopC_PopD	Mean_Divergence_PopE_PopF	Mean_Divergence_PopG_PopH	Mean_Divergence_PopI_PopJ	Mean_Divergence_PopK_PopL	Gene_Length	Population_Size	Mutation_Rate	Samples_Simulated_Per_Pop	True_Number_Events	True_Divergence_PopA_PopB	True_Divergence_PopC_PopD	True_Divergence_PopE_PopF	True_Divergence_PopG_PopH	True_Divergence_PopI_PopJ	True_Divergence_PopK_PopL
11	0.385614	0.332667	0.18981	0.072927	0.014985	0.003996	0.000643	0.000614	0.000674	0.000918	0.000782	0.001168	1000	10000	1.00E-08	10	1	80000	80000	80000	80000	80000	80000
12	0.066933	0.624376	0.248751	0.047952	0.007992	0.003996	0.00033	0.000338	0.002325	0.000359	0.00034	0.00036	1000	10000	1.00E-08	10	1	80000	80000	80000	80000	80000	80000
13	0.420579	0.327672	0.160839	0.074925	0.012987	0.002997	0.000829	0.000731	0.001198	0.001005	0.000754	0.000842	1000	10000	1.00E-08	10	1	80000	80000	80000	80000	80000	80000
14	0.325674	0.345654	0.208791	0.093906	0.016983	0.008991	0.001012	0.000963	0.000823	0.001596	0.001128	0.000946	1000	10000	1.00E-08	10	1	80000	80000	80000	80000	80000	80000
15	0.372627	0.322677	0.196803	0.080919	0.023976	0.002997	0.001022	0.001038	0.001322	0.000861	0.001032	0.001393	1000	10000	1.00E-08	10	1	80000	80000	80000	80000	80000	80000
16	0.481518	0.333666	0.147852	0.028971	0.005994	0.001998	0.001078	0.000729	0.000723	0.000674	0.000734	0.00064	1000	10000	1.00E-08	10	1	80000	80000	80000	80000	80000	80000
17	0.262737	0.347652	0.251748	0.108891	0.021978	0.006993	0.001779	0.000977	0.001277	0.000975	0.000974	0.000876	1000	10000	1.00E-08	10	1	80000	80000	80000	80000	80000	80000
18	0.480519	0.341658	0.11988	0.047952	0.006993	0.002997	0.000988	0.000797	0.00091	0.000901	0.001096	0.000872	1000	10000	1.00E-08	10	1	80000	80000	80000	80000	80000	80000
19	0.380619	0.321678	0.184815	0.083916	0.023976	0.004995	0.001174	0.001148	0.00084	0.000792	0.000728	0.00084	1000	10000	1.00E-08	10	1	80000	80000	80000	80000	80000	80000
20	0.597403	0.278721	0.095904	0.020979	0.005994	0.000999	0.000588	0.000663	0.000665	0.000655	0.000609	0.000669	1000	10000	1.00E-08	10	1	80000	80000	80000	80000	80000	80000
21	0.481518	0.304695	0.144855	0.050949	0.015984	0.001998	0.001019	0.001089	0.001193	0.001205	0.001301	0.001079	1000	10000	1.00E-08	10	1	80000	80000	80000	80000	80000	80000
22	0.6004	0.271728	0.097902	0.021978	0.006993	0.000999	0.000809	0.000736	0.000667	0.000727	0.00075	0.000731	1000	10000	1.00E-08	10	1	80000	80000	80000	80000	80000	80000
23	0.147852	0.325674	0.300699	0.156843	0.060939	0.007992	0.001572	0.000536	0.000495	0.001579	0.000502	0.001214	1000	10000	1.00E-08	10	1	80000	80000	80000	80000	80000	80000
24	0.633367	0.273726	0.072927	0.014985	0.003996	0.000999	0.000463	0.000462	0.000465	0.000527	0.000564	0.000536	1000	10000	1.00E-08	10	1	80000	80000	80000	80000	80000	80000
25	0.206793	0.284715	0.271728	0.15984	0.056943	0.01998	0.00133	0.002223	0.001533	0.001142	0.000826	0.001103	1000	10000	1.00E-08	10	1	80000	80000	80000	80000	80000	80000
26	0.327672	0.383616	0.182817	0.07992	0.022977	0.002997	0.000696	0.000891	0.001462	0.000687	0.000839	0.000823	1000	10000	1.00E-08	10	1	80000	80000	80000	80000	80000	80000
27	0.551449	0.282717	0.116883	0.03996	0.005994	0.002997	0.000677	0.000873	0.000662	0.000842	0.000722	0.000749	1000	10000	1.00E-08	10	1	80000	80000	80000	80000	80000	80000
28	0.35964	0.38961	0.180819	0.055944	0.012987	0.000999	0.001276	0.000557	0.000526	0.000518	0.000584	0.000644	1000	10000	1.00E-08	10	1	80000	80000	80000	80000	80000	80000
29	0.445554	0.354645	0.145854	0.044955	0.006993	0.001998	0.000461	0.000825	0.000591	0.000453	0.000617	0.000447	1000	10000	1.00E-08	10	1	80000	80000	80000	80000	80000	80000
