Run	Prob_1_Event	Prob_2_Events	Prob_3_Events	Prob_4_Events	Prob_5_Events	Prob_6_Events	Mean_Divergence_PopA_PopB	Mean_Divergence_PopC_PopD	Mean_Divergence_PopE_PopF	Mean_Divergence_PopG_PopH	Mean_Divergence_PopI_PopJ	Mean_Divergence_PopK_PopL	Gene_Length	Population_Size	Mutation_Rate	Samples_Simulated_Per_Pop	True_Number_Events	True_Divergence_PopA_PopB	True_Divergence_PopC_PopD	True_Divergence_PopE_PopF	True_Divergence_PopG_PopH	True_Divergence_PopI_PopJ	True_Divergence_PopK_PopL
1	0.443556	0.316683	0.152847	0.065934	0.016983	0.003996	0.001407	0.001656	0.001615	0.001628	0.001604	0.001531	1000	10000	1.00E-08	10	1	80000	80000	80000	80000	80000	80000
2	0.561439	0.272727	0.132867	0.025974	0.004995	0.001998	0.000675	0.000817	0.000698	0.000627	0.0008	0.000681	1000	10000	1.00E-08	10	1	80000	80000	80000	80000	80000	80000
3	0.729271	0.212787	0.044955	0.011988	0	0.000999	0.000284	0.000291	0.000295	0.000287	0.000283	0.000352	1000	10000	1.00E-08	10	1	80000	80000	80000	80000	80000	80000
4	0.372627	0.348651	0.187812	0.072927	0.013986	0.003996	0.000758	0.000844	0.000972	0.001005	0.001217	0.000724	1000	10000	1.00E-08	10	1	80000	80000	80000	80000	80000	80000
5	0.529471	0.294705	0.112887	0.047952	0.011988	0.002997	0.001	0.001003	0.000865	0.000824	0.000873	0.00087	1000	10000	1.00E-08	10	1	80000	80000	80000	80000	80000	80000
6	0.138861	0.284715	0.312687	0.187812	0.062937	0.012987	0.001702	0.000706	0.00208	0.000829	0.000689	0.001639	1000	10000	1.00E-08	10	1	80000	80000	80000	80000	80000	80000
7	0.445554	0.330669	0.158841	0.046953	0.013986	0.003996	0.00081	0.000687	0.000907	0.000768	0.001103	0.000837	1000	10000	1.00E-08	10	1	80000	80000	80000	80000	80000	80000
8	0.25974	0.356643	0.250749	0.098901	0.026973	0.006993	0.000863	0.001434	0.001095	0.001119	0.000664	0.000658	1000	10000	1.00E-08	10	1	80000	80000	80000	80000	80000	80000
9	0.487512	0.293706	0.158841	0.04995	0.008991	0.000999	0.000544	0.000519	0.000661	0.000705	0.000777	0.00052	1000	10000	1.00E-08	10	1	80000	80000	80000	80000	80000	80000
10	0.536464	0.310689	0.118881	0.02997	0.000999	0.002997	0.000481	0.000565	0.000478	0.000566	0.000666	0.00047	1000	10000	1.00E-08	10	1	80000	80000	80000	80000	80000	80000
