generation 10000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	2563	0	10	0.263158	none	
ConcentrationScaler	395	364	3	0.0789474	2.43094	
TimeSizeRateMixer	864	877	6	0.157895	0.195136	
TimeRootSizeMixer	714	1008	6	0.157895	0.0596067	
EventTimeScaler	3704	2788	1	0.0263158	1.49549	
RootPopulationSizeScaler0	1787	1698	1	0.0263158	0.424595	
LeafPopulationSizeScaler0	2207	1285	1	0.0263158	1.87117	
RootPopulationSizeScaler1	1805	1707	1	0.0263158	0.439564	
LeafPopulationSizeScaler1	2337	1132	1	0.0263158	2.35445	
RootPopulationSizeScaler2	1846	1665	1	0.0263158	0.425441	
LeafPopulationSizeScaler2	2161	1313	1	0.0263158	1.60231	
RootPopulationSizeScaler3	1795	1691	1	0.0263158	0.433433	
LeafPopulationSizeScaler3	2303	1147	1	0.0263158	1.5427	
RootPopulationSizeScaler4	1702	1785	1	0.0263158	0.430815	
LeafPopulationSizeScaler4	2247	1238	1	0.0263158	1.59992	
RootPopulationSizeScaler5	1688	1781	1	0.0263158	0.437059	
LeafPopulationSizeScaler5	2289	1191	1	0.0263158	1.70412	
generation 20000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	5241	0	10	0.263158	none	
ConcentrationScaler	784	749	3	0.0789474	2.53121	
TimeSizeRateMixer	1609	1820	6	0.157895	0.195253	
TimeRootSizeMixer	1467	1998	6	0.157895	0.0590564	
EventTimeScaler	7173	5974	1	0.0263158	1.58496	
RootPopulationSizeScaler0	3398	3467	1	0.0263158	0.436791	
LeafPopulationSizeScaler0	4166	2693	1	0.0263158	2.05212	
RootPopulationSizeScaler1	3405	3468	1	0.0263158	0.449341	
LeafPopulationSizeScaler1	4336	2540	1	0.0263158	2.60604	
RootPopulationSizeScaler2	3492	3418	1	0.0263158	0.438157	
LeafPopulationSizeScaler2	4033	2818	1	0.0263158	1.72755	
RootPopulationSizeScaler3	3422	3464	1	0.0263158	0.445145	
LeafPopulationSizeScaler3	4242	2616	1	0.0263158	1.69932	
RootPopulationSizeScaler4	3273	3588	1	0.0263158	0.437968	
LeafPopulationSizeScaler4	4244	2628	1	0.0263158	1.76952	
RootPopulationSizeScaler5	3256	3564	1	0.0263158	0.443098	
LeafPopulationSizeScaler5	4243	2605	1	0.0263158	1.87893	
generation 30000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	7868	0	10	0.263158	none	
ConcentrationScaler	1177	1138	3	0.0789474	2.5908	
TimeSizeRateMixer	2408	2759	6	0.157895	0.197515	
TimeRootSizeMixer	2221	2944	6	0.157895	0.0591502	
EventTimeScaler	10509	9218	1	0.0263158	1.62905	
RootPopulationSizeScaler0	5002	5285	1	0.0263158	0.442387	
LeafPopulationSizeScaler0	6008	4232	1	0.0263158	2.13902	
RootPopulationSizeScaler1	5003	5283	1	0.0263158	0.454555	
LeafPopulationSizeScaler1	6281	4005	1	0.0263158	2.75266	
RootPopulationSizeScaler2	5115	5218	1	0.0263158	0.443961	
LeafPopulationSizeScaler2	5854	4381	1	0.0263158	1.79845	
RootPopulationSizeScaler3	4976	5298	1	0.0263158	0.448765	
LeafPopulationSizeScaler3	6120	4123	1	0.0263158	1.77813	
RootPopulationSizeScaler4	4859	5412	1	0.0263158	0.442693	
