Run	Prob_1_Event	Prob_2_Events	Prob_3_Events	Prob_4_Events	Prob_5_Events	Prob_6_Events	Mean_Divergence_PopA_PopB	Mean_Divergence_PopC_PopD	Mean_Divergence_PopE_PopF	Mean_Divergence_PopG_PopH	Mean_Divergence_PopI_PopJ	Mean_Divergence_PopK_PopL	Gene_Length	Population_Size	Mutation_Rate	Samples_Simulated_Per_Pop	True_Number_Events	True_Divergence_PopA_PopB	True_Divergence_PopC_PopD	True_Divergence_PopE_PopF	True_Divergence_PopG_PopH	True_Divergence_PopI_PopJ	True_Divergence_PopK_PopL
1	0.05994	0.222777	0.286713	0.253746	0.133866	0.042957	0.00088	0.002124	0.002391	0.002206	0.003632	0.002431	1000	10000	1.00E-08	10	6	10000	90000	170000	250000	330000	410000
2	0	0.082917	0.208791	0.314685	0.258741	0.134865	0.000628	0.001108	0.002241	0.004492	0.004749	0.004839	1000	10000	1.00E-08	10	6	10000	90000	170000	250000	330000	410000
3	0.011988	0.126873	0.293706	0.340659	0.16983	0.056943	0.000776	0.0015	0.00152	0.002553	0.001998	0.004839	1000	10000	1.00E-08	10	6	10000	90000	170000	250000	330000	410000
4	0.050949	0.23976	0.328671	0.243756	0.105894	0.030969	0.000759	0.000984	0.001753	0.001	0.002912	0.00249	1000	10000	1.00E-08	10	6	10000	90000	170000	250000	330000	410000
5	0	0.047952	0.187812	0.346653	0.302697	0.114885	0.000282	0.00113	0.001571	0.002082	0.004507	0.004253	1000	10000	1.00E-08	10	6	10000	90000	170000	250000	330000	410000
6	0	0.072927	0.208791	0.368631	0.241758	0.107892	0.000222	0.000921	0.000969	0.000741	0.005207	0.004645	1000	10000	1.00E-08	10	6	10000	90000	170000	250000	330000	410000
7	0	0.020979	0.244755	0.391608	0.275724	0.066933	0.000154	0.002037	0.001121	0.000341	0.001819	0.005823	1000	10000	1.00E-08	10	6	10000	90000	170000	250000	330000	410000
8	0.001998	0.105894	0.254745	0.315684	0.237762	0.083916	0.000851	0.001915	0.002975	0.001173	0.004234	0.004965	1000	10000	1.00E-08	10	6	10000	90000	170000	250000	330000	410000
9	0.003996	0.077922	0.21978	0.332667	0.250749	0.114885	0.000666	0.002378	0.002213	0.003636	0.004644	0.00474	1000	10000	1.00E-08	10	6	10000	90000	170000	250000	330000	410000
10	0.144855	0.291708	0.254745	0.198801	0.083916	0.025974	0.001003	0.00125	0.001788	0.001736	0.001804	0.002644	1000	10000	1.00E-08	10	6	10000	90000	170000	250000	330000	410000
