Run	Prob_1_Event	Prob_2_Events	Prob_3_Events	Prob_4_Events	Prob_5_Events	Prob_6_Events	Mean_Divergence_PopA_PopB	Mean_Divergence_PopC_PopD	Mean_Divergence_PopE_PopF	Mean_Divergence_PopG_PopH	Mean_Divergence_PopI_PopJ	Mean_Divergence_PopK_PopL	Gene_Length	Population_Size	Mutation_Rate	Samples_Simulated_Per_Pop	True_Number_Events	True_Divergence_PopA_PopB	True_Divergence_PopC_PopD	True_Divergence_PopE_PopF	True_Divergence_PopG_PopH	True_Divergence_PopI_PopJ	True_Divergence_PopK_PopL
11	0	0.108891	0.273726	0.313686	0.228771	0.074925	0.000658	0.000567	0.003817	0.000866	0.004882	0.005441	1000	10000	1.00E-08	10	6	10000	90000	170000	250000	330000	410000
12	0.005994	0.211788	0.324675	0.281718	0.140859	0.034965	0.000628	0.000641	0.000814	0.001217	0.004141	0.003458	1000	10000	1.00E-08	10	6	10000	90000	170000	250000	330000	410000
13	0	0.064935	0.190809	0.323676	0.300699	0.11988	0.000824	0.001485	0.001654	0.002307	0.007	0.004994	1000	10000	1.00E-08	10	6	10000	90000	170000	250000	330000	410000
14	0.003996	0.121878	0.276723	0.324675	0.208791	0.063936	0.000774	0.001446	0.001077	0.001839	0.003204	0.004963	1000	10000	1.00E-08	10	6	10000	90000	170000	250000	330000	410000
15	0	0.261738	0.342657	0.263736	0.106893	0.024975	0.000337	0.000334	0.000344	0.003623	0.003749	0.003657	1000	10000	1.00E-08	10	6	10000	90000	170000	250000	330000	410000
16	0	0.027972	0.151848	0.344655	0.33966	0.135864	0.000641	0.001052	0.002899	0.002364	0.0031	0.000999	1000	10000	1.00E-08	10	6	10000	90000	170000	250000	330000	410000
17	0.011988	0.153846	0.296703	0.285714	0.196803	0.054945	0.000171	0.001391	0.001774	0.003529	0.0042	0.004623	1000	10000	1.00E-08	10	6	10000	90000	170000	250000	330000	410000
18	0	0.075924	0.248751	0.342657	0.248751	0.083916	0.000783	0.002834	0.003054	0.003072	0.003342	0.004552	1000	10000	1.00E-08	10	6	10000	90000	170000	250000	330000	410000
19	0.143856	0.246753	0.317682	0.173826	0.093906	0.023976	0.000829	0.001091	0.001674	0.002446	0.005925	0.003202	1000	10000	1.00E-08	10	6	10000	90000	170000	250000	330000	410000
20	0.000999	0.084915	0.243756	0.314685	0.272727	0.082917	0.001009	0.001783	0.002311	0.002255	0.002465	0.002455	1000	10000	1.00E-08	10	6	10000	90000	170000	250000	330000	410000
21	0.02997	0.146853	0.288711	0.280719	0.188811	0.064935	0.000729	0.001033	0.003416	0.003596	0.001547	0.005234	1000	10000	1.00E-08	10	6	10000	90000	170000	250000	330000	410000
22	0.003996	0.147852	0.288711	0.308691	0.178821	0.071928	0.000768	0.001855	0.002574	0.002522	0.003125	0.003768	1000	10000	1.00E-08	10	6	10000	90000	170000	250000	330000	410000
23	0.220779	0.308691	0.237762	0.148851	0.061938	0.021978	0.000499	0.000632	0.002789	0.003672	0.002704	0.00392	1000	10000	1.00E-08	10	6	10000	90000	170000	250000	330000	410000
24	0.001998	0.135864	0.278721	0.313686	0.217782	0.051948	0.001394	0.002612	0.002083	0.002378	0.002096	0.002199	1000	10000	1.00E-08	10	6	10000	90000	170000	250000	330000	410000
25	0	0.124875	0.254745	0.346653	0.214785	0.058941	0.00052	0.000495	0.002405	0.002593	0.004224	0.003203	1000	10000	1.00E-08	10	6	10000	90000	170000	250000	330000	410000
26	0.000999	0.086913	0.262737	0.340659	0.245754	0.062937	0.00016	0.000279	0.002938	0.000335	0.005053	0.004813	1000	10000	1.00E-08	10	6	10000	90000	170000	250000	330000	410000
27	0.000999	0.08991	0.214785	0.316683	0.277722	0.0999	0.000578	0.00088	0.000908	0.003357	0.005084	0.002547	1000	10000	1.00E-08	10	6	10000	90000	170000	250000	330000	410000
28	0	0.058941	0.206793	0.360639	0.25974	0.113886	0.000268	0.002936	0.001715	0.003672	0.001734	0.003517	1000	10000	1.00E-08	10	6	10000	90000	170000	250000	330000	410000
29	0.028971	0.174825	0.312687	0.281718	0.151848	0.04995	0.000164	0.000534	0.003019	0.001044	0.004448	0.003925	1000	10000	1.00E-08	10	6	10000	90000	170000	250000	330000	410000
