model	post_prob	cumulative_post_prob	prior_prob	bf
0,0,1,1,1,1	0.158889	0.158889	0.001812	104.063
0,0,1,2,3,4	0.0544444	0.213333	0.018977	2.97658
0,1,2,3,4,5	0.0388889	0.252222	0.153371	0.223358
0,0,1,1,1,2	0.0377778	0.29	0.001631	24.0325
0,0,1,2,2,2	0.0377778	0.327778	0.001524	25.7225
0,1,2,2,2,2	0.0366667	0.364444	0.004684	8.08796
0,0,0,1,1,1	0.0322222	0.396667	0.001252	26.5602
0,0,1,1,2,1	0.0311111	0.427778	0.001586	20.2138
0,0,1,2,1,1	0.03	0.457778	0.001574	19.6183
0,0,1,2,3,3	0.0266667	0.484444	0.003364	8.11685
0,0,1,2,2,3	0.0266667	0.511111	0.003231	8.4521
0,0,1,2,1,3	0.0255556	0.536667	0.003134	8.34192
0,1,1,1,1,1	0.0222222	0.558889	0.00731	3.08634
0,0,1,1,2,3	0.0222222	0.581111	0.003294	6.87687
0,0,1,1,2,2	0.0222222	0.603333	0.000763	29.764
0,0,1,2,3,2	0.0211111	0.624444	0.003383	6.35337
0,1,1,2,2,2	0.0188889	0.643333	0.001575	12.2046
0,1,2,3,4,3	0.0155556	0.658889	0.018982	0.816638
0,0,0,1,2,1	0.0155556	0.674444	0.001553	10.1589
0,0,1,2,1,2	0.0144444	0.688889	0.00075	19.5269
0,1,2,3,2,2	0.0133333	0.702222	0.00651	2.0623
0,1,2,2,3,2	0.0133333	0.715556	0.00639	2.10128
0,1,2,2,3,4	0.0133333	0.728889	0.018776	0.706209
0,0,1,2,2,1	0.0133333	0.742222	0.000784	17.2231
0,1,2,3,2,4	0.0122222	0.754444	0.018977	0.63965
0,1,2,2,2,3	0.0122222	0.766667	0.006386	1.92522
0,1,1,1,1,2	0.0122222	0.778889	0.004815	2.5574
0,0,0,1,1,2	0.0111111	0.79	0.001509	7.43472
0,1,2,3,4,4	0.0111111	0.801111	0.019175	0.574733
0,1,2,3,3,3	0.01	0.811111	0.006488	1.54677
0,1,2,3,3,4	0.00888889	0.82	0.019048	0.461874
0,0,1,2,3,1	0.00888889	0.828889	0.003242	2.75741
0,1,2,3,2,3	0.00777778	0.836667	0.003226	2.42203
0,1,2,1,1,1	0.00777778	0.844444	0.004722	1.65221
0,1,1,2,3,4	0.00777778	0.852222	0.01913	0.401923
0,1,1,2,3,2	0.00777778	0.86	0.003199	2.44254
0,1,1,2,3,3	0.00666667	0.866667	0.003156	2.11984
0,1,2,2,3,3	0.00666667	0.873333	0.003226	2.0737
0,1,2,3,4,2	0.00666667	0.88	0.019119	0.344322
0,0,0,1,2,3	0.00666667	0.886667	0.006403	1.04145
0,0,0,0,0,0	0.00555556	0.892222	0.025937	0.209804
0,1,1,2,1,2	0.00555556	0.897778	0.001582	3.52576
0,1,1,2,1,1	0.00555556	0.903333	0.004671	1.19043
0,1,1,2,2,3	0.00555556	0.908889	0.003211	1.73424
0,0,0,1,2,2	0.00555556	0.914444	0.00163	3.42177
0,1,0,2,2,2	0.00444444	0.918889	0.001541	2.89254
0,1,1,2,3,1	0.00444444	0.923333	0.006398	0.693298
0,1,1,1,2,1	0.00444444	0.927778	0.004824	0.920968
0,0,0,1,0,1	0.00333333	0.931111	0.001815	1.83935
0,1,2,3,1,4	0.00333333	0.934444	0.019022	0.172477
0,1,2,2,2,1	0.00333333	0.937778	0.001546	2.15997
0,1,1,1,2,3	0.00333333	0.941111	0.006608	0.502782
0,0,0,0,1,1	0.00333333	0.944444	0.001794	1.86092
0,1,1,2,1,3	0.00333333	0.947778	0.006319	0.525929
0,1,0,2,3,3	0.00222222	0.95	0.003198	0.694199
0,1,0,2,2,3	0.00222222	0.952222	0.003193	0.69529
0,1,2,3,3,2	0.00222222	0.954444	0.003225	0.688369
0,1,0,2,3,2	0.00222222	0.956667	0.003204	0.692895
0,1,2,3,1,2	0.00222222	0.958889	0.00319	0.695946
