Run	Prob_1_Event	Prob_2_Events	Prob_3_Events	Prob_4_Events	Prob_5_Events	Prob_6_Events	Mean_Divergence_PopA_PopB	Mean_Divergence_PopC_PopD	Mean_Divergence_PopE_PopF	Mean_Divergence_PopG_PopH	Mean_Divergence_PopI_PopJ	Mean_Divergence_PopK_PopL	Gene_Length	Population_Size	Mutation_Rate	Samples_Simulated_Per_Pop	True_Number_Events	True_Divergence_PopA_PopB	True_Divergence_PopC_PopD	True_Divergence_PopE_PopF	True_Divergence_PopG_PopH	True_Divergence_PopI_PopJ	True_Divergence_PopK_PopL
1	0.302697	0.317682	0.230769	0.103896	0.041958	0.002997	0.000979	0.000982	0.00147	0.001627	0.001475	0.001266	1000	10000	1.00E-08	10	6	10000	50000	90000	130000	170000	210000
2	0.290709	0.334665	0.212787	0.114885	0.038961	0.007992	0.000813	0.001238	0.001003	0.001201	0.001741	0.001022	1000	10000	1.00E-08	10	6	10000	50000	90000	130000	170000	210000
3	0.406593	0.34965	0.155844	0.060939	0.024975	0.001998	0.000819	0.000895	0.001075	0.00097	0.001088	0.001296	1000	10000	1.00E-08	10	6	10000	50000	90000	130000	170000	210000
4	0	0.297702	0.35964	0.233766	0.092907	0.015984	0.000061	0.000253	0.002224	0.000199	0.00222	0.001846	1000	10000	1.00E-08	10	6	10000	50000	90000	130000	170000	210000
5	0.421578	0.363636	0.153846	0.047952	0.00999	0.002997	0.000826	0.000942	0.001036	0.000925	0.000929	0.001256	1000	10000	1.00E-08	10	6	10000	50000	90000	130000	170000	210000
6	0.096903	0.288711	0.278721	0.201798	0.105894	0.027972	0.000855	0.001504	0.001948	0.002253	0.002659	0.002403	1000	10000	1.00E-08	10	6	10000	50000	90000	130000	170000	210000
7	0.068931	0.354645	0.330669	0.178821	0.057942	0.008991	0.000512	0.000737	0.000772	0.000518	0.001176	0.002604	1000	10000	1.00E-08	10	6	10000	50000	90000	130000	170000	210000
8	0.002997	0.15984	0.288711	0.300699	0.188811	0.058941	0.000165	0.001418	0.001383	0.001857	0.002792	0.002247	1000	10000	1.00E-08	10	6	10000	50000	90000	130000	170000	210000
9	0.007992	0.200799	0.325674	0.283716	0.146853	0.034965	0.000228	0.002232	0.000918	0.000937	0.002209	0.00097	1000	10000	1.00E-08	10	6	10000	50000	90000	130000	170000	210000
10	0.397602	0.343656	0.158841	0.077922	0.016983	0.004995	0.000953	0.000843	0.000951	0.001132	0.000957	0.001339	1000	10000	1.00E-08	10	6	10000	50000	90000	130000	170000	210000
