Run	Prob_1_Event	Prob_2_Events	Prob_3_Events	Prob_4_Events	Prob_5_Events	Prob_6_Events	Mean_Divergence_PopA_PopB	Mean_Divergence_PopC_PopD	Mean_Divergence_PopE_PopF	Mean_Divergence_PopG_PopH	Mean_Divergence_PopI_PopJ	Mean_Divergence_PopK_PopL	Gene_Length	Population_Size	Mutation_Rate	Samples_Simulated_Per_Pop	True_Number_Events	True_Divergence_PopA_PopB	True_Divergence_PopC_PopD	True_Divergence_PopE_PopF	True_Divergence_PopG_PopH	True_Divergence_PopI_PopJ	True_Divergence_PopK_PopL
11	0.001998	0.220779	0.327672	0.261738	0.138861	0.048951	0.00011	0.000961	0.001474	0.001997	0.001962	0.00147	1000	10000	1.00E-08	10	6	10000	50000	90000	130000	170000	210000
12	0.075924	0.358641	0.322677	0.176823	0.051948	0.013986	0.00017	0.000579	0.000788	0.001343	0.00077	0.001041	1000	10000	1.00E-08	10	6	10000	50000	90000	130000	170000	210000
13	0.428571	0.360639	0.142857	0.053946	0.011988	0.001998	0.000658	0.000659	0.000764	0.000745	0.000792	0.001131	1000	10000	1.00E-08	10	6	10000	50000	90000	130000	170000	210000
14	0.338661	0.31968	0.214785	0.08991	0.027972	0.008991	0.000869	0.000853	0.00137	0.001417	0.001278	0.001219	1000	10000	1.00E-08	10	6	10000	50000	90000	130000	170000	210000
15	0.018981	0.238761	0.372627	0.260739	0.096903	0.011988	0.000596	0.000539	0.001225	0.002297	0.000602	0.003224	1000	10000	1.00E-08	10	6	10000	50000	90000	130000	170000	210000
16	0.106893	0.367632	0.326673	0.133866	0.055944	0.008991	0.000609	0.000657	0.002155	0.001178	0.000681	0.001218	1000	10000	1.00E-08	10	6	10000	50000	90000	130000	170000	210000
17	0.030969	0.284715	0.342657	0.252747	0.071928	0.016983	0.000471	0.000507	0.001881	0.002197	0.002166	0.000419	1000	10000	1.00E-08	10	6	10000	50000	90000	130000	170000	210000
18	0.086913	0.465534	0.265734	0.140859	0.034965	0.005994	0.000673	0.000806	0.000907	0.000831	0.000759	0.002942	1000	10000	1.00E-08	10	6	10000	50000	90000	130000	170000	210000
19	0.344655	0.324675	0.211788	0.092907	0.021978	0.003996	0.000649	0.000898	0.000645	0.001237	0.001016	0.001054	1000	10000	1.00E-08	10	6	10000	50000	90000	130000	170000	210000
20	0.264735	0.335664	0.213786	0.131868	0.046953	0.006993	0.000675	0.000725	0.000982	0.001443	0.000887	0.001437	1000	10000	1.00E-08	10	6	10000	50000	90000	130000	170000	210000
21	0.045954	0.283716	0.331668	0.235764	0.091908	0.010989	0.000753	0.000982	0.000774	0.001405	0.001486	0.001449	1000	10000	1.00E-08	10	6	10000	50000	90000	130000	170000	210000
22	0.151848	0.357642	0.28971	0.135864	0.052947	0.011988	0.000749	0.001366	0.001009	0.0016	0.001099	0.003392	1000	10000	1.00E-08	10	6	10000	50000	90000	130000	170000	210000
23	0.035964	0.282717	0.336663	0.224775	0.095904	0.023976	0.000936	0.00111	0.001091	0.001285	0.002639	0.00151	1000	10000	1.00E-08	10	6	10000	50000	90000	130000	170000	210000
24	0.211788	0.337662	0.246753	0.142857	0.047952	0.012987	0.000737	0.000649	0.000899	0.002292	0.002955	0.00132	1000	10000	1.00E-08	10	6	10000	50000	90000	130000	170000	210000
25	0.015984	0.216783	0.337662	0.263736	0.12987	0.035964	0.000986	0.001568	0.001421	0.001191	0.002133	0.001599	1000	10000	1.00E-08	10	6	10000	50000	90000	130000	170000	210000
26	0.030969	0.232767	0.315684	0.280719	0.117882	0.021978	0.000437	0.00043	0.00251	0.00197	0.002646	0.00262	1000	10000	1.00E-08	10	6	10000	50000	90000	130000	170000	210000
27	0.262737	0.305694	0.247752	0.136863	0.038961	0.007992	0.000575	0.00067	0.000975	0.001991	0.002505	0.002572	1000	10000	1.00E-08	10	6	10000	50000	90000	130000	170000	210000
