model	post_prob	cumulative_post_prob	prior_prob	bf
0,0,0,0,0,0	0.98	0.98	0.026052	1831.85
0,0,0,0,0,1	0.00444444	0.984444	0.007198	0.615748
0,1,1,1,1,1	0.00333333	0.987778	0.007447	0.44576
0,0,0,1,0,0	0.00222222	0.99	0.007431	0.297486
0,0,0,0,1,1	0.00111111	0.991111	0.001746	0.635971
0,0,1,0,0,0	0.00111111	0.992222	0.007416	0.148881
0,0,0,0,1,0	0.00111111	0.993333	0.00742	0.1488
0,0,1,1,1,0	0.00111111	0.994444	0.001217	0.912895
0,0,1,1,1,1	0.00111111	0.995556	0.001911	0.580964
0,1,0,0,0,0	0.00111111	0.996667	0.007376	0.149694
0,1,1,0,1,1	0.00111111	0.997778	0.00188	0.590562
0,1,1,1,1,0	0.00111111	0.998889	0.001918	0.578839
0,0,1,0,0,1	0.00111111	1	0.00181	0.613444
