model	post_prob	cumulative_post_prob	prior_prob	bf
0,0,0,0,0,0	0.685556	0.685556	0.026245	80.8913
0,0,0,0,1,0	0.0466667	0.732222	0.007413	6.55445
0,0,0,1,0,0	0.0233333	0.755556	0.007234	3.27868
0,0,1,0,0,0	0.0211111	0.776667	0.007344	2.91504
0,1,1,1,1,1	0.0177778	0.794444	0.00729	2.46469
0,0,0,0,0,1	0.0177778	0.812222	0.007271	2.47118
0,1,0,0,0,0	0.0166667	0.828889	0.007312	2.30104
0,0,0,1,1,0	0.01	0.838889	0.001906	5.28948
0,0,0,0,1,1	0.01	0.848889	0.00183	5.50958
0,1,0,1,1,1	0.00888889	0.857778	0.001842	4.85998
0,1,0,0,1,0	0.00666667	0.864444	0.001871	3.58036
0,0,1,0,1,0	0.00666667	0.871111	0.00186	3.60157
0,0,1,0,0,1	0.00555556	0.876667	0.001826	3.05388
0,1,1,1,0,1	0.00444444	0.881111	0.001883	2.36637
0,1,1,1,1,0	0.00444444	0.885556	0.00183	2.43504
0,0,1,0,2,0	0.00444444	0.89	0.004782	0.929096
0,0,1,0,1,1	0.00333333	0.893333	0.001168	2.86008
0,0,1,1,0,0	0.00333333	0.896667	0.001871	1.78419
0,1,2,2,2,2	0.00333333	0.9	0.004842	0.687379
0,1,2,1,1,1	0.00333333	0.903333	0.004645	0.716673
0,0,1,1,1,0	0.00333333	0.906667	0.001169	2.85763
0,0,0,0,1,2	0.00333333	0.91	0.004772	0.697511
0,1,1,0,1,0	0.00333333	0.913333	0.001248	2.67653
0,1,1,0,0,1	0.00333333	0.916667	0.001181	2.82856
0,1,1,0,0,0	0.00333333	0.92	0.001915	1.74312
0,0,0,1,1,1	0.00333333	0.923333	0.001183	2.82377
0,1,0,1,1,0	0.00333333	0.926667	0.001244	2.68515
0,1,0,1,0,0	0.00333333	0.93	0.001937	1.72329
0,1,0,0,2,0	0.00333333	0.933333	0.004737	0.702689
0,1,0,0,1,1	0.00333333	0.936667	0.001216	2.74705
0,1,0,0,0,2	0.00222222	0.938889	0.004787	0.463027
0,0,0,1,2,0	0.00222222	0.941111	0.004712	0.470432
0,1,2,2,3,2	0.00222222	0.943333	0.006365	0.347682
0,1,2,0,0,0	0.00222222	0.945556	0.004756	0.46606
0,0,0,1,0,1	0.00222222	0.947778	0.001897	1.17182
0,0,0,1,0,2	0.00222222	0.95	0.004792	0.462542
0,0,1,2,2,0	0.00222222	0.952222	0.00159	1.39851
0,1,1,1,0,0	0.00222222	0.954444	0.00126	1.76537
0,1,1,0,1,1	0.00222222	0.956667	0.001805	1.23166
0,0,1,2,1,0	0.00222222	0.958889	0.001611	1.38025
0,0,1,1,2,0	0.00222222	0.961111	0.001635	1.35996
0,1,0,1,1,2	0.00222222	0.963333	0.001509	1.4737
0,1,0,2,3,0	0.00222222	0.965556	0.006496	0.340626
0,1,0,2,2,0	0.00222222	0.967778	0.001578	1.40916
0,1,0,2,1,0	0.00111111	0.968889	0.00158	0.702905
0,1,0,2,0,1	0.00111111	0.97	0.001605	0.691939
0,0,1,2,0,1	0.00111111	0.971111	0.001542	0.720254
0,0,1,2,0,2	0.00111111	0.972222	0.001614	0.688074
0,0,1,1,1,2	0.00111111	0.973333	0.001606	0.691507
0,1,0,1,0,2	0.00111111	0.974444	0.001625	0.683409
0,1,1,0,1,2	0.00111111	0.975556	0.001547	0.717923
0,1,1,0,2,2	0.00111111	0.976667	0.000814	1.36541
0,1,0,1,0,1	0.00111111	0.977778	0.001177	0.943957
0,1,0,0,2,3	0.00111111	0.978889	0.006515	0.169624
0,1,1,1,0,2	0.00111111	0.98	0.001581	0.702459
0,1,0,0,2,1	0.00111111	0.981111	0.00152	0.730695
0,0,1,1,1,1	0.00111111	0.982222	0.001857	0.59789
0,1,1,1,1,2	0.00111111	0.983333	0.004863	0.227624
0,1,1,1,2,1	0.00111111	0.984444	0.004716	0.234754
0,1,1,2,1,2	0.00111111	0.985556	0.001542	0.720254
0,0,0,1,2,1	0.00111111	0.986667	0.001556	0.713764
0,1,2,0,0,1	0.00111111	0.987778	0.00162	0.685522
0,1,2,1,0,1	0.00111111	0.988889	0.001581	0.702459
0,0,1,1,0,2	0.00111111	0.99	0.001513	0.734081
0,1,2,1,3,3	0.00111111	0.991111	0.003265	0.339576
0,1,2,2,1,0	0.00111111	0.992222	0.000815	1.36373
0,1,2,2,1,1	0.00111111	0.993333	0.001588	0.699358
0,1,2,2,2,1	0.00111111	0.994444	0.001552	0.715606
0,0,1,1,0,1	0.00111111	0.995556	0.001206	0.921232
0,1,0,0,0,1	0.00111111	0.996667	0.001854	0.598859
0,1,2,3,1,0	0.00111111	0.997778	0.003317	0.334235
0,1,2,3,2,2	0.00111111	0.998889	0.006512	0.169703
0,1,2,3,4,5	0.00111111	1	0.153382	0.00613979
