Run	Gene_Length	Population_Size	Mutation_Rate	Prob_1_Event	Prob_2_Events	Prob_3_Events	Prob_4_Events	Prob_5_Events	Prob_6_Events	Mean_Divergence_PopA_PopB	Mean_Divergence_PopC_PopD	Mean_Divergence_PopE_PopF	Mean_Divergence_PopG_PopH	Mean_Divergence_PopI_PopJ	Mean_Divergence_PopK_PopL	Gene_Length	Population_Size	Mutation_Rate	Samples_Simulated_Per_Pop	True_Number_Events	True_Divergence_PopA_PopB	True_Divergence_PopC_PopD	True_Divergence_PopE_PopF	True_Divergence_PopG_PopH	True_Divergence_PopI_PopJ	True_Divergence_PopK_PopL
1	X	Y	Z	0	0.077922	0.204795	0.311688	0.268731	0.136863	0.000829	0.000922	0.007049	0.005784	0.009054	0.006884	1000	10000	1.00E-08	10	6	10000	170000	330000	490000	650000	810000
2	X	Y	Z	0	0.054945	0.15984	0.320679	0.312687	0.151848	0.000613	0.000919	0.001357	0.00549	0.008456	0.006656	1000	10000	1.00E-08	10	6	10000	170000	330000	490000	650000	810000
3	X	Y	Z	0	0.00999	0.090909	0.27972	0.406593	0.212787	0.000108	0.003471	0.006049	0.004426	0.006815	0.009209	1000	10000	1.00E-08	10	6	10000	170000	330000	490000	650000	810000
4	X	Y	Z	0	0.034965	0.15984	0.293706	0.325674	0.185814	0.000114	0.000976	0.005949	0.006088	0.007103	0.00783	1000	10000	1.00E-08	10	6	10000	170000	330000	490000	650000	810000
5	X	Y	Z	0	0.08991	0.222777	0.301698	0.263736	0.121878	0.000535	0.000849	0.004212	0.005642	0.006369	0.005437	1000	10000	1.00E-08	10	6	10000	170000	330000	490000	650000	810000
6	X	Y	Z	0	0.011988	0.140859	0.308691	0.357642	0.180819	0.000963	0.001878	0.002922	0.003017	0.005136	0.009322	1000	10000	1.00E-08	10	6	10000	170000	330000	490000	650000	810000
7	X	Y	Z	0	0.017982	0.107892	0.297702	0.351648	0.224775	0.000588	0.003148	0.003427	0.003023	0.008806	0.008804	1000	10000	1.00E-08	10	6	10000	170000	330000	490000	650000	810000
8	X	Y	Z	0	0.002997	0.101898	0.28971	0.398601	0.206793	0.000523	0.002862	0.003528	0.003336	0.005482	0.011134	1000	10000	1.00E-08	10	6	10000	170000	330000	490000	650000	810000
9	X	Y	Z	0	0.011988	0.11988	0.282717	0.388611	0.196803	0.000705	0.001006	0.001852	0.004046	0.008782	0.009667	1000	10000	1.00E-08	10	6	10000	170000	330000	490000	650000	810000
10	X	Y	Z	0	0.028971	0.144855	0.323676	0.341658	0.160839	0.000595	0.000928	0.001293	0.003948	0.005473	0.008317	1000	10000	1.00E-08	10	6	10000	170000	330000	490000	650000	810000
