model	post_prob	cumulative_post_prob	prior_prob	bf
0,0,0,0,0,0	0.563333	0.563333	0.026078	48.1798
0,0,1,1,1,0	0.0377778	0.601111	0.00123	31.8802
0,1,0,0,0,0	0.0355556	0.636667	0.007444	4.91563
0,0,1,0,0,0	0.0355556	0.672222	0.007415	4.935
0,0,0,1,0,0	0.03	0.702222	0.007376	4.16211
0,0,1,1,1,1	0.0222222	0.724444	0.001853	12.2424
0,1,1,1,1,1	0.02	0.744444	0.007375	2.7468
0,0,0,0,0,1	0.02	0.764444	0.007156	2.83149
0,0,1,1,0,0	0.0188889	0.783333	0.001864	10.3094
0,1,0,0,0,1	0.0188889	0.802222	0.001837	10.4612
0,0,0,0,1,0	0.0111111	0.813333	0.007386	1.51001
0,0,1,0,1,0	0.00888889	0.822222	0.001862	4.80769
0,0,1,2,0,0	0.00777778	0.83	0.004764	1.63757
0,0,1,1,0,1	0.00777778	0.837778	0.001189	6.58488
0,1,2,0,0,0	0.00555556	0.843333	0.004631	1.20076
0,1,1,1,0,1	0.00555556	0.848889	0.001847	3.0191
0,1,0,1,0,1	0.00555556	0.854444	0.001294	4.31172
0,1,1,0,0,0	0.00444444	0.858889	0.001829	2.43637
0,1,0,1,1,1	0.00444444	0.863333	0.001887	2.36135
0,0,1,1,2,0	0.00444444	0.867778	0.001644	2.71104
0,1,1,0,1,1	0.00444444	0.872222	0.00182	2.44844
0,0,1,0,1,1	0.00333333	0.875556	0.001279	2.61157
0,0,1,0,2,0	0.00333333	0.878889	0.004649	0.716054
0,0,1,1,1,2	0.00333333	0.882222	0.001629	2.04974
0,1,1,1,1,0	0.00333333	0.885556	0.001886	1.76998
0,0,0,1,1,0	0.00333333	0.888889	0.001883	1.7728
0,1,2,2,2,2	0.00333333	0.892222	0.004777	0.696777
0,1,0,0,1,1	0.00333333	0.895556	0.001211	2.75841
0,1,0,0,1,0	0.00333333	0.898889	0.001886	1.76998
0,1,2,1,1,1	0.00333333	0.902222	0.004687	0.710221
0,0,1,0,0,1	0.00333333	0.905556	0.001782	1.87347
0,0,1,2,3,0	0.00333333	0.908889	0.006457	0.514618
0,1,1,2,1,1	0.00333333	0.912222	0.004696	0.708853
0,1,2,3,4,1	0.00222222	0.914444	0.018954	0.115277
0,0,1,2,2,1	0.00222222	0.916667	0.000776	2.86784
0,0,0,1,2,0	0.00222222	0.918889	0.004626	0.479219
0,1,2,1,1,2	0.00222222	0.921111	0.001611	1.38025
0,0,1,2,1,2	0.00222222	0.923333	0.000782	2.84582
0,0,1,2,1,0	0.00222222	0.925556	0.001642	1.35415
0,1,0,0,2,1	0.00222222	0.927778	0.001483	1.49957
0,1,2,2,2,3	0.00222222	0.93	0.006419	0.344738
0,0,0,1,0,2	0.00222222	0.932222	0.004652	0.476529
0,0,0,1,0,1	0.00222222	0.934444	0.001827	1.2168
0,0,1,1,2,1	0.00222222	0.936667	0.001573	1.41365
0,0,1,1,0,2	0.00222222	0.938889	0.001539	1.44493
0,1,2,2,3,0	0.00222222	0.941111	0.003263	0.680326
0,1,0,1,2,1	0.00111111	0.942222	0.001621	0.685098
0,1,0,2,0,3	0.00111111	0.943333	0.006344	0.174226
0,1,0,2,1,1	0.00111111	0.944444	0.0016	0.694105
0,1,0,2,2,1	0.00111111	0.945556	0.000787	1.41229
0,1,0,2,2,2	0.00111111	0.946667	0.001554	0.714684
0,1,0,2,3,1	0.00111111	0.947778	0.003118	0.355638
0,1,0,1,1,2	0.00111111	0.948889	0.001612	0.688929
0,1,1,0,0,1	0.00111111	0.95	0.001214	0.915154
0,1,1,0,0,2	0.00111111	0.951111	0.00156	0.711931
0,1,1,0,1,0	0.00111111	0.952222	0.001263	0.879606
0,1,0,1,1,0	0.00111111	0.953333	0.001182	0.93996
0,1,1,0,2,1	0.00111111	0.954444	0.001638	0.677976
0,1,1,1,0,0	0.00111111	0.955556	0.00123	0.903235
0,1,0,1,0,0	0.00111111	0.956667	0.001877	0.591507
0,1,0,0,2,3	0.00111111	0.957778	0.006474	0.170705
0,1,0,0,2,0	0.00111111	0.958889	0.004647	0.238257
0,1,1,1,2,1	0.00111111	0.96	0.004779	0.231645
0,1,1,2,0,1	0.00111111	0.961111	0.001539	0.72166
0,0,1,2,3,4	0.00111111	0.962222	0.019079	0.0571898
0,1,1,2,2,1	0.00111111	0.963333	0.001637	0.678391
0,1,1,2,2,2	0.00111111	0.964444	0.001502	0.739465
0,1,1,2,2,3	0.00111111	0.965556	0.003142	0.352913
0,0,1,2,3,3	0.00111111	0.966667	0.003157	0.351231
0,1,2,0,0,1	0.00111111	0.967778	0.001603	0.692803
0,1,2,0,0,3	0.00111111	0.968889	0.006345	0.174198
0,1,2,0,1,0	0.00111111	0.97	0.001506	0.737498
0,1,2,0,1,1	0.00111111	0.971111	0.001598	0.694975
0,1,2,0,1,3	0.00111111	0.972222	0.003227	0.343588
0,1,2,0,2,2	0.00111111	0.973333	0.001661	0.668573
0,1,2,0,3,4	0.00111111	0.974444	0.018929	0.0576518
0,0,1,2,2,0	0.00111111	0.975556	0.001593	0.697159
0,0,1,2,1,3	0.00111111	0.976667	0.003152	0.35179
0,1,2,1,2,0	0.00111111	0.977778	0.000774	1.43603
0,1,2,1,2,1	0.00111111	0.978889	0.001541	0.720722
0,1,2,1,2,2	0.00111111	0.98	0.001572	0.706488
0,1,2,1,3,0	0.00111111	0.981111	0.003266	0.339472
0,1,2,2,0,1	0.00111111	0.982222	0.000764	1.45484
0,1,2,2,1,1	0.00111111	0.983333	0.001598	0.694975
0,1,2,2,1,2	0.00111111	0.984444	0.001615	0.687647
0,1,2,2,2,0	0.00111111	0.985556	0.001522	0.729733
0,1,2,2,2,1	0.00111111	0.986667	0.001587	0.699799
0,0,1,2,1,1	0.00111111	0.987778	0.001526	0.727818
0,0,1,2,0,3	0.00111111	0.988889	0.00642	0.17215
