generation 10000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	2665	0	10	0.263158	none	
ConcentrationScaler	424	386	3	0.0789474	2.62994	
TimeSizeRateMixer	1019	984	6	0.157895	0.21921	
TimeRootSizeMixer	1108	834	6	0.157895	0.0984757	
EventTimeScaler	4294	3272	1	0.0263158	1.1309	
RootPopulationSizeScaler0	1714	1714	1	0.0263158	0.434727	
LeafPopulationSizeScaler0	2241	1165	1	0.0263158	1.58279	
RootPopulationSizeScaler1	1752	1688	1	0.0263158	0.440187	
LeafPopulationSizeScaler1	2225	1189	1	0.0263158	1.87667	
RootPopulationSizeScaler2	1686	1740	1	0.0263158	0.445865	
LeafPopulationSizeScaler2	2308	1108	1	0.0263158	1.7983	
RootPopulationSizeScaler3	1767	1679	1	0.0263158	0.421885	
LeafPopulationSizeScaler3	2242	1206	1	0.0263158	1.63895	
RootPopulationSizeScaler4	1715	1701	1	0.0263158	0.438037	
LeafPopulationSizeScaler4	2407	1028	1	0.0263158	1.42471	
RootPopulationSizeScaler5	1732	1685	1	0.0263158	0.43646	
LeafPopulationSizeScaler5	2360	1068	1	0.0263158	1.96368	
generation 20000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	5269	0	10	0.263158	none	
ConcentrationScaler	815	760	3	0.0789474	2.72738	
TimeSizeRateMixer	1881	2074	6	0.157895	0.221163	
TimeRootSizeMixer	2060	1728	6	0.157895	0.103575	
EventTimeScaler	8176	6742	1	0.0263158	1.19587	
RootPopulationSizeScaler0	3377	3442	1	0.0263158	0.447427	
LeafPopulationSizeScaler0	4179	2631	1	0.0263158	1.73835	
RootPopulationSizeScaler1	3426	3438	1	0.0263158	0.453537	
LeafPopulationSizeScaler1	4133	2663	1	0.0263158	2.04829	
RootPopulationSizeScaler2	3297	3499	1	0.0263158	0.456848	
LeafPopulationSizeScaler2	4327	2493	1	0.0263158	2.00484	
RootPopulationSizeScaler3	3432	3424	1	0.0263158	0.436005	
LeafPopulationSizeScaler3	4128	2664	1	0.0263158	1.78519	
RootPopulationSizeScaler4	3326	3491	1	0.0263158	0.447001	
LeafPopulationSizeScaler4	4472	2335	1	0.0263158	1.60847	
RootPopulationSizeScaler5	3318	3479	1	0.0263158	0.448474	
LeafPopulationSizeScaler5	4436	2360	1	0.0263158	2.20952	
generation 30000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	7866	0	10	0.263158	none	
ConcentrationScaler	1167	1170	3	0.0789474	2.75772	
TimeSizeRateMixer	2881	3130	6	0.157895	0.224108	
TimeRootSizeMixer	3083	2695	6	0.157895	0.10714	
EventTimeScaler	12084	10464	1	0.0263158	1.23083	
RootPopulationSizeScaler0	4975	5298	1	0.0263158	0.452877	
LeafPopulationSizeScaler0	6063	4188	1	0.0263158	1.82125	
RootPopulationSizeScaler1	5007	5297	1	0.0263158	0.456908	
LeafPopulationSizeScaler1	6001	4228	1	0.0263158	2.14302	
RootPopulationSizeScaler2	4926	5340	1	0.0263158	0.460981	
LeafPopulationSizeScaler2	6366	3908	1	0.0263158	2.1316	
RootPopulationSizeScaler3	5073	5243	1	0.0263158	0.442636	
LeafPopulationSizeScaler3	6027	4230	1	0.0263158	1.86058	
RootPopulationSizeScaler4	4951	5323	1	0.0263158	0.451809	
LeafPopulationSizeScaler4	6500	3784	1	0.0263158	1.70698	
RootPopulationSizeScaler5	4931	5316	1	0.0263158	0.452852	
LeafPopulationSizeScaler5	6404	3844	1	0.0263158	2.33406	
generation 40000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	10497	0	10	0.263158	none	
ConcentrationScaler	1546	1605	3	0.0789474	2.77445	
TimeSizeRateMixer	3735	4223	6	0.157895	0.224964	
TimeRootSizeMixer	4137	3703	6	0.157895	0.109371	
EventTimeScaler	15800	14343	1	0.0263158	1.25042	
RootPopulationSizeScaler0	6559	7179	1	0.0263158	0.45561	
LeafPopulationSizeScaler0	7961	5776	1	0.0263158	1.87645	
RootPopulationSizeScaler1	6603	7173	1	0.0263158	0.460165	
LeafPopulationSizeScaler1	7815	5875	1	0.0263158	2.19749	
RootPopulationSizeScaler2	6483	7202	1	0.0263158	0.463419	
LeafPopulationSizeScaler2	8283	5420	1	0.0263158	2.20637	
RootPopulationSizeScaler3	6696	7085	1	0.0263158	0.445868	
LeafPopulationSizeScaler3	7859	5843	1	0.0263158	1.91061	
RootPopulationSizeScaler4	6522	7219	1	0.0263158	0.453961	
LeafPopulationSizeScaler4	8473	5232	1	0.0263158	1.77378	
RootPopulationSizeScaler5	6510	7199	1	0.0263158	0.45558	
LeafPopulationSizeScaler5	8292	5413	1	0.0263158	2.409	
generation 50000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	13165	0	10	0.263158	none	
ConcentrationScaler	1893	2044	3	0.0789474	2.7795	
TimeSizeRateMixer	4667	5342	6	0.157895	0.226172	
TimeRootSizeMixer	5278	4705	6	0.157895	0.111786	
EventTimeScaler	19836	18386	1	0.0263158	1.2705	
RootPopulationSizeScaler0	8154	9038	1	0.0263158	0.45839	
LeafPopulationSizeScaler0	9757	7451	1	0.0263158	1.91019	
RootPopulationSizeScaler1	8175	9078	1	0.0263158	0.460902	
