generation 10000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	2646	0	10	0.263158	none	
ConcentrationScaler	371	392	3	0.0789474	2.7856	
TimeSizeRateMixer	938	960	6	0.157895	0.204844	
TimeRootSizeMixer	791	1117	6	0.157895	0.0406316	
EventTimeScaler	4608	2641	1	0.0263158	1.79719	
RootPopulationSizeScaler0	1782	1666	1	0.0263158	0.438086	
LeafPopulationSizeScaler0	2275	1190	1	0.0263158	1.81378	
RootPopulationSizeScaler1	1723	1721	1	0.0263158	0.443378	
LeafPopulationSizeScaler1	2412	1022	1	0.0263158	1.84843	
RootPopulationSizeScaler2	1800	1641	1	0.0263158	0.406215	
LeafPopulationSizeScaler2	2245	1224	1	0.0263158	1.71622	
RootPopulationSizeScaler3	1772	1698	1	0.0263158	0.426254	
LeafPopulationSizeScaler3	2314	1158	1	0.0263158	1.6849	
RootPopulationSizeScaler4	1776	1657	1	0.0263158	0.429718	
LeafPopulationSizeScaler4	2251	1189	1	0.0263158	1.76	
RootPopulationSizeScaler5	1927	1524	1	0.0263158	0.400752	
LeafPopulationSizeScaler5	2257	1182	1	0.0263158	2.08569	
generation 20000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	5299	0	10	0.263158	none	
ConcentrationScaler	765	767	3	0.0789474	2.91999	
TimeSizeRateMixer	1719	1888	6	0.157895	0.207929	
TimeRootSizeMixer	1488	2246	6	0.157895	0.0391457	
EventTimeScaler	8429	5674	1	0.0263158	1.9437	
RootPopulationSizeScaler0	3356	3455	1	0.0263158	0.448089	
LeafPopulationSizeScaler0	4159	2691	1	0.0263158	1.96942	
RootPopulationSizeScaler1	3293	3541	1	0.0263158	0.451542	
LeafPopulationSizeScaler1	4580	2249	1	0.0263158	2.11892	
RootPopulationSizeScaler2	3488	3338	1	0.0263158	0.423293	
LeafPopulationSizeScaler2	4177	2681	1	0.0263158	1.87478	
RootPopulationSizeScaler3	3350	3508	1	0.0263158	0.436809	
LeafPopulationSizeScaler3	4216	2657	1	0.0263158	1.84919	
RootPopulationSizeScaler4	3385	3457	1	0.0263158	0.441793	
LeafPopulationSizeScaler4	4214	2608	1	0.0263158	1.94278	
RootPopulationSizeScaler5	3616	3230	1	0.0263158	0.417572	
LeafPopulationSizeScaler5	4191	2629	1	0.0263158	2.29234	
generation 30000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	7870	0	10	0.263158	none	
ConcentrationScaler	1102	1231	3	0.0789474	2.92395	
TimeSizeRateMixer	2581	2856	6	0.157895	0.210512	
TimeRootSizeMixer	2236	3316	6	0.157895	0.0387546	
EventTimeScaler	12147	8888	1	0.0263158	2.02397	
RootPopulationSizeScaler0	4978	5245	1	0.0263158	0.453565	
LeafPopulationSizeScaler0	6004	4236	1	0.0263158	2.05219	
RootPopulationSizeScaler1	4900	5334	1	0.0263158	0.456885	
LeafPopulationSizeScaler1	6619	3590	1	0.0263158	2.26348	
RootPopulationSizeScaler2	5101	5133	1	0.0263158	0.429263	
LeafPopulationSizeScaler2	5952	4292	1	0.0263158	1.95241	
RootPopulationSizeScaler3	4982	5281	1	0.0263158	0.442635	
LeafPopulationSizeScaler3	6105	4170	1	0.0263158	1.93761	
RootPopulationSizeScaler4	4983	5272	1	0.0263158	0.446423	
LeafPopulationSizeScaler4	6077	4153	1	0.0263158	2.03799	
RootPopulationSizeScaler5	5330	4935	1	0.0263158	0.427935	
LeafPopulationSizeScaler5	6035	4155	1	0.0263158	2.39677	
generation 40000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	10548	0	10	0.263158	none	
ConcentrationScaler	1478	1661	3	0.0789474	2.93725	
TimeSizeRateMixer	3481	3872	6	0.157895	0.212892	
TimeRootSizeMixer	3007	4427	6	0.157895	0.0383887	
EventTimeScaler	16087	12269	1	0.0263158	2.08152	
RootPopulationSizeScaler0	6577	7051	1	0.0263158	0.457223	
LeafPopulationSizeScaler0	7815	5866	1	0.0263158	2.10458	
RootPopulationSizeScaler1	6490	7159	1	0.0263158	0.459621	
LeafPopulationSizeScaler1	8578	5043	1	0.0263158	2.35567	
RootPopulationSizeScaler2	6692	6985	1	0.0263158	0.432391	
LeafPopulationSizeScaler2	7789	5893	1	0.0263158	2.00605	
RootPopulationSizeScaler3	6574	7093	1	0.0263158	0.446369	
LeafPopulationSizeScaler3	7956	5748	1	0.0263158	1.99333	
RootPopulationSizeScaler4	6568	7120	1	0.0263158	0.44956	
LeafPopulationSizeScaler4	7942	5701	1	0.0263158	2.0983	
RootPopulationSizeScaler5	7015	6682	1	0.0263158	0.434103	
LeafPopulationSizeScaler5	7878	5752	1	0.0263158	2.46469	
generation 50000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	13117	0	10	0.263158	none	
ConcentrationScaler	1854	2103	3	0.0789474	2.94987	
TimeSizeRateMixer	4336	4877	6	0.157895	0.214092	
TimeRootSizeMixer	3747	5526	6	0.157895	0.0379033	
EventTimeScaler	19688	15635	1	0.0263158	2.11905	
RootPopulationSizeScaler0	8165	8925	1	0.0263158	0.459108	
LeafPopulationSizeScaler0	9600	7520	1	0.0263158	2.14371	
RootPopulationSizeScaler1	8065	9078	1	0.0263158	0.461261	
LeafPopulationSizeScaler1	10519	6564	1	0.0263158	2.42059	
RootPopulationSizeScaler2	8330	8829	1	0.0263158	0.435587	
LeafPopulationSizeScaler2	9626	7549	1	0.0263158	2.04308	
RootPopulationSizeScaler3	8125	8986	1	0.0263158	0.448163	
LeafPopulationSizeScaler3	9857	7298	1	0.0263158	2.03619	
RootPopulationSizeScaler4	8199	8961	1	0.0263158	0.452463	
LeafPopulationSizeScaler4	9743	7378	1	0.0263158	2.13672	
RootPopulationSizeScaler5	8678	8483	1	0.0263158	0.437689	
LeafPopulationSizeScaler5	9753	7337	1	0.0263158	2.51943	
generation 60000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	15700	0	10	0.263158	none	
ConcentrationScaler	2185	2545	3	0.0789474	2.95085	
TimeSizeRateMixer	5214	5926	6	0.157895	0.215112	
TimeRootSizeMixer	4548	6544	6	0.157895	0.0378958	
EventTimeScaler	23387	18982	1	0.0263158	2.1511	
RootPopulationSizeScaler0	9684	10829	1	0.0263158	0.460078	
LeafPopulationSizeScaler0	11418	9136	1	0.0263158	2.17572	
RootPopulationSizeScaler1	9606	10962	1	0.0263158	0.462702	
LeafPopulationSizeScaler1	12471	8050	1	0.0263158	2.47858	
RootPopulationSizeScaler2	9967	10640	1	0.0263158	0.438033	
LeafPopulationSizeScaler2	11417	9205	1	0.0263158	2.0735	
RootPopulationSizeScaler3	9733	10819	1	0.0263158	0.450428	
LeafPopulationSizeScaler3	11673	8928	1	0.0263158	2.06848	
RootPopulationSizeScaler4	9851	10729	1	0.0263158	0.455417	
LeafPopulationSizeScaler4	11520	9030	1	0.0263158	2.16925	
RootPopulationSizeScaler5	10372	10235	1	0.0263158	0.441937	
LeafPopulationSizeScaler5	11620	8914	1	0.0263158	2.56719	
generation 70000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	18353	0	10	0.263158	none	
ConcentrationScaler	2538	2980	3	0.0789474	2.95302	
TimeSizeRateMixer	6128	6971	6	0.157895	0.215998	
TimeRootSizeMixer	5395	7646	6	0.157895	0.0377986	
EventTimeScaler	27263	22515	1	0.0263158	2.1808	
RootPopulationSizeScaler0	11232	12700	1	0.0263158	0.461319	
LeafPopulationSizeScaler0	13155	10850	1	0.0263158	2.19831	
RootPopulationSizeScaler1	11193	12850	1	0.0263158	0.463696	
LeafPopulationSizeScaler1	14403	9577	1	0.0263158	2.52511	
