model	post_prob	cumulative_post_prob	prior_prob	bf
0,0,0,0,0,0	0.83	0.83	0.02612	182.038
0,1,0,0,0,0	0.131111	0.961111	0.007305	20.5055
0,0,0,1,0,0	0.00666667	0.967778	0.007419	0.897913
0,1,0,0,0,1	0.00444444	0.972222	0.001865	2.38925
0,1,1,0,0,0	0.00333333	0.975556	0.001833	1.82125
0,0,1,0,1,0	0.00333333	0.978889	0.001794	1.86092
0,0,1,0,0,0	0.00222222	0.981111	0.007425	0.297729
0,1,0,2,0,0	0.00222222	0.983333	0.004814	0.460418
0,0,0,0,0,1	0.00222222	0.985556	0.007399	0.298783
0,1,0,0,0,2	0.00222222	0.987778	0.004798	0.46196
0,1,0,1,0,1	0.00222222	0.99	0.001229	1.80995
0,1,0,1,0,0	0.00222222	0.992222	0.001821	1.22082
0,1,0,0,2,0	0.00111111	0.993333	0.004682	0.236467
0,0,0,1,0,1	0.00111111	0.994444	0.001853	0.599183
0,1,0,2,2,2	0.00111111	0.995556	0.001602	0.693237
0,0,0,0,1,0	0.00111111	0.996667	0.007368	0.149858
0,1,1,0,1,0	0.00111111	0.997778	0.001166	0.952873
0,1,1,1,0,0	0.00111111	0.998889	0.001229	0.903971
0,1,1,1,0,1	0.00111111	1	0.001839	0.603753
