model	post_prob	cumulative_post_prob	prior_prob	bf
0,0,0,0,1,0	0.114444	0.114444	0.007437	17.248
0,1,0,0,2,0	0.111111	0.225556	0.004749	26.1963
0,1,0,0,1,0	0.0811111	0.306667	0.001768	49.8387
0,1,2,3,4,5	0.0288889	0.335556	0.153238	0.164383
0,1,2,2,3,2	0.0266667	0.362222	0.006209	4.38511
0,0,0,0,0,0	0.0244444	0.386667	0.025823	0.945278
0,0,1,1,2,1	0.0244444	0.411111	0.001607	15.5673
0,1,0,2,3,0	0.0233333	0.434444	0.006479	3.66353
0,1,2,0,3,0	0.0233333	0.457778	0.00642	3.69742
0,0,0,1,2,0	0.02	0.477778	0.004707	4.3153
0,1,2,0,3,4	0.02	0.497778	0.018991	1.05421
0,0,1,0,2,0	0.02	0.517778	0.004665	4.35433
0,1,0,0,2,3	0.0188889	0.536667	0.006546	2.92186
0,1,2,2,3,0	0.0177778	0.554444	0.003174	5.68434
0,1,2,2,3,4	0.0166667	0.571111	0.018992	0.875487
0,1,0,2,3,4	0.0166667	0.587778	0.019009	0.874689
0,1,2,0,1,0	0.0144444	0.602222	0.00169	8.65762
0,0,0,0,1,2	0.0133333	0.615556	0.004715	2.85256
0,1,2,3,4,2	0.0133333	0.628889	0.01908	0.694742
0,0,1,2,3,1	0.0133333	0.642222	0.00332	4.05682
0,1,2,0,3,2	0.0122222	0.654444	0.00337	3.65927
0,1,2,3,4,3	0.0122222	0.666667	0.019105	0.635282
0,0,1,1,0,1	0.0122222	0.678889	0.001284	9.62427
0,1,1,1,2,1	0.0111111	0.69	0.004685	2.38705
0,0,1,2,3,4	0.0111111	0.701111	0.018886	0.5837
0,1,0,2,1,0	0.0111111	0.712222	0.001593	7.04209
0,1,2,2,1,2	0.0111111	0.723333	0.001552	7.22843
0,1,0,0,1,2	0.01	0.733333	0.001567	6.43598
0,1,2,3,4,0	0.01	0.743333	0.019189	0.516295
0,0,1,1,2,3	0.01	0.753333	0.003247	3.10077
0,1,0,2,3,2	0.01	0.763333	0.003324	3.02871
0,1,2,2,1,0	0.01	0.773333	0.000808	12.4911
0,1,2,3,1,4	0.00777778	0.781111	0.019109	0.402373
0,1,2,2,1,3	0.00777778	0.788889	0.003232	2.41752
0,1,2,0,1,2	0.00777778	0.796667	0.000766	10.2255
0,1,0,2,1,3	0.00666667	0.803333	0.003188	2.0985
0,0,1,0,2,1	0.00666667	0.81	0.001597	4.1958
0,0,1,2,3,2	0.00666667	0.816667	0.003226	2.0737
0,0,1,2,3,0	0.00666667	0.823333	0.006558	1.01668
0,1,1,0,2,1	0.00666667	0.83	0.001563	4.28722
0,1,0,1,2,0	0.00666667	0.836667	0.001586	4.22495
0,1,2,1,3,0	0.00666667	0.843333	0.003165	2.1138
0,1,0,1,2,1	0.00555556	0.848889	0.001594	3.49918
0,0,0,1,2,3	0.00555556	0.854444	0.006501	0.853757
0,1,2,3,1,0	0.00555556	0.86	0.003233	1.7224
0,1,2,3,1,3	0.00555556	0.865556	0.003303	1.68578
0,1,1,0,2,0	0.00555556	0.871111	0.001613	3.45789
0,1,2,0,1,3	0.00555556	0.876667	0.003239	1.7192
0,1,0,0,2,1	0.00555556	0.882222	0.001617	3.44933
0,0,0,1,2,1	0.00444444	0.886667	0.0015	2.97173
0,1,2,1,3,1	0.00444444	0.891111	0.006442	0.688533
0,0,1,2,0,1	0.00444444	0.895556	0.001509	2.95398
0,1,1,2,3,4	0.00444444	0.9	0.018779	0.233263
0,1,0,1,1,1	0.00444444	0.904444	0.001845	2.4152
0,1,2,3,0,4	0.00333333	0.907778	0.01899	0.172774
0,1,0,2,2,0	0.00333333	0.911111	0.001581	2.11208
0,1,0,0,2,2	0.00333333	0.914444	0.00163	2.04848
0,0,1,0,2,3	0.00333333	0.917778	0.006594	0.503856
0,1,2,0,3,1	0.00333333	0.921111	0.003062	1.08891
0,1,1,2,3,2	0.00333333	0.924444	0.003248	1.02636
0,1,0,1,2,3	0.00333333	0.927778	0.003302	1.00952
0,1,1,1,2,3	0.00333333	0.931111	0.006395	0.519639
0,1,1,0,2,3	0.00222222	0.933333	0.003205	0.692678
0,1,2,3,4,4	0.00222222	0.935556	0.019161	0.114007
0,0,1,0,0,0	0.00222222	0.937778	0.007311	0.302406
0,0,1,0,0,1	0.00222222	0.94	0.001851	1.201
0,1,2,3,4,1	0.00222222	0.942222	0.018993	0.115036
0,0,1,1,0,0	0.00222222	0.944444	0.00182	1.22149
0,0,1,1,0,2	0.00222222	0.946667	0.001557	1.4282
0,0,1,1,2,0	0.00222222	0.948889	0.001535	1.4487
0,1,0,0,1,1	0.00222222	0.951111	0.001273	1.74732
0,1,2,2,0,3	0.00222222	0.953333	0.003224	0.688583
0,1,0,2,2,3	0.00222222	0.955556	0.003133	0.708648
0,1,0,1,1,0	0.00222222	0.957778	0.001257	1.76959
0,1,2,1,0,1	0.00222222	0.96	0.001569	1.41726
0,1,0,1,2,2	0.00222222	0.962222	0.000818	2.72048
0,1,0,2,1,2	0.00111111	0.963333	0.000803	1.38413
0,1,0,2,2,2	0.00111111	0.964444	0.001573	0.706038
0,1,0,1,1,2	0.00111111	0.965556	0.001619	0.685946
0,1,2,0,2,1	0.00111111	0.966667	0.000835	1.33104
0,1,2,1,2,1	0.00111111	0.967778	0.001555	0.714223
0,1,2,0,2,0	0.00111111	0.968889	0.001524	0.728774
0,0,0,1,1,1	0.00111111	0.97	0.001204	0.922764
0,1,2,1,3,2	0.00111111	0.971111	0.003197	0.346822
0,1,2,1,3,4	0.00111111	0.972222	0.019109	0.0570983
0,1,2,2,0,0	0.00111111	0.973333	0.001564	0.710107
0,1,2,2,0,2	0.00111111	0.974444	0.001569	0.707841
0,1,0,2,3,1	0.00111111	0.975556	0.003106	0.357016
0,1,2,0,1,1	0.00111111	0.976667	0.00157	0.707389
0,1,2,2,1,1	0.00111111	0.977778	0.001565	0.709653
0,1,0,0,0,0	0.00111111	0.978889	0.007375	0.149714
0,0,1,2,2,2	0.00111111	0.98	0.001528	0.726863
0,1,2,2,2,2	0.00111111	0.981111	0.004733	0.233907
0,0,1,2,2,0	0.00111111	0.982222	0.001537	0.722601
0,1,2,2,3,1	0.00111111	0.983333	0.003146	0.352463
0,0,1,2,0,3	0.00111111	0.984444	0.006267	0.17638
0,0,1,2,0,2	0.00111111	0.985556	0.001572	0.706488
0,1,2,3,0,3	0.00111111	0.986667	0.003232	0.343054
0,1,1,0,1,0	0.00111111	0.987778	0.001239	0.896666
0,0,1,1,1,1	0.00111111	0.988889	0.001887	0.588367
0,1,2,3,1,2	0.00111111	0.99	0.003233	0.342948
0,1,2,0,0,2	0.00111111	0.991111	0.001518	0.731659
0,1,1,2,1,2	0.00111111	0.992222	0.001521	0.730214
0,1,2,3,2,2	0.00111111	0.993333	0.006446	0.171452
0,0,1,0,1,0	0.00111111	0.994444	0.00186	0.596924
0,1,1,1,1,1	0.00111111	0.995556	0.007375	0.149714
0,1,1,2,3,1	0.00111111	0.996667	0.00647	0.170811
0,1,1,2,3,0	0.00111111	0.997778	0.003221	0.34423
0,1,1,2,2,2	0.00111111	0.998889	0.001608	0.690646
0,1,1,0,1,1	0.00111111	1	0.001885	0.588992
