model	post_prob	cumulative_post_prob	prior_prob	bf
0,0,0,0,0,0	0.32	0.32	0.026021	17.6144
0,0,1,1,1,1	0.0444444	0.364444	0.001896	24.4849
0,0,1,0,0,0	0.0322222	0.396667	0.007467	4.42567
0,1,1,1,1,1	0.03	0.426667	0.007348	4.17809
0,1,0,0,0,0	0.0288889	0.455556	0.007309	4.04034
0,0,1,0,1,1	0.0266667	0.482222	0.001233	22.1926
0,0,0,0,1,0	0.0266667	0.508889	0.007286	3.73286
0,0,0,0,0,1	0.0211111	0.53	0.007233	2.9601
0,1,2,2,2,2	0.0177778	0.547778	0.004699	3.83369
0,0,1,0,1,0	0.0177778	0.565556	0.001843	9.8026
0,0,0,1,0,0	0.0155556	0.581111	0.007524	2.08433
0,0,1,0,2,2	0.0133333	0.594444	0.001573	8.5774
0,0,1,0,0,1	0.0133333	0.607778	0.001831	7.36689
0,1,2,1,1,1	0.0122222	0.62	0.00475	2.59256
0,0,1,2,2,2	0.0122222	0.632222	0.001485	8.31992
0,0,1,1,2,1	0.0122222	0.644444	0.001552	7.96021
0,0,1,0,1,2	0.0122222	0.656667	0.001516	8.14954
0,0,1,0,2,1	0.0111111	0.667778	0.001524	7.36144
0,1,0,2,0,0	0.0111111	0.678889	0.00486	2.30069
0,1,0,0,0,2	0.0111111	0.69	0.00473	2.36423
0,0,1,1,1,2	0.0111111	0.701111	0.001499	7.4844
0,0,1,2,1,1	0.01	0.711111	0.001585	6.36278
0,0,1,0,2,3	0.01	0.721111	0.006467	1.55183
0,1,1,2,1,1	0.00888889	0.73	0.004674	1.90986
0,1,2,0,0,0	0.00888889	0.738889	0.004696	1.90087
0,1,0,1,0,0	0.00888889	0.747778	0.001899	4.71384
0,0,1,2,3,3	0.00777778	0.755556	0.003292	2.37331
0,0,1,2,2,1	0.00666667	0.762222	0.000774	8.66436
0,0,1,2,1,3	0.00666667	0.768889	0.003135	2.13409
0,0,0,0,1,1	0.00666667	0.775556	0.001839	3.64278
0,1,2,3,4,5	0.00555556	0.781111	0.153522	0.0308029
0,1,1,0,1,1	0.00555556	0.786667	0.001822	3.0606
0,0,1,1,0,1	0.00555556	0.792222	0.001146	4.86928
0,0,1,2,3,2	0.00555556	0.797778	0.003055	1.82309
0,1,2,1,1,3	0.00555556	0.803333	0.006366	0.871981
0,1,2,2,2,3	0.00555556	0.808889	0.006336	0.876136
0,0,1,2,1,2	0.00555556	0.814444	0.000769	7.25916
0,0,1,1,1,0	0.00555556	0.82	0.001262	4.42119
0,0,0,0,1,2	0.00555556	0.825556	0.00475	1.17054
0,0,1,0,0,2	0.00444444	0.83	0.00477	0.931445
0,1,2,3,2,4	0.00444444	0.834444	0.019088	0.229415
