Run	Prob_1_Event	Prob_2_Events	Prob_3_Events	Prob_4_Events	Prob_5_Events	Prob_6_Events	Mean_Divergence_PopA_PopB	Mean_Divergence_PopC_PopD	Mean_Divergence_PopE_PopF	Mean_Divergence_PopG_PopH	Mean_Divergence_PopI_PopJ	Mean_Divergence_PopK_PopL	Gene_Length	Population_Size	Mutation_Rate	Samples_Simulated_Per_Pop	True_Number_Events	True_Divergence_PopA_PopB	True_Divergence_PopC_PopD	True_Divergence_PopE_PopF	True_Divergence_PopG_PopH	True_Divergence_PopI_PopJ	True_Divergence_PopK_PopL
20	0.587413	0.268731	0.107892	0.028971	0.004995	0.001998	0.000597	0.000546	0.000511	0.000691	0.000605	0.000555	1000	10000	1.00E-08	10	1	40000	40000	40000	40000	40000	40000
21	0.632368	0.288711	0.065934	0.010989	0	0.001998	0.000343	0.000332	0.000496	0.000341	0.000337	0.00033	1000	10000	1.00E-08	10	1	40000	40000	40000	40000	40000	40000
22	0.416583	0.351648	0.176823	0.043956	0.00999	0.000999	0.000414	0.000505	0.000561	0.000437	0.000743	0.000306	1000	10000	1.00E-08	10	1	40000	40000	40000	40000	40000	40000
23	0.706294	0.213786	0.060939	0.016983	0.000999	0.000999	0.000457	0.000467	0.000455	0.000463	0.000485	0.000513	1000	10000	1.00E-08	10	1	40000	40000	40000	40000	40000	40000
24	0.567433	0.28971	0.108891	0.026973	0.003996	0.002997	0.00039	0.000396	0.000457	0.000419	0.000395	0.000459	1000	10000	1.00E-08	10	1	40000	40000	40000	40000	40000	40000
25	0.59041	0.291708	0.093906	0.015984	0.005994	0.001998	0.000638	0.000559	0.000641	0.00075	0.000651	0.000556	1000	10000	1.00E-08	10	1	40000	40000	40000	40000	40000	40000
26	0.625375	0.258741	0.085914	0.025974	0.002997	0.000999	0.000455	0.000616	0.000422	0.000414	0.000449	0.000436	1000	10000	1.00E-08	10	1	40000	40000	40000	40000	40000	40000
27	0.321678	0.327672	0.222777	0.094905	0.02997	0.002997	0.000649	0.000557	0.000614	0.00063	0.00061	0.000574	1000	10000	1.00E-08	10	1	40000	40000	40000	40000	40000	40000
28	0.613387	0.298701	0.076923	0.00999	0	0.000999	0.000567	0.000831	0.0006	0.001028	0.000577	0.001225	1000	10000	1.00E-08	10	1	40000	40000	40000	40000	40000	40000
29	0.664336	0.246753	0.070929	0.013986	0.002997	0.000999	0.000286	0.000455	0.000275	0.000272	0.000277	0.000267	1000	10000	1.00E-08	10	1	40000	40000	40000	40000	40000	40000
