Run	Prob_1_Event	Prob_2_Events	Prob_3_Events	Prob_4_Events	Prob_5_Events	Prob_6_Events	Mean_Divergence_PopA_PopB	Mean_Divergence_PopC_PopD	Mean_Divergence_PopE_PopF	Mean_Divergence_PopG_PopH	Mean_Divergence_PopI_PopJ	Mean_Divergence_PopK_PopL	Gene_Length	Population_Size	Mutation_Rate	Samples_Simulated_Per_Pop	True_Number_Events	True_Divergence_PopA_PopB	True_Divergence_PopC_PopD	True_Divergence_PopE_PopF	True_Divergence_PopG_PopH	True_Divergence_PopI_PopJ	True_Divergence_PopK_PopL
1	0.605395	0.27972	0.082917	0.021978	0.007992	0.001998	0.000441	0.000445	0.000549	0.000444	0.000556	0.000504	1000	10000	1.00E-08	10	1	40000	40000	40000	40000	40000	40000
2	0.345654	0.436563	0.170829	0.040959	0.004995	0.000999	0.000602	0.000557	0.000508	0.001336	0.000514	0.000513	1000	10000	1.00E-08	10	1	40000	40000	40000	40000	40000	40000
3	0.634366	0.273726	0.072927	0.016983	0.000999	0.000999	0.000489	0.000569	0.000527	0.000522	0.000472	0.000587	1000	10000	1.00E-08	10	1	40000	40000	40000	40000	40000	40000
4	0.608392	0.293706	0.074925	0.018981	0.002997	0.000999	0.000632	0.000608	0.000562	0.000638	0.000635	0.000597	1000	10000	1.00E-08	10	1	40000	40000	40000	40000	40000	40000
5	0.575425	0.290709	0.0999	0.02997	0.002997	0.000999	0.00057	0.000483	0.000487	0.000752	0.000497	0.000513	1000	10000	1.00E-08	10	1	40000	40000	40000	40000	40000	40000
6	0.360639	0.348651	0.193806	0.073926	0.018981	0.003996	0.000784	0.000797	0.000598	0.001235	0.000598	0.000794	1000	10000	1.00E-08	10	1	40000	40000	40000	40000	40000	40000
7	0.445554	0.376623	0.136863	0.034965	0.002997	0.002997	0.000516	0.000441	0.000417	0.000862	0.000406	0.000406	1000	10000	1.00E-08	10	1	40000	40000	40000	40000	40000	40000
8	0.706294	0.236763	0.045954	0.006993	0.001998	0.001998	0.000376	0.000425	0.000363	0.000361	0.000358	0.000382	1000	10000	1.00E-08	10	1	40000	40000	40000	40000	40000	40000
9	0.574426	0.294705	0.097902	0.025974	0.005994	0.000999	0.000434	0.000484	0.00046	0.000445	0.00069	0.000424	1000	10000	1.00E-08	10	1	40000	40000	40000	40000	40000	40000
10	0.567433	0.293706	0.103896	0.024975	0.007992	0.001998	0.000617	0.00069	0.000703	0.000684	0.000637	0.000797	1000	10000	1.00E-08	10	1	40000	40000	40000	40000	40000	40000
11	0.583417	0.305694	0.086913	0.021978	0.000999	0.000999	0.000491	0.000432	0.00044	0.00067	0.000433	0.000429	1000	10000	1.00E-08	10	1	40000	40000	40000	40000	40000	40000
12	0.004995	0.619381	0.278721	0.075924	0.017982	0.002997	0.00028	0.000354	0.000257	0.000257	0.003034	0.00029	1000	10000	1.00E-08	10	1	40000	40000	40000	40000	40000	40000
13	0.68032	0.225774	0.071928	0.01998	0.000999	0.000999	0.000458	0.000463	0.000407	0.000411	0.000455	0.000417	1000	10000	1.00E-08	10	1	40000	40000	40000	40000	40000	40000
14	0.273726	0.506494	0.16983	0.046953	0.001998	0.000999	0.000246	0.000278	0.000318	0.000202	0.001064	0.000247	1000	10000	1.00E-08	10	1	40000	40000	40000	40000	40000	40000
15	0.257742	0.462537	0.212787	0.053946	0.00999	0.002997	0.001366	0.000364	0.000366	0.000342	0.000304	0.000536	1000	10000	1.00E-08	10	1	40000	40000	40000	40000	40000	40000
16	0.579421	0.270729	0.108891	0.031968	0.005994	0.002997	0.000745	0.000733	0.000661	0.00075	0.000844	0.000729	1000	10000	1.00E-08	10	1	40000	40000	40000	40000	40000	40000
17	0.556444	0.280719	0.120879	0.033966	0.006993	0.000999	0.000603	0.000616	0.000863	0.000679	0.000702	0.000626	1000	10000	1.00E-08	10	1	40000	40000	40000	40000	40000	40000
18	0.8002	0.166833	0.02997	0.001998	0	0.000999	0.000341	0.000341	0.000336	0.000358	0.000339	0.000333	1000	10000	1.00E-08	10	1	40000	40000	40000	40000	40000	40000
19	0.423576	0.331668	0.162837	0.064935	0.015984	0.000999	0.000839	0.000704	0.000519	0.00052	0.000516	0.000845	1000	10000	1.00E-08	10	1	40000	40000	40000	40000	40000	40000
