generation 10000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	2652	0	10	0.263158	none	
ConcentrationScaler	425	367	3	0.0789474	2.16195	
TimeSizeRateMixer	1468	1622	6	0.157895	0.285958	
TimeRootSizeMixer	1525	1491	6	0.157895	0.201447	
EventTimeScaler	6174	5242	1	0.0263158	1.36748	
RootPopulationSizeScaler0	1754	1745	1	0.0263158	0.451518	
LeafPopulationSizeScaler0	2379	1134	1	0.0263158	1.41844	
RootPopulationSizeScaler1	1694	1819	1	0.0263158	0.459699	
LeafPopulationSizeScaler1	2330	1181	1	0.0263158	2.15221	
RootPopulationSizeScaler2	1686	1793	1	0.0263158	0.452848	
LeafPopulationSizeScaler2	2631	878	1	0.0263158	1.888	
RootPopulationSizeScaler3	1920	1605	1	0.0263158	0.401398	
LeafPopulationSizeScaler3	2297	1209	1	0.0263158	1.79102	
RootPopulationSizeScaler4	1654	1831	1	0.0263158	0.466958	
LeafPopulationSizeScaler4	2356	1127	1	0.0263158	1.63496	
RootPopulationSizeScaler5	1920	1565	1	0.0263158	0.401444	
LeafPopulationSizeScaler5	2294	1190	1	0.0263158	1.88942	
generation 20000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	5211	0	10	0.263158	none	
ConcentrationScaler	809	761	3	0.0789474	2.2725	
TimeSizeRateMixer	2799	3151	6	0.157895	0.289406	
TimeRootSizeMixer	2792	3076	6	0.157895	0.202432	
EventTimeScaler	11601	10762	1	0.0263158	1.42276	
RootPopulationSizeScaler0	3303	3627	1	0.0263158	0.456566	
LeafPopulationSizeScaler0	4415	2514	1	0.0263158	1.58904	
RootPopulationSizeScaler1	3258	3701	1	0.0263158	0.464492	
LeafPopulationSizeScaler1	4248	2675	1	0.0263158	2.344	
RootPopulationSizeScaler2	3270	3629	1	0.0263158	0.459677	
LeafPopulationSizeScaler2	4957	2010	1	0.0263158	2.22529	
RootPopulationSizeScaler3	3604	3337	1	0.0263158	0.417087	
LeafPopulationSizeScaler3	4326	2617	1	0.0263158	1.98841	
RootPopulationSizeScaler4	3216	3659	1	0.0263158	0.471116	
LeafPopulationSizeScaler4	4386	2530	1	0.0263158	1.82098	
RootPopulationSizeScaler5	3632	3267	1	0.0263158	0.419824	
LeafPopulationSizeScaler5	4297	2623	1	0.0263158	2.09421	
generation 30000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	7852	0	10	0.263158	none	
ConcentrationScaler	1203	1205	3	0.0789474	2.30693	
TimeSizeRateMixer	4127	4763	6	0.157895	0.29043	
TimeRootSizeMixer	4110	4610	6	0.157895	0.20381	
EventTimeScaler	17063	16416	1	0.0263158	1.45391	
RootPopulationSizeScaler0	4845	5487	1	0.0263158	0.459784	
LeafPopulationSizeScaler0	6409	3942	1	0.0263158	1.67955	
RootPopulationSizeScaler1	4815	5541	1	0.0263158	0.467712	
LeafPopulationSizeScaler1	6119	4244	1	0.0263158	2.44824	
RootPopulationSizeScaler2	4864	5433	1	0.0263158	0.464879	
LeafPopulationSizeScaler2	7086	3291	1	0.0263158	2.40135	
RootPopulationSizeScaler3	5304	5019	1	0.0263158	0.427877	
LeafPopulationSizeScaler3	6237	4114	1	0.0263158	2.09194	
RootPopulationSizeScaler4	4759	5502	1	0.0263158	0.474135	
LeafPopulationSizeScaler4	6308	4015	1	0.0263158	1.9178	
RootPopulationSizeScaler5	5309	4990	1	0.0263158	0.42914	
LeafPopulationSizeScaler5	6219	4102	1	0.0263158	2.19916	
generation 40000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	10478	0	10	0.263158	none	
ConcentrationScaler	1572	1628	3	0.0789474	2.31601	
TimeSizeRateMixer	5465	6391	6	0.157895	0.291543	
TimeRootSizeMixer	5501	6181	6	0.157895	0.20546	
EventTimeScaler	22528	22195	1	0.0263158	1.47372	
RootPopulationSizeScaler0	6402	7375	1	0.0263158	0.462362	
LeafPopulationSizeScaler0	8336	5469	1	0.0263158	1.73752	
RootPopulationSizeScaler1	6345	7458	1	0.0263158	0.469668	
LeafPopulationSizeScaler1	7949	5855	1	0.0263158	2.51736	
RootPopulationSizeScaler2	6472	7282	1	0.0263158	0.467136	
LeafPopulationSizeScaler2	9249	4593	1	0.0263158	2.52735	
RootPopulationSizeScaler3	7015	6781	1	0.0263158	0.434186	
LeafPopulationSizeScaler3	8194	5632	1	0.0263158	2.16352	
RootPopulationSizeScaler4	6278	7432	1	0.0263158	0.475814	
LeafPopulationSizeScaler4	8240	5520	1	0.0263158	1.98555	
RootPopulationSizeScaler5	7050	6716	1	0.0263158	0.435291	
LeafPopulationSizeScaler5	8073	5710	1	0.0263158	2.26505	
generation 50000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	13070	0	10	0.263158	none	
ConcentrationScaler	1973	2006	3	0.0789474	2.35361	
TimeSizeRateMixer	6806	7967	6	0.157895	0.292965	
TimeRootSizeMixer	6730	7727	6	0.157895	0.205813	
EventTimeScaler	27703	27863	1	0.0263158	1.48464	
RootPopulationSizeScaler0	8005	9215	1	0.0263158	0.464691	
LeafPopulationSizeScaler0	10243	6980	1	0.0263158	1.78213	
RootPopulationSizeScaler1	7837	9401	1	0.0263158	0.47012	
LeafPopulationSizeScaler1	9781	7458	1	0.0263158	2.56786	
RootPopulationSizeScaler2	8063	9129	1	0.0263158	0.469469	
LeafPopulationSizeScaler2	11306	5965	1	0.0263158	2.61913	
RootPopulationSizeScaler3	8641	8547	1	0.0263158	0.438035	
LeafPopulationSizeScaler3	10075	7167	1	0.0263158	2.21768	
RootPopulationSizeScaler4	7827	9299	1	0.0263158	0.477044	
LeafPopulationSizeScaler4	10138	7055	1	0.0263158	2.03531	
RootPopulationSizeScaler5	8734	8474	1	0.0263158	0.439904	
LeafPopulationSizeScaler5	9903	7268	1	0.0263158	2.31732	
generation 60000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	15697	0	10	0.263158	none	
ConcentrationScaler	2351	2408	3	0.0789474	2.37307	
TimeSizeRateMixer	8011	9459	6	0.157895	0.293027	
TimeRootSizeMixer	7921	9267	6	0.157895	0.205958	
EventTimeScaler	32529	33462	1	0.0263158	1.49059	
RootPopulationSizeScaler0	9565	11056	1	0.0263158	0.465939	
LeafPopulationSizeScaler0	12064	8564	1	0.0263158	1.81569	
RootPopulationSizeScaler1	9405	11260	1	0.0263158	0.471904	
LeafPopulationSizeScaler1	11525	9123	1	0.0263158	2.60806	
RootPopulationSizeScaler2	9611	10988	1	0.0263158	0.470813	
LeafPopulationSizeScaler2	13309	7349	1	0.0263158	2.69082	
RootPopulationSizeScaler3	10284	10309	1	0.0263158	0.440762	
LeafPopulationSizeScaler3	11934	8731	1	0.0263158	2.26124	
RootPopulationSizeScaler4	9351	11189	1	0.0263158	0.477428	
LeafPopulationSizeScaler4	11985	8620	1	0.0263158	2.07262	
RootPopulationSizeScaler5	10359	10252	1	0.0263158	0.442499	
LeafPopulationSizeScaler5	11692	8878	1	0.0263158	2.35498	
generation 70000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	18379	0	10	0.263158	none	
ConcentrationScaler	2731	2823	3	0.0789474	2.3888	
TimeSizeRateMixer	9231	11042	6	0.157895	0.293062	
TimeRootSizeMixer	9276	10842	6	0.157895	0.206485	
EventTimeScaler	37856	39315	1	0.0263158	1.49804	
RootPopulationSizeScaler0	11074	12950	1	0.0263158	0.466651	
LeafPopulationSizeScaler0	13904	10126	1	0.0263158	1.84403	
RootPopulationSizeScaler1	10890	13160	1	0.0263158	0.472098	
LeafPopulationSizeScaler1	13306	10756	1	0.0263158	2.64082	
RootPopulationSizeScaler2	11158	12857	1	0.0263158	0.47166	
LeafPopulationSizeScaler2	15287	8798	1	0.0263158	2.74755	
RootPopulationSizeScaler3	11925	12069	1	0.0263158	0.443397	
LeafPopulationSizeScaler3	13800	10290	1	0.0263158	2.29561	
