model	post_prob	cumulative_post_prob	prior_prob	bf
0,0,0,0,1,1	0.205556	0.205556	0.001874	137.81
0,0,0,0,1,2	0.158889	0.364444	0.004806	39.1169
0,0,1,0,2,3	0.0411111	0.405556	0.006474	6.57957
0,0,1,0,2,2	0.0377778	0.443333	0.001561	25.1119
0,1,0,0,2,3	0.0344444	0.477778	0.006479	5.4703
0,0,0,0,0,1	0.0311111	0.508889	0.007332	4.34734
0,0,1,0,1,1	0.0277778	0.536667	0.001244	22.9388
0,0,1,0,1,2	0.0233333	0.56	0.001538	15.5098
0,1,1,1,2,3	0.0233333	0.583333	0.006409	3.7038
0,0,1,1,2,3	0.0222222	0.605556	0.003246	6.9789
0,0,0,1,2,3	0.0211111	0.626667	0.006478	3.30761
0,1,0,0,2,2	0.02	0.646667	0.001529	13.327
0,0,0,1,2,2	0.0177778	0.664444	0.001601	11.2871
0,1,1,0,2,3	0.0133333	0.677778	0.003219	4.18453
0,1,2,0,3,4	0.0133333	0.691111	0.019154	0.692006
0,1,1,1,2,2	0.0122222	0.703333	0.001631	7.57405
0,0,1,2,3,4	0.0122222	0.715556	0.019239	0.630771
0,1,0,1,2,2	0.0111111	0.726667	0.000814	13.7921
0,1,2,1,3,4	0.01	0.736667	0.01886	0.525477
0,1,0,1,2,3	0.00888889	0.745556	0.003285	2.7212
0,0,0,0,0,0	0.00888889	0.754444	0.025911	0.337163
0,1,0,2,3,4	0.00888889	0.763333	0.018852	0.466769
0,0,1,1,1,2	0.00777778	0.771111	0.001579	4.95653
0,0,1,1,2,2	0.00777778	0.778889	0.000751	10.4299
0,1,0,2,3,3	0.00777778	0.786667	0.003182	2.45563
0,1,2,3,4,5	0.00666667	0.793333	0.153863	0.036908
0,1,0,1,0,2	0.00666667	0.8	0.001585	4.22762
0,1,2,3,2,4	0.00666667	0.806667	0.019051	0.345575
0,0,1,0,2,1	0.00666667	0.813333	0.001595	4.20107
0,1,0,0,0,2	0.00666667	0.82	0.004774	1.39911
0,1,1,0,2,2	0.00666667	0.826667	0.000788	8.51031
0,1,2,0,3,2	0.00555556	0.832222	0.003287	1.69402
0,1,2,3,4,4	0.00555556	0.837778	0.018948	0.289252
0,0,1,2,3,1	0.00555556	0.843333	0.003195	1.74296
0,1,1,0,1,2	0.00555556	0.848889	0.00161	3.46435
0,1,2,1,3,3	0.00555556	0.854444	0.003242	1.71761
0,1,2,2,3,4	0.00555556	0.86	0.018815	0.291336
0,1,1,2,3,4	0.00555556	0.865556	0.019053	0.287627
0,1,0,2,2,3	0.00444444	0.87	0.003302	1.34753
0,0,0,1,1,1	0.00444444	0.874444	0.001198	3.72198
0,0,1,2,1,3	0.00444444	0.878889	0.003279	1.35701
0,0,0,0,1,0	0.00444444	0.883333	0.007361	0.602014
0,1,1,2,3,3	0.00444444	0.887778	0.003156	1.41007
0,0,1,2,3,3	0.00333333	0.891111	0.003232	1.03146
0,0,1,2,1,1	0.00333333	0.894444	0.001502	2.22334
0,0,1,1,1,1	0.00333333	0.897778	0.001844	1.81037
0,1,0,0,1,1	0.00333333	0.901111	0.001223	2.73131
0,0,1,1,0,2	0.00333333	0.904444	0.001496	2.23227
0,1,2,2,2,3	0.00333333	0.907778	0.006308	0.526852
0,1,2,1,2,3	0.00333333	0.911111	0.003202	1.04115
0,1,2,1,2,2	0.00333333	0.914444	0.001633	2.04472
0,1,2,0,3,3	0.00333333	0.917778	0.003222	1.03467
0,1,1,2,2,3	0.00333333	0.921111	0.003117	1.06964
0,1,1,1,0,2	0.00333333	0.924444	0.001524	2.1912
0,1,1,1,0,0	0.00333333	0.927778	0.001209	2.76298
0,1,0,0,0,0	0.00333333	0.931111	0.007315	0.453864
0,0,1,1,2,1	0.00222222	0.933333	0.001602	1.38802
0,0,0,1,1,2	0.00222222	0.935556	0.001645	1.35168
0,1,2,3,4,2	0.00222222	0.937778	0.018942	0.115351
0,1,2,3,3,4	0.00222222	0.94	0.018976	0.115141
0,0,1,0,0,2	0.00222222	0.942222	0.004842	0.457742
0,1,1,1,1,2	0.00222222	0.944444	0.004737	0.467938
0,1,1,1,2,0	0.00222222	0.946667	0.001578	1.40916
0,1,2,3,2,2	0.00222222	0.948889	0.006361	0.347902
0,0,0,1,0,2	0.00222222	0.951111	0.004569	0.485226
0,1,2,3,1,4	0.00222222	0.953333	0.019234	0.113566
0,1,2,3,0,4	0.00222222	0.955556	0.019195	0.113802
0,1,2,2,3,3	0.00222222	0.957778	0.003118	0.712068
0,0,1,2,2,3	0.00222222	0.96	0.003123	0.710924
0,1,2,0,2,3	0.00222222	0.962222	0.003163	0.701905
0,1,2,1,1,1	0.00222222	0.964444	0.004689	0.472751
