Run	Prob_1_Event	Prob_2_Events	Prob_3_Events	Prob_4_Events	Prob_5_Events	Prob_6_Events	Mean_Divergence_PopA_PopB	Mean_Divergence_PopC_PopD	Mean_Divergence_PopE_PopF	Mean_Divergence_PopG_PopH	Mean_Divergence_PopI_PopJ	Mean_Divergence_PopK_PopL	Gene_Length	Population_Size	Mutation_Rate	Samples_Simulated_Per_Pop	True_Number_Events	True_Divergence_PopA_PopB	True_Divergence_PopC_PopD	True_Divergence_PopE_PopF	True_Divergence_PopG_PopH	True_Divergence_PopI_PopJ	True_Divergence_PopK_PopL
1	0.836164	0.143856	0.016983	0.001998	0	0.000999	0.000143	0.000133	0.000142	0.00015	0.000138	0.000135	1000	10000	1.00E-08	10	3	10000	10000	30000	30000	50000	50000
2	0.317682	0.416583	0.195804	0.058941	0.008991	0.001998	0.000481	0.000472	0.000531	0.001218	0.000467	0.000711	1000	10000	1.00E-08	10	3	10000	10000	30000	30000	50000	50000
3	0.794206	0.173826	0.030969	0	0	0.000999	0.000215	0.000207	0.000225	0.000208	0.000205	0.000213	1000	10000	1.00E-08	10	3	10000	10000	30000	30000	50000	50000
4	0.467532	0.340659	0.13986	0.044955	0.005994	0.000999	0.000376	0.000744	0.000391	0.000383	0.00056	0.000393	1000	10000	1.00E-08	10	3	10000	10000	30000	30000	50000	50000
5	0.659341	0.261738	0.063936	0.011988	0.001998	0.000999	0.000417	0.000387	0.000384	0.000382	0.000507	0.000386	1000	10000	1.00E-08	10	3	10000	10000	30000	30000	50000	50000
6	0.302697	0.396603	0.207792	0.077922	0.011988	0.002997	0.000453	0.000386	0.000269	0.000433	0.000817	0.000805	1000	10000	1.00E-08	10	3	10000	10000	30000	30000	50000	50000
7	0.328671	0.415584	0.190809	0.053946	0.00999	0.000999	0.000155	0.00041	0.000306	0.000329	0.000506	0.000472	1000	10000	1.00E-08	10	3	10000	10000	30000	30000	50000	50000
8	0.559441	0.322677	0.082917	0.027972	0.004995	0.001998	0.00029	0.000248	0.000389	0.000379	0.000351	0.00029	1000	10000	1.00E-08	10	3	10000	10000	30000	30000	50000	50000
9	0.746254	0.200799	0.042957	0.008991	0	0.000999	0.000362	0.000347	0.000371	0.000354	0.00035	0.000383	1000	10000	1.00E-08	10	3	10000	10000	30000	30000	50000	50000
10	0.764236	0.205794	0.023976	0.004995	0	0.000999	0.00032	0.000311	0.000332	0.000305	0.000319	0.000322	1000	10000	1.00E-08	10	3	10000	10000	30000	30000	50000	50000
11	0.633367	0.287712	0.05994	0.016983	0.000999	0.000999	0.000176	0.000219	0.00021	0.000233	0.00021	0.000362	1000	10000	1.00E-08	10	3	10000	10000	30000	30000	50000	50000
12	0.626374	0.290709	0.068931	0.012987	0	0.000999	0.000366	0.000377	0.000363	0.000406	0.000494	0.000359	1000	10000	1.00E-08	10	3	10000	10000	30000	30000	50000	50000
13	0.352647	0.418581	0.17982	0.03996	0.006993	0.001998	0.000204	0.000797	0.000255	0.000266	0.000307	0.000476	1000	10000	1.00E-08	10	3	10000	10000	30000	30000	50000	50000
14	0.696304	0.236763	0.056943	0.008991	0	0.000999	0.000308	0.000291	0.000314	0.000343	0.00038	0.000291	1000	10000	1.00E-08	10	3	10000	10000	30000	30000	50000	50000
15	0.628372	0.283716	0.063936	0.018981	0.002997	0.001998	0.000388	0.000402	0.000388	0.000463	0.000524	0.000401	1000	10000	1.00E-08	10	3	10000	10000	30000	30000	50000	50000
16	0.692308	0.23976	0.045954	0.018981	0.001998	0.000999	0.000429	0.000418	0.000446	0.000511	0.000419	0.000441	1000	10000	1.00E-08	10	3	10000	10000	30000	30000	50000	50000
17	0.142857	0.42957	0.30969	0.08991	0.024975	0.002997	0.000212	0.000581	0.000298	0.001351	0.000623	0.000353	1000	10000	1.00E-08	10	3	10000	10000	30000	30000	50000	50000
18	0.466533	0.323676	0.148851	0.050949	0.006993	0.002997	0.000533	0.000512	0.000567	0.000533	0.000762	0.000806	1000	10000	1.00E-08	10	3	10000	10000	30000	30000	50000	50000
19	0.13986	0.495504	0.294705	0.061938	0.006993	0.000999	0.000077	0.000248	0.000239	0.000076	0.000994	0.000393	1000	10000	1.00E-08	10	3	10000	10000	30000	30000	50000	50000
20	0.443556	0.372627	0.142857	0.036963	0.002997	0.000999	0.000289	0.000324	0.00032	0.000247	0.000392	0.000719	1000	10000	1.00E-08	10	3	10000	10000	30000	30000	50000	50000
21	0.715285	0.224775	0.047952	0.005994	0.003996	0.001998	0.000235	0.000242	0.000265	0.000247	0.000257	0.000312	1000	10000	1.00E-08	10	3	10000	10000	30000	30000	50000	50000
22	0.521479	0.347652	0.092907	0.028971	0.006993	0.001998	0.000477	0.000461	0.000561	0.000481	0.000766	0.000463	1000	10000	1.00E-08	10	3	10000	10000	30000	30000	50000	50000
23	0.362637	0.448551	0.157842	0.023976	0.005994	0.000999	0.000293	0.000294	0.00032	0.000289	0.000952	0.00028	1000	10000	1.00E-08	10	3	10000	10000	30000	30000	50000	50000
24	0.221778	0.438561	0.235764	0.083916	0.018981	0.000999	0.000367	0.000279	0.000368	0.000376	0.001373	0.000643	1000	10000	1.00E-08	10	3	10000	10000	30000	30000	50000	50000
25	0.508492	0.347652	0.105894	0.030969	0.004995	0.001998	0.000361	0.000767	0.000424	0.000348	0.000367	0.000354	1000	10000	1.00E-08	10	3	10000	10000	30000	30000	50000	50000
26	0.612388	0.294705	0.067932	0.022977	0.000999	0.000999	0.000628	0.00058	0.000634	0.000585	0.00064	0.000655	1000	10000	1.00E-08	10	3	10000	10000	30000	30000	50000	50000
27	0.683317	0.245754	0.05994	0.00999	0	0.000999	0.000379	0.000383	0.000374	0.000402	0.000396	0.000448	1000	10000	1.00E-08	10	3	10000	10000	30000	30000	50000	50000
28	0.605395	0.277722	0.094905	0.016983	0.003996	0.000999	0.000316	0.00029	0.000328	0.000506	0.000395	0.000328	1000	10000	1.00E-08	10	3	10000	10000	30000	30000	50000	50000
29	0.74026	0.221778	0.02997	0.004995	0.001998	0.000999	0.000271	0.000265	0.000275	0.00027	0.000283	0.000287	1000	10000	1.00E-08	10	3	10000	10000	30000	30000	50000	50000
30	0.033966	0.445554	0.351648	0.140859	0.023976	0.003996	0.000223	0.000152	0.000875	0.000368	0.001862	0.000227	1000	10000	1.00E-08	10	3	10000	10000	30000	30000	50000	50000
