model	post_prob	cumulative_post_prob	prior_prob	bf
0,0,0,0,0,0	0.612222	0.612222	0.02608	58.9579
0,0,0,0,1,0	0.04	0.652222	0.007376	5.60728
0,0,0,1,0,0	0.0366667	0.688889	0.007243	5.21698
0,0,0,0,0,1	0.0355556	0.724444	0.007372	4.964
0,1,0,0,0,0	0.0255556	0.75	0.00737	3.53222
0,1,1,1,1,1	0.0244444	0.774444	0.007407	3.35782
0,0,1,0,0,0	0.0222222	0.796667	0.007329	3.07828
0,1,1,1,1,0	0.01	0.806667	0.001822	5.53381
0,0,0,1,0,2	0.00777778	0.814444	0.004734	1.648
0,0,1,0,0,1	0.00777778	0.822222	0.001818	4.3039
0,1,0,1,1,1	0.00777778	0.83	0.001855	4.2179
0,1,1,0,0,0	0.00666667	0.836667	0.001817	3.68696
0,1,1,0,0,1	0.00666667	0.843333	0.001263	5.30715
0,0,0,1,1,0	0.00666667	0.85	0.001845	3.63091
0,0,0,1,0,1	0.00666667	0.856667	0.001812	3.69716
0,0,0,1,1,1	0.00666667	0.863333	0.001214	5.52163
0,0,0,0,1,1	0.00666667	0.87	0.001908	3.5108
0,0,0,1,2,2	0.00555556	0.875556	0.001498	3.72378
0,0,1,0,1,0	0.00555556	0.881111	0.00194	2.8741
0,1,0,0,0,1	0.00444444	0.885556	0.00192	2.32068
0,0,1,0,0,2	0.00444444	0.89	0.004736	0.938164
0,0,0,1,2,0	0.00444444	0.894444	0.004683	0.948832
0,0,1,1,1,1	0.00333333	0.897778	0.001924	1.73495
0,0,1,0,1,1	0.00333333	0.901111	0.001255	2.66158
0,0,0,0,1,2	0.00333333	0.904444	0.004827	0.689525
0,1,1,2,1,3	0.00333333	0.907778	0.006434	0.516469
0,1,1,1,1,2	0.00333333	0.911111	0.004742	0.701945
0,0,1,1,0,1	0.00333333	0.914444	0.001301	2.56736
0,1,0,1,0,1	0.00333333	0.917778	0.001194	2.79773
0,1,0,1,0,0	0.00333333	0.921111	0.001864	1.79091
0,0,1,2,0,3	0.00333333	0.924444	0.006478	0.512939
0,1,1,1,0,0	0.00333333	0.927778	0.001199	2.78605
0,1,0,0,1,0	0.00333333	0.931111	0.001861	1.7938
0,0,1,0,2,0	0.00333333	0.934444	0.004762	0.698983
0,1,2,0,0,0	0.00222222	0.936667	0.004748	0.466849
0,0,1,2,3,3	0.00222222	0.938889	0.003199	0.693981
0,1,0,0,1,1	0.00222222	0.941111	0.001215	1.83084
0,1,0,0,2,2	0.00222222	0.943333	0.001554	1.43096
0,1,1,1,0,1	0.00222222	0.945556	0.001786	1.24479
0,0,1,1,0,0	0.00222222	0.947778	0.001891	1.17555
0,1,1,0,1,1	0.00222222	0.95	0.001832	1.21348
0,1,2,1,1,1	0.00222222	0.952222	0.004783	0.463416
0,1,1,0,1,0	0.00222222	0.954444	0.001219	1.82482
0,0,0,1,2,1	0.00222222	0.956667	0.001524	1.45917
0,0,1,1,1,2	0.00222222	0.958889	0.001637	1.35829
0,1,0,2,2,2	0.00222222	0.961111	0.001572	1.41455
0,1,0,2,2,3	0.00111111	0.962222	0.003212	0.345197
0,1,0,2,2,1	0.00111111	0.963333	0.000738	1.50613
0,1,0,2,0,1	0.00111111	0.964444	0.001512	0.734567
0,1,1,0,0,2	0.00111111	0.965556	0.001564	0.710107
0,1,0,1,2,1	0.00111111	0.966667	0.001591	0.698037
0,1,0,1,0,2	0.00111111	0.967778	0.001611	0.689358
0,1,1,0,1,2	0.00111111	0.968889	0.001566	0.709199
0,1,1,0,2,3	0.00111111	0.97	0.003184	0.348243
0,0,1,2,2,3	0.00111111	0.971111	0.003196	0.346931
0,0,1,2,0,2	0.00111111	0.972222	0.001607	0.691076
0,1,1,1,0,2	0.00111111	0.973333	0.001625	0.683409
0,0,1,2,0,1	0.00111111	0.974444	0.001662	0.66817
0,0,1,2,0,0	0.00111111	0.975556	0.004706	0.235255
0,0,1,1,2,3	0.00111111	0.976667	0.003163	0.350562
0,1,1,1,2,0	0.00111111	0.977778	0.001626	0.682988
0,1,1,1,2,2	0.00111111	0.978889	0.001575	0.70514
0,1,1,1,2,3	0.00111111	0.98	0.006565	0.168324
0,1,1,2,1,0	0.00111111	0.981111	0.001645	0.675086
0,1,1,2,1,1	0.00111111	0.982222	0.004647	0.238257
0,0,1,1,2,1	0.00111111	0.983333	0.001649	0.673446
0,0,1,1,1,0	0.00111111	0.984444	0.001198	0.927391
0,1,2,0,1,0	0.00111111	0.985556	0.00162	0.685522
0,1,2,0,2,0	0.00111111	0.986667	0.001517	0.732142
0,0,0,1,2,3	0.00111111	0.987778	0.006415	0.172285
0,1,2,1,2,2	0.00111111	0.988889	0.001602	0.693237
0,1,2,1,3,1	0.00111111	0.99	0.006374	0.173401
0,1,2,2,0,0	0.00111111	0.991111	0.001557	0.713305
0,1,2,2,0,2	0.00111111	0.992222	0.00153	0.725912
0,1,2,2,2,0	0.00111111	0.993333	0.00161	0.689786
0,1,2,2,3,2	0.00111111	0.994444	0.006393	0.172882
0,1,2,3,0,2	0.00111111	0.995556	0.003233	0.342948
0,1,2,3,0,3	0.00111111	0.996667	0.003209	0.345521
0,1,2,3,1,0	0.00111111	0.997778	0.003289	0.33709
0,1,2,3,3,2	0.00111111	0.998889	0.003182	0.348462
0,1,2,3,4,5	0.00111111	1	0.152903	0.00616251
