model	post_prob	cumulative_post_prob	prior_prob	bf
0,0,0,0,0,0	0.955556	0.955556	0.026245	797.704
0,0,0,0,1,0	0.0122222	0.967778	0.007348	1.67155
0,1,0,0,0,0	0.00777778	0.975556	0.007455	1.04364
0,0,1,0,0,0	0.00777778	0.983333	0.007389	1.05303
0,0,0,0,0,1	0.00222222	0.985556	0.007169	0.30844
0,0,1,0,1,0	0.00222222	0.987778	0.001796	1.23785
0,0,1,1,0,0	0.00111111	0.988889	0.001878	0.591192
0,0,1,1,1,0	0.00111111	0.99	0.001251	0.888054
0,0,1,1,2,1	0.00111111	0.991111	0.001589	0.698917
0,0,0,1,1,0	0.00111111	0.992222	0.001808	0.614124
0,1,0,0,1,1	0.00111111	0.993333	0.001225	0.906926
0,1,0,1,0,0	0.00111111	0.994444	0.001877	0.591507
0,1,0,1,1,1	0.00111111	0.995556	0.001865	0.59532
0,1,1,0,0,0	0.00111111	0.996667	0.001885	0.588992
0,1,1,0,1,0	0.00111111	0.997778	0.001216	0.913647
0,1,1,1,1,0	0.00111111	0.998889	0.001905	0.582797
0,1,2,1,2,1	0.00111111	1	0.001562	0.711018
