model	post_prob	cumulative_post_prob	prior_prob	bf
0,0,0,0,0,0	0.943333	0.943333	0.026059	622.175
0,1,0,0,0,0	0.0166667	0.96	0.007177	2.34464
0,0,1,0,0,0	0.0111111	0.971111	0.007396	1.50796
0,1,1,1,1,1	0.00444444	0.975556	0.007394	0.599307
0,0,0,0,0,1	0.00444444	0.98	0.007453	0.594527
0,0,0,1,0,0	0.00333333	0.983333	0.007164	0.463501
0,0,0,0,1,0	0.00333333	0.986667	0.00741	0.448003
0,0,1,1,0,0	0.00333333	0.99	0.001823	1.83126
0,0,1,1,1,1	0.00222222	0.992222	0.001851	1.201
0,0,1,1,0,1	0.00111111	0.993333	0.001247	0.890906
0,0,1,0,1,0	0.00111111	0.994444	0.001881	0.590247
0,1,0,0,0,1	0.00111111	0.995556	0.001858	0.597567
0,1,0,1,1,1	0.00111111	0.996667	0.00188	0.590562
0,1,1,0,0,0	0.00111111	0.997778	0.001808	0.614124
0,0,0,1,1,1	0.00111111	0.998889	0.001243	0.893777
0,1,2,0,0,0	0.00111111	1	0.004785	0.231353
