model	post_prob	cumulative_post_prob	prior_prob	bf
0,0,0,0,0,0	0.593333	0.593333	0.026154	54.3266
0,0,1,0,0,0	0.0411111	0.634444	0.007293	5.83587
0,1,1,1,1,1	0.0311111	0.665556	0.00741	4.30124
0,0,0,1,0,0	0.0266667	0.692222	0.007373	3.68849
0,1,0,0,0,0	0.0266667	0.718889	0.007564	3.59466
0,0,0,0,1,0	0.0222222	0.741111	0.00732	3.08209
0,0,0,0,0,1	0.02	0.761111	0.007323	2.76645
0,0,0,1,0,2	0.01	0.771111	0.004639	2.16731
0,1,1,1,0,1	0.01	0.781111	0.001898	5.31182
0,0,1,1,0,0	0.00888889	0.79	0.001849	4.84155
0,1,1,1,1,2	0.00888889	0.798889	0.004645	1.92184
0,1,1,0,0,1	0.00777778	0.806667	0.001194	6.55727
0,0,1,0,0,1	0.00777778	0.814444	0.001829	4.27797
0,1,1,2,0,1	0.00666667	0.821111	0.001574	4.25721
0,1,1,0,0,0	0.00666667	0.827778	0.001884	3.55561
0,0,0,0,1,1	0.00666667	0.834444	0.001808	3.70535
0,1,1,1,1,0	0.00666667	0.841111	0.001807	3.70741
0,1,0,1,1,1	0.00555556	0.846667	0.001851	3.01256
0,0,0,1,1,0	0.00555556	0.852222	0.001855	3.00605
0,1,0,1,0,0	0.00444444	0.856667	0.001797	2.47983
0,1,1,1,2,1	0.00444444	0.861111	0.004708	0.94377
0,1,0,0,0,1	0.00444444	0.865556	0.001894	2.3526
0,1,0,0,1,1	0.00444444	0.87	0.001292	3.45087
0,1,2,2,2,2	0.00333333	0.873333	0.004676	0.7119
0,0,0,1,2,0	0.00333333	0.876667	0.004817	0.690964
0,1,1,0,1,1	0.00333333	0.88	0.001748	1.90997
0,1,1,1,0,0	0.00333333	0.883333	0.001207	2.76756
0,0,1,0,1,0	0.00333333	0.886667	0.001868	1.78706
0,1,0,1,2,1	0.00333333	0.89	0.001592	2.09746
0,0,1,1,1,0	0.00333333	0.893333	0.001228	2.72017
0,1,0,1,1,0	0.00333333	0.896667	0.001175	2.84302
0,1,0,1,0,1	0.00333333	0.9	0.001198	2.78838
0,1,0,0,1,0	0.00333333	0.903333	0.001847	1.80742
0,0,1,0,2,0	0.00333333	0.906667	0.004765	0.69854
0,0,0,1,0,1	0.00333333	0.91	0.001833	1.82125
0,1,2,2,0,0	0.00222222	0.912222	0.001546	1.43838
0,1,0,0,1,2	0.00222222	0.914444	0.001568	1.41816
0,1,2,1,1,1	0.00222222	0.916667	0.004662	0.475502
0,1,0,0,0,2	0.00222222	0.918889	0.0048	0.461767
0,0,0,0,1,2	0.00222222	0.921111	0.004696	0.472043
0,0,0,1,1,1	0.00222222	0.923333	0.001218	1.82632
0,0,1,0,1,2	0.00222222	0.925556	0.001554	1.43096
0,1,0,1,2,0	0.00222222	0.927778	0.001557	1.4282
0,0,1,1,1,1	0.00222222	0.93	0.001843	1.20622
0,1,0,2,0,0	0.00222222	0.932222	0.004848	0.457173
0,1,2,3,3,3	0.00222222	0.934444	0.006448	0.343178
0,1,0,2,0,3	0.00222222	0.936667	0.006552	0.337695
0,1,0,2,1,2	0.00222222	0.938889	0.000838	2.6555
0,1,2,2,0,2	0.00222222	0.941111	0.001515	1.46785
0,0,1,2,0,2	0.00222222	0.943333	0.001573	1.41365
0,1,1,2,3,4	0.00222222	0.945556	0.018911	0.115544
0,1,1,0,1,0	0.00222222	0.947778	0.001244	1.7881
0,1,2,0,2,0	0.00222222	0.95	0.001544	1.44024
0,1,1,2,1,0	0.00222222	0.952222	0.001608	1.38283
0,1,0,2,3,3	0.00111111	0.953333	0.003305	0.335453
0,1,0,2,3,1	0.00111111	0.954444	0.003213	0.34509
0,1,1,0,2,0	0.00111111	0.955556	0.001525	0.728296
0,1,1,0,2,1	0.00111111	0.956667	0.001534	0.724016
0,1,0,2,2,2	0.00111111	0.957778	0.001491	0.744929
0,1,0,2,2,0	0.00111111	0.958889	0.001627	0.682567
0,1,0,2,0,1	0.00111111	0.96	0.001621	0.685098
0,1,0,1,0,2	0.00111111	0.961111	0.001513	0.734081
0,1,0,0,2,3	0.00111111	0.962222	0.006337	0.17442
0,1,0,0,2,1	0.00111111	0.963333	0.001529	0.726387
0,1,1,1,2,3	0.00111111	0.964444	0.006381	0.173209
0,0,1,2,3,4	0.00111111	0.965556	0.019071	0.0572143
0,1,1,2,0,2	0.00111111	0.966667	0.000793	1.4016
0,0,1,2,2,2	0.00111111	0.967778	0.001537	0.722601
0,1,1,2,1,1	0.00111111	0.968889	0.00467	0.237078
0,1,1,2,1,2	0.00111111	0.97	0.001538	0.72213
0,1,1,2,2,3	0.00111111	0.971111	0.00315	0.352014
0,0,1,2,0,0	0.00111111	0.972222	0.004803	0.230482
0,1,2,0,0,1	0.00111111	0.973333	0.001612	0.688929
0,1,2,0,1,1	0.00111111	0.974444	0.001565	0.709653
0,0,1,1,2,1	0.00111111	0.975556	0.001588	0.699358
0,1,2,0,2,1	0.00111111	0.976667	0.000796	1.39631
0,1,2,0,2,3	0.00111111	0.977778	0.003223	0.344016
0,1,2,0,3,0	0.00111111	0.978889	0.00649	0.170282
0,1,2,0,3,1	0.00111111	0.98	0.003228	0.343481
0,1,2,1,0,0	0.00111111	0.981111	0.001654	0.671407
0,1,2,1,1,0	0.00111111	0.982222	0.001634	0.679639
0,0,1,1,1,2	0.00111111	0.983333	0.001617	0.686796
0,1,2,1,1,3	0.00111111	0.984444	0.006419	0.172177
0,1,2,1,3,4	0.00111111	0.985556	0.018888	0.0577794
0,0,1,0,2,3	0.00111111	0.986667	0.006426	0.171989
0,1,2,2,0,1	0.00111111	0.987778	0.000842	1.31996
0,0,1,0,0,2	0.00111111	0.988889	0.004866	0.227483
0,1,2,2,1,0	0.00111111	0.99	0.000831	1.33745
0,1,2,2,1,1	0.00111111	0.991111	0.001548	0.717458
0,0,0,1,2,2	0.00111111	0.992222	0.001487	0.746935
0,1,2,2,3,2	0.00111111	0.993333	0.006336	0.174447
0,1,2,3,0,1	0.00111111	0.994444	0.003185	0.348133
0,1,2,3,0,2	0.00111111	0.995556	0.003093	0.358521
0,1,2,3,0,3	0.00111111	0.996667	0.003293	0.336679
0,1,2,3,2,4	0.00111111	0.997778	0.019038	0.0573154
0,0,0,1,2,1	0.00111111	0.998889	0.001533	0.724489
0,1,2,3,4,2	0.00111111	1	0.019023	0.0573615
