model	post_prob	cumulative_post_prob	prior_prob	bf
0,0,0,0,0,0	0.894444	0.894444	0.025961	317.927
0,0,0,1,0,0	0.0322222	0.926667	0.007286	4.53644
0,1,0,0,0,0	0.0122222	0.938889	0.007352	1.67063
0,1,1,1,1,1	0.0111111	0.95	0.00737	1.51332
0,0,1,0,0,0	0.00777778	0.957778	0.00744	1.04576
0,1,1,0,1,1	0.00444444	0.962222	0.001881	2.36889
0,1,0,1,0,0	0.00444444	0.966667	0.001924	2.31585
0,1,1,1,0,0	0.00444444	0.971111	0.001214	3.67287
0,1,0,0,1,1	0.00333333	0.974444	0.001255	2.66158
0,0,0,1,1,1	0.00222222	0.976667	0.001252	1.77666
0,0,0,1,0,2	0.00222222	0.978889	0.00472	0.469631
0,0,0,1,0,1	0.00222222	0.981111	0.001787	1.24409
0,0,0,0,1,1	0.00222222	0.983333	0.001868	1.19005
0,1,0,0,1,0	0.00222222	0.985556	0.001905	1.16689
0,1,0,0,0,1	0.00111111	0.986667	0.001853	0.599183
0,0,1,2,0,3	0.00111111	0.987778	0.006357	0.173868
0,0,1,1,1,1	0.00111111	0.988889	0.001808	0.614124
0,1,0,1,0,1	0.00111111	0.99	0.001244	0.893057
0,1,0,1,1,1	0.00111111	0.991111	0.001938	0.572854
0,1,0,2,0,0	0.00111111	0.992222	0.004728	0.234156
0,1,0,2,1,0	0.00111111	0.993333	0.001561	0.711474
0,1,0,2,2,2	0.00111111	0.994444	0.001584	0.701127
0,0,0,1,2,2	0.00111111	0.995556	0.001515	0.73311
0,0,0,0,1,0	0.00111111	0.996667	0.007304	0.151181
0,1,1,1,0,1	0.00111111	0.997778	0.001885	0.588992
0,0,0,0,0,1	0.00111111	0.998889	0.007415	0.148901
0,1,2,3,3,3	0.00111111	1	0.006479	0.170573
