generation 10000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	2593	0	10	0.263158	none	
ConcentrationScaler	416	376	3	0.0789474	2.74414	
TimeSizeRateMixer	828	910	6	0.157895	0.198818	
TimeRootSizeMixer	825	920	6	0.157895	0.0572437	
EventTimeScaler	4155	2469	1	0.0263158	2.16292	
RootPopulationSizeScaler0	1700	1704	1	0.0263158	0.454287	
LeafPopulationSizeScaler0	2410	1035	1	0.0263158	1.61344	
RootPopulationSizeScaler1	1772	1635	1	0.0263158	0.415215	
LeafPopulationSizeScaler1	2396	1027	1	0.0263158	2.00132	
RootPopulationSizeScaler2	1700	1702	1	0.0263158	0.433202	
LeafPopulationSizeScaler2	2170	1259	1	0.0263158	1.61643	
RootPopulationSizeScaler3	1700	1714	1	0.0263158	0.438386	
LeafPopulationSizeScaler3	2332	1103	1	0.0263158	1.99002	
RootPopulationSizeScaler4	1706	1720	1	0.0263158	0.433233	
LeafPopulationSizeScaler4	2109	1324	1	0.0263158	1.66406	
RootPopulationSizeScaler5	1739	1662	1	0.0263158	0.427876	
LeafPopulationSizeScaler5	2204	1193	1	0.0263158	1.69472	
generation 20000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	5191	0	10	0.263158	none	
ConcentrationScaler	809	790	3	0.0789474	2.83294	
TimeSizeRateMixer	1636	1887	6	0.157895	0.202577	
TimeRootSizeMixer	1649	1833	6	0.157895	0.058158	
EventTimeScaler	7768	5550	1	0.0263158	2.33265	
RootPopulationSizeScaler0	3291	3553	1	0.0263158	0.461015	
LeafPopulationSizeScaler0	4523	2383	1	0.0263158	1.83347	
RootPopulationSizeScaler1	3414	3440	1	0.0263158	0.430148	
LeafPopulationSizeScaler1	4461	2426	1	0.0263158	2.24767	
RootPopulationSizeScaler2	3311	3540	1	0.0263158	0.439301	
LeafPopulationSizeScaler2	4117	2756	1	0.0263158	1.75809	
RootPopulationSizeScaler3	3312	3542	1	0.0263158	0.446793	
LeafPopulationSizeScaler3	4435	2461	1	0.0263158	2.23181	
RootPopulationSizeScaler4	3354	3547	1	0.0263158	0.442047	
LeafPopulationSizeScaler4	3948	2951	1	0.0263158	1.77625	
RootPopulationSizeScaler5	3367	3468	1	0.0263158	0.438113	
LeafPopulationSizeScaler5	4232	2632	1	0.0263158	1.88356	
generation 30000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	7807	0	10	0.263158	none	
ConcentrationScaler	1165	1224	3	0.0789474	2.83806	
TimeSizeRateMixer	2449	2834	6	0.157895	0.204046	
TimeRootSizeMixer	2448	2737	6	0.157895	0.058803	
EventTimeScaler	11259	8707	1	0.0263158	2.41527	
RootPopulationSizeScaler0	4877	5406	1	0.0263158	0.464584	
LeafPopulationSizeScaler0	6513	3769	1	0.0263158	1.94902	
RootPopulationSizeScaler1	5043	5164	1	0.0263158	0.438619	
LeafPopulationSizeScaler1	6445	3831	1	0.0263158	2.3779	
RootPopulationSizeScaler2	4863	5378	1	0.0263158	0.442364	
LeafPopulationSizeScaler2	5938	4331	1	0.0263158	1.82769	
RootPopulationSizeScaler3	4886	5372	1	0.0263158	0.450624	
LeafPopulationSizeScaler3	6354	3914	1	0.0263158	2.34453	
RootPopulationSizeScaler4	4898	5389	1	0.0263158	0.446055	
LeafPopulationSizeScaler4	5705	4573	1	0.0263158	1.83557	
RootPopulationSizeScaler5	4920	5296	1	0.0263158	0.44257	
LeafPopulationSizeScaler5	6069	4187	1	0.0263158	1.96642	
generation 40000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	10455	0	10	0.263158	none	
ConcentrationScaler	1558	1636	3	0.0789474	2.86466	
TimeSizeRateMixer	3273	3790	6	0.157895	0.205341	
TimeRootSizeMixer	3270	3605	6	0.157895	0.0595327	
EventTimeScaler	14651	12024	1	0.0263158	2.46155	
RootPopulationSizeScaler0	6393	7310	1	0.0263158	0.465406	
LeafPopulationSizeScaler0	8488	5202	1	0.0263158	2.02829	
RootPopulationSizeScaler1	6725	6911	1	0.0263158	0.444557	
LeafPopulationSizeScaler1	8373	5288	1	0.0263158	2.46438	
RootPopulationSizeScaler2	6416	7212	1	0.0263158	0.443912	
LeafPopulationSizeScaler2	7713	5980	1	0.0263158	1.87092	
RootPopulationSizeScaler3	6535	7161	1	0.0263158	0.455225	
LeafPopulationSizeScaler3	8245	5418	1	0.0263158	2.42477	
RootPopulationSizeScaler4	6500	7190	1	0.0263158	0.449569	
LeafPopulationSizeScaler4	7419	6278	1	0.0263158	1.87302	
RootPopulationSizeScaler5	6507	7143	1	0.0263158	0.445561	
LeafPopulationSizeScaler5	7923	5757	1	0.0263158	2.02107	
generation 50000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	13061	0	10	0.263158	none	
ConcentrationScaler	1938	2042	3	0.0789474	2.878	
TimeSizeRateMixer	4063	4717	6	0.157895	0.206278	
TimeRootSizeMixer	4101	4565	6	0.157895	0.0599274	
EventTimeScaler	18124	15301	1	0.0263158	2.49875	
RootPopulationSizeScaler0	7981	9168	1	0.0263158	0.467661	
LeafPopulationSizeScaler0	10444	6681	1	0.0263158	2.08343	
RootPopulationSizeScaler1	8381	8683	1	0.0263158	0.449057	
LeafPopulationSizeScaler1	10268	6813	1	0.0263158	2.52629	
RootPopulationSizeScaler2	7975	9080	1	0.0263158	0.445877	
LeafPopulationSizeScaler2	9469	7630	1	0.0263158	1.90355	
RootPopulationSizeScaler3	8113	9012	1	0.0263158	0.457654	
LeafPopulationSizeScaler3	10086	6989	1	0.0263158	2.48128	
RootPopulationSizeScaler4	8083	9033	1	0.0263158	0.451717	
LeafPopulationSizeScaler4	9185	7933	1	0.0263158	1.90248	
RootPopulationSizeScaler5	8123	8955	1	0.0263158	0.448282	
LeafPopulationSizeScaler5	9753	7367	1	0.0263158	2.06435	
generation 60000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	15696	0	10	0.263158	none	
