model	post_prob	cumulative_post_prob	prior_prob	bf
0,0,0,0,0,0	0.965556	0.965556	0.025885	1054.92
0,1,1,1,1,1	0.00888889	0.974444	0.007324	1.21558
0,0,1,0,0,0	0.00777778	0.982222	0.007263	1.07143
0,1,1,0,0,0	0.00333333	0.985556	0.001879	1.77658
0,1,0,1,1,0	0.00222222	0.987778	0.001214	1.83235
0,1,0,0,0,0	0.00222222	0.99	0.007389	0.29919
0,0,0,0,0,1	0.00222222	0.992222	0.007437	0.297245
0,0,1,0,1,1	0.00111111	0.993333	0.001192	0.932065
0,0,1,2,0,0	0.00111111	0.994444	0.004747	0.233214
0,0,1,0,0,2	0.00111111	0.995556	0.004741	0.233511
0,0,0,1,0,0	0.00111111	0.996667	0.007435	0.148497
0,0,0,0,1,0	0.00111111	0.997778	0.0074	0.149205
0,1,1,1,1,0	0.00111111	0.998889	0.001865	0.59532
0,0,1,0,2,1	0.00111111	1	0.001656	0.670595
