Run	Prob_1_Event	Prob_2_Events	Prob_3_Events	Prob_4_Events	Prob_5_Events	Prob_6_Events	Mean_Divergence_PopA_PopB	Mean_Divergence_PopC_PopD	Mean_Divergence_PopE_PopF	Mean_Divergence_PopG_PopH	Mean_Divergence_PopI_PopJ	Mean_Divergence_PopK_PopL	Gene_Length	Population_Size	Mutation_Rate	Samples_Simulated_Per_Pop	True_Number_Events	True_Divergence_PopA_PopB	True_Divergence_PopC_PopD	True_Divergence_PopE_PopF	True_Divergence_PopG_PopH	True_Divergence_PopI_PopJ	True_Divergence_PopK_PopL
15	0.64036	0.26973	0.074925	0.011988	0.001998	0.000999	0.000495	0.000494	0.000537	0.000496	0.000562	0.000538	1000	10000	1.00E-08	10	6	10000	20000	30000	40000	50000	60000
16	0.513487	0.321678	0.126873	0.028971	0.007992	0.000999	0.000308	0.000291	0.000215	0.000329	0.000393	0.000412	1000	10000	1.00E-08	10	6	10000	20000	30000	40000	50000	60000
17	0.163836	0.584416	0.193806	0.041958	0.012987	0.002997	0.00028	0.000217	0.000287	0.000298	0.000282	0.00153	1000	10000	1.00E-08	10	6	10000	20000	30000	40000	50000	60000
18	0.375624	0.376623	0.192807	0.03996	0.013986	0.000999	0.000338	0.000253	0.0004	0.000492	0.00036	0.00077	1000	10000	1.00E-08	10	6	10000	20000	30000	40000	50000	60000
19	0.605395	0.27972	0.087912	0.022977	0.002997	0.000999	0.000602	0.000605	0.000535	0.000589	0.000541	0.000544	1000	10000	1.00E-08	10	6	10000	20000	30000	40000	50000	60000
20	0.180819	0.397602	0.275724	0.110889	0.030969	0.003996	0.000475	0.000464	0.000556	0.000463	0.001516	0.001081	1000	10000	1.00E-08	10	6	10000	20000	30000	40000	50000	60000
21	0.13986	0.370629	0.311688	0.135864	0.034965	0.006993	0.00028	0.001059	0.000495	0.0007	0.00053	0.001458	1000	10000	1.00E-08	10	6	10000	20000	30000	40000	50000	60000
22	0.456543	0.335664	0.147852	0.047952	0.008991	0.002997	0.000841	0.000524	0.000559	0.000765	0.000552	0.000519	1000	10000	1.00E-08	10	6	10000	20000	30000	40000	50000	60000
23	0.351648	0.355644	0.21978	0.061938	0.008991	0.001998	0.000456	0.000461	0.00044	0.000485	0.00122	0.000597	1000	10000	1.00E-08	10	6	10000	20000	30000	40000	50000	60000
24	0.782218	0.178821	0.030969	0.005994	0.000999	0.000999	0.000254	0.000257	0.000277	0.000268	0.000257	0.000261	1000	10000	1.00E-08	10	6	10000	20000	30000	40000	50000	60000
25	0.743257	0.207792	0.035964	0.011988	0	0.000999	0.000369	0.000381	0.000383	0.000422	0.000367	0.000374	1000	10000	1.00E-08	10	6	10000	20000	30000	40000	50000	60000
26	0.015984	0.505495	0.311688	0.131868	0.02997	0.004995	0.000369	0.000365	0.000532	0.000387	0.000473	0.003065	1000	10000	1.00E-08	10	6	10000	20000	30000	40000	50000	60000
27	0.031968	0.433566	0.356643	0.136863	0.032967	0.007992	0.000454	0.000428	0.000388	0.000772	0.002759	0.000371	1000	10000	1.00E-08	10	6	10000	20000	30000	40000	50000	60000
28	0.787213	0.175824	0.031968	0.002997	0.000999	0.000999	0.000242	0.000239	0.000235	0.000248	0.000242	0.000245	1000	10000	1.00E-08	10	6	10000	20000	30000	40000	50000	60000
29	0.637363	0.273726	0.076923	0.010989	0	0.000999	0.000214	0.000181	0.000349	0.000206	0.000218	0.000227	1000	10000	1.00E-08	10	6	10000	20000	30000	40000	50000	60000
30	0.267732	0.418581	0.231768	0.060939	0.016983	0.003996	0.000208	0.00035	0.000384	0.000526	0.000336	0.000901	1000	10000	1.00E-08	10	6	10000	20000	30000	40000	50000	60000
