Run	Prob_1_Event	Prob_2_Events	Prob_3_Events	Prob_4_Events	Prob_5_Events	Prob_6_Events	Mean_Divergence_PopA_PopB	Mean_Divergence_PopC_PopD	Mean_Divergence_PopE_PopF	Mean_Divergence_PopG_PopH	Mean_Divergence_PopI_PopJ	Mean_Divergence_PopK_PopL	Gene_Length	Population_Size	Mutation_Rate	Samples_Simulated_Per_Pop	True_Number_Events	True_Divergence_PopA_PopB	True_Divergence_PopC_PopD	True_Divergence_PopE_PopF	True_Divergence_PopG_PopH	True_Divergence_PopI_PopJ	True_Divergence_PopK_PopL
1	0.802198	0.162837	0.02997	0.003996	0	0.000999	0.000225	0.000197	0.000215	0.000213	0.000209	0.000219	1000	10000	1.00E-08	10	6	10000	20000	30000	40000	50000	60000
2	0.81019	0.158841	0.025974	0.002997	0.000999	0.000999	0.000192	0.000182	0.000199	0.0002	0.000206	0.000195	1000	10000	1.00E-08	10	6	10000	20000	30000	40000	50000	60000
3	0.238761	0.37962	0.262737	0.100899	0.012987	0.004995	0.000344	0.000462	0.000693	0.00056	0.000981	0.001031	1000	10000	1.00E-08	10	6	10000	20000	30000	40000	50000	60000
4	0.627373	0.277722	0.076923	0.016983	0	0.000999	0.000365	0.000363	0.000358	0.000376	0.000367	0.000591	1000	10000	1.00E-08	10	6	10000	20000	30000	40000	50000	60000
5	0.661339	0.23976	0.077922	0.016983	0.001998	0.001998	0.000313	0.000331	0.000274	0.000319	0.000369	0.000385	1000	10000	1.00E-08	10	6	10000	20000	30000	40000	50000	60000
6	0.686314	0.244755	0.060939	0.005994	0.000999	0.000999	0.000376	0.000383	0.000468	0.000382	0.000397	0.00039	1000	10000	1.00E-08	10	6	10000	20000	30000	40000	50000	60000
7	0.432567	0.334665	0.17982	0.043956	0.006993	0.001998	0.000389	0.000543	0.000507	0.000506	0.000498	0.000881	1000	10000	1.00E-08	10	6	10000	20000	30000	40000	50000	60000
8	0.476523	0.320679	0.144855	0.047952	0.007992	0.001998	0.00048	0.000493	0.000781	0.000514	0.000535	0.000776	1000	10000	1.00E-08	10	6	10000	20000	30000	40000	50000	60000
9	0.78022	0.175824	0.038961	0.003996	0	0.000999	0.000283	0.000286	0.000278	0.000289	0.000308	0.000272	1000	10000	1.00E-08	10	6	10000	20000	30000	40000	50000	60000
10	0.674326	0.250749	0.056943	0.014985	0.001998	0.000999	0.000311	0.000324	0.000321	0.000315	0.000318	0.000434	1000	10000	1.00E-08	10	6	10000	20000	30000	40000	50000	60000
11	0.634366	0.271728	0.074925	0.016983	0.000999	0.000999	0.000376	0.000374	0.00042	0.000389	0.000472	0.000453	1000	10000	1.00E-08	10	6	10000	20000	30000	40000	50000	60000
12	0.591409	0.297702	0.08991	0.017982	0.001998	0.000999	0.000251	0.000217	0.00024	0.000244	0.00028	0.000502	1000	10000	1.00E-08	10	6	10000	20000	30000	40000	50000	60000
13	0.38961	0.365634	0.167832	0.062937	0.011988	0.001998	0.000586	0.000695	0.00059	0.000706	0.000727	0.001158	1000	10000	1.00E-08	10	6	10000	20000	30000	40000	50000	60000
14	0.031968	0.353646	0.367632	0.180819	0.055944	0.00999	0.00032	0.000509	0.000802	0.000408	0.001711	0.001984	1000	10000	1.00E-08	10	6	10000	20000	30000	40000	50000	60000
