model	post_prob	cumulative_post_prob	prior_prob	bf
0,0,0,0,0,0	0.333333	0.333333	0.026042	18.6998
0,0,1,1,1,1	0.04	0.373333	0.001854	22.4323
0,1,0,0,0,0	0.0377778	0.411111	0.007454	5.22784
0,0,1,0,0,0	0.0366667	0.447778	0.007302	5.17452
0,1,1,1,1,1	0.03	0.477778	0.007402	4.14738
0,0,0,1,0,0	0.0288889	0.506667	0.007429	3.9746
0,0,0,0,0,1	0.0222222	0.528889	0.00738	3.05685
0,0,0,0,1,0	0.0177778	0.546667	0.007481	2.4013
0,0,1,1,1,0	0.0166667	0.563333	0.00121	13.9906
0,1,2,2,2,2	0.0155556	0.578889	0.004789	3.28371
0,0,1,2,1,1	0.0122222	0.591111	0.001557	7.93461
0,0,1,1,0,1	0.01	0.601111	0.001223	8.24911
0,0,1,1,0,0	0.00888889	0.61	0.001934	4.62837
0,0,0,1,1,0	0.00888889	0.618889	0.001836	4.8759
0,0,1,1,2,1	0.00888889	0.627778	0.001557	5.75122
0,0,1,1,1,2	0.00888889	0.636667	0.001601	5.59291
0,0,1,2,2,2	0.00777778	0.644444	0.001596	4.90366
0,0,1,2,0,0	0.00777778	0.652222	0.004857	1.60607
0,1,1,2,1,1	0.00777778	0.66	0.004675	1.6689
0,1,2,3,3,3	0.00777778	0.667778	0.006409	1.21525
0,0,1,2,3,3	0.00777778	0.675556	0.003212	2.43262
0,1,2,3,4,5	0.00666667	0.682222	0.153201	0.0370965
0,1,1,1,2,1	0.00666667	0.688889	0.00469	1.42429
0,0,1,0,2,0	0.00666667	0.695556	0.004733	1.41129
0,1,2,1,1,1	0.00666667	0.702222	0.004633	1.4419
0,0,1,2,0,2	0.00666667	0.708889	0.001595	4.20107
0,1,1,0,0,0	0.00666667	0.715556	0.001856	3.60935
0,0,1,0,1,0	0.00666667	0.722222	0.001887	3.54994
0,0,0,1,0,1	0.00666667	0.728889	0.001877	3.56889
0,0,1,2,3,4	0.00555556	0.734444	0.01903	0.287981
0,0,0,1,2,0	0.00555556	0.74	0.004698	1.18356
0,0,1,1,2,2	0.00555556	0.745556	0.000797	7.00394
0,1,2,2,1,2	0.00555556	0.751111	0.001507	3.70151
0,1,2,2,2,1	0.00555556	0.756667	0.001605	3.47516
0,1,0,1,0,0	0.00555556	0.762222	0.001865	2.98991
0,1,0,2,0,0	0.00555556	0.767778	0.004712	1.18002
0,1,2,3,4,2	0.00444444	0.772222	0.018784	0.2332
0,1,1,1,1,2	0.00444444	0.776667	0.004773	0.930856
0,1,1,2,1,3	0.00444444	0.781111	0.006419	0.691016
0,0,1,0,1,1	0.00444444	0.785556	0.001238	3.60158
0,1,2,3,2,2	0.00444444	0.79	0.006483	0.68415
0,0,0,0,1,1	0.00444444	0.794444	0.001915	2.32676
0,0,0,1,0,2	0.00444444	0.798889	0.004839	0.918099
0,1,0,0,0,1	0.00444444	0.803333	0.001801	2.47432
0,0,0,1,1,1	0.00444444	0.807778	0.001203	3.7065
0,1,0,2,2,2	0.00444444	0.812222	0.001653	2.69625
0,0,0,1,1,2	0.00333333	0.815556	0.001586	2.10541
0,0,1,2,3,2	0.00333333	0.818889	0.00324	1.0289
0,0,1,2,3,1	0.00333333	0.822222	0.003189	1.04541
0,0,1,2,2,3	0.00333333	0.825556	0.003341	0.997698
0,0,1,1,0,2	0.00333333	0.828889	0.001578	2.1161
0,1,2,2,0,0	0.00333333	0.832222	0.001561	2.13918
0,1,2,2,1,1	0.00333333	0.835556	0.001651	2.02239
0,0,1,2,2,1	0.00333333	0.838889	0.000796	4.19827
0,1,0,0,2,0	0.00333333	0.842222	0.00468	0.711288
0,0,1,1,2,3	0.00333333	0.845556	0.003281	1.016
0,1,2,2,2,0	0.00333333	0.848889	0.001608	2.07656
0,0,0,1,2,2	0.00333333	0.852222	0.001519	2.19842
0,0,1,2,1,2	0.00333333	0.855556	0.000802	4.16683
0,1,0,1,1,0	0.00333333	0.858889	0.00125	2.67224
0,1,2,2,3,2	0.00333333	0.862222	0.006444	0.515663
0,1,2,0,2,2	0.00333333	0.865556	0.001527	2.18689
0,1,0,2,2,0	0.00333333	0.868889	0.001675	1.99336
0,1,2,3,4,1	0.00333333	0.872222	0.018982	0.172848
0,1,0,2,0,1	0.00222222	0.874444	0.001582	1.40559
0,1,0,2,0,2	0.00222222	0.876667	0.001568	1.41816
0,1,0,2,1,0	0.00222222	0.878889	0.001583	1.4047
0,1,2,3,0,1	0.00222222	0.881111	0.003203	0.693112
0,1,2,3,1,3	0.00222222	0.883333	0.003201	0.693546
0,0,1,2,1,0	0.00222222	0.885556	0.001611	1.38025
0,1,0,2,2,3	0.00222222	0.887778	0.003196	0.694635
0,1,0,2,3,0	0.00222222	0.89	0.00663	0.333696
0,1,0,1,1,2	0.00222222	0.892222	0.001618	1.37427
0,1,2,3,2,1	0.00222222	0.894444	0.003197	0.694417
0,0,1,2,0,1	0.00222222	0.896667	0.001575	1.41185
0,0,0,0,1,2	0.00222222	0.898889	0.004764	0.465273
0,0,1,2,1,3	0.00222222	0.901111	0.003215	0.690517
0,1,2,3,2,4	0.00222222	0.903333	0.019127	0.114214
0,1,2,3,3,2	0.00222222	0.905556	0.003319	0.66881
0,1,1,1,0,1	0.00222222	0.907778	0.001893	1.1743
0,1,2,3,3,4	0.00222222	0.91	0.019037	0.114765
0,0,0,1,2,3	0.00222222	0.912222	0.006307	0.3509
0,0,1,1,2,0	0.00222222	0.914444	0.001593	1.39587
0,1,2,2,0,2	0.00222222	0.916667	0.001589	1.39939
0,1,0,0,1,0	0.00222222	0.918889	0.001929	1.15235
0,1,2,1,3,4	0.00222222	0.921111	0.019054	0.11466
0,1,1,2,0,0	0.00222222	0.923333	0.001647	1.35003
0,1,1,2,1,0	0.00222222	0.925556	0.001587	1.40116
0,0,1,0,0,2	0.00222222	0.927778	0.004589	0.483101
0,1,2,3,4,0	0.00222222	0.93	0.018922	0.115476
0,1,2,3,4,3	0.00222222	0.932222	0.01897	0.115178
0,1,1,2,3,1	0.00222222	0.934444	0.006522	0.339259
0,1,2,1,1,0	0.00222222	0.936667	0.001602	1.38802
0,1,2,0,0,0	0.00222222	0.938889	0.004756	0.46606
0,1,2,1,0,0	0.00222222	0.941111	0.001551	1.43373
0,1,2,0,3,2	0.00222222	0.943333	0.003267	0.67949
0,1,2,2,3,4	0.00222222	0.945556	0.019079	0.114507
0,1,2,0,2,0	0.00111111	0.946667	0.001569	0.707841
0,1,2,0,1,1	0.00111111	0.947778	0.001546	0.718388
0,1,2,0,3,0	0.00111111	0.948889	0.006357	0.173868
0,1,2,0,1,0	0.00111111	0.95	0.001548	0.717458
0,1,2,0,3,4	0.00111111	0.951111	0.019028	0.0573461
0,1,2,0,0,3	0.00111111	0.952222	0.006494	0.170176
0,1,1,2,3,3	0.00111111	0.953333	0.00325	0.341148
0,1,1,2,3,0	0.00111111	0.954444	0.003137	0.353477
0,1,2,1,1,2	0.00111111	0.955556	0.001657	0.670189
0,1,2,1,1,3	0.00111111	0.956667	0.006509	0.169781
0,1,2,1,2,2	0.00111111	0.957778	0.001542	0.720254
0,1,2,1,3,1	0.00111111	0.958889	0.006452	0.171291
0,1,2,1,3,3	0.00111111	0.96	0.003228	0.343481
0,1,1,1,2,2	0.00111111	0.961111	0.001492	0.744429
0,0,1,0,2,3	0.00111111	0.962222	0.006571	0.168169
0,1,1,1,2,0	0.00111111	0.963333	0.001581	0.702459
0,1,2,2,0,3	0.00111111	0.964444	0.003171	0.349675
0,1,1,1,1,0	0.00111111	0.965556	0.001813	0.612427
0,1,1,1,0,0	0.00111111	0.966667	0.001255	0.88522
0,1,2,2,1,3	0.00111111	0.967778	0.003244	0.341781
0,1,1,0,2,1	0.00111111	0.968889	0.001513	0.734081
0,1,1,0,2,0	0.00111111	0.97	0.001585	0.700684
0,1,1,0,0,1	0.00111111	0.971111	0.001267	0.876825
0,1,2,2,2,3	0.00111111	0.972222	0.006507	0.169834
0,1,2,2,3,1	0.00111111	0.973333	0.003298	0.336167
0,0,1,0,2,2	0.00111111	0.974444	0.001582	0.702015
0,1,2,2,3,3	0.00111111	0.975556	0.003249	0.341254
0,1,0,2,3,3	0.00111111	0.976667	0.003081	0.359922
0,1,0,2,1,1	0.00111111	0.977778	0.001625	0.683409
0,1,2,3,0,2	0.00111111	0.978889	0.003214	0.344982
0,1,2,3,0,3	0.00111111	0.98	0.003168	0.350007
0,1,2,3,1,0	0.00111111	0.981111	0.003267	0.339367
0,1,0,1,2,1	0.00111111	0.982222	0.001576	0.704692
0,1,2,3,2,0	0.00111111	0.983333	0.00316	0.350896
0,1,0,1,1,1	0.00111111	0.984444	0.001867	0.594681
0,1,0,0,2,3	0.00111111	0.985556	0.006488	0.170334
0,1,2,3,2,3	0.00111111	0.986667	0.003168	0.350007
0,1,0,0,2,2	0.00111111	0.987778	0.00156	0.711931
0,1,2,3,3,0	0.00111111	0.988889	0.003097	0.358057
0,1,2,3,3,1	0.00111111	0.99	0.003223	0.344016
0,1,0,0,2,1	0.00111111	0.991111	0.001579	0.703351
0,1,0,0,1,2	0.00111111	0.992222	0.001654	0.671407
0,1,0,0,1,1	0.00111111	0.993333	0.001264	0.878909
0,1,0,0,0,2	0.00111111	0.994444	0.004691	0.236011
0,0,0,1,2,1	0.00111111	0.995556	0.001624	0.68383
0,0,1,2,0,3	0.00111111	0.996667	0.006326	0.174725
0,0,1,0,1,2	0.00111111	0.997778	0.001485	0.747943
0,1,2,3,4,4	0.00111111	0.998889	0.018855	0.0578825
0,1,0,2,3,4	0.00111111	1	0.01903	0.0573399
