model	post_prob	cumulative_post_prob	prior_prob	bf
0,0,0,0,0,0	0.823333	0.823333	0.025871	175.479
0,0,1,0,0,0	0.03	0.853333	0.007472	4.10824
0,0,0,0,1,0	0.0222222	0.875556	0.007274	3.10173
0,1,0,0,0,0	0.0166667	0.892222	0.007364	2.28467
0,0,0,1,0,0	0.0155556	0.907778	0.007527	2.08349
0,1,1,1,1,1	0.0122222	0.92	0.007234	1.69808
0,0,0,1,1,0	0.00777778	0.927778	0.00178	4.39595
0,0,0,0,0,1	0.00444444	0.932222	0.007392	0.59947
0,1,1,0,0,0	0.00444444	0.936667	0.001888	2.36009
0,0,0,1,0,1	0.00444444	0.941111	0.001818	2.45114
0,1,0,1,0,1	0.00333333	0.944444	0.001294	2.58126
0,0,1,0,1,0	0.00333333	0.947778	0.001852	1.80253
0,1,1,0,1,1	0.00333333	0.951111	0.001868	1.78706
0,0,1,1,0,0	0.00333333	0.954444	0.001846	1.8084
0,0,1,1,1,1	0.00333333	0.957778	0.001777	1.87875
0,1,0,0,1,1	0.00222222	0.96	0.00122	1.82332
0,0,0,0,1,1	0.00222222	0.962222	0.001855	1.1984
0,0,1,0,1,1	0.00222222	0.964444	0.001228	1.81143
0,1,1,1,1,0	0.00222222	0.966667	0.00183	1.21481
0,1,0,0,1,0	0.00222222	0.968889	0.001822	1.22015
0,1,1,1,0,1	0.00222222	0.971111	0.001778	1.2504
0,1,0,0,2,0	0.00222222	0.973333	0.004777	0.464001
0,1,0,1,0,0	0.00222222	0.975556	0.001839	1.20885
0,0,1,0,0,2	0.00222222	0.977778	0.004657	0.476015
0,1,1,1,0,0	0.00222222	0.98	0.001204	1.84758
0,0,0,1,1,1	0.00222222	0.982222	0.001193	1.86464
0,1,1,0,1,0	0.00222222	0.984444	0.001189	1.87092
0,0,0,1,2,0	0.00111111	0.985556	0.004759	0.232623
0,1,1,0,0,1	0.00111111	0.986667	0.001202	0.924301
0,1,0,2,3,2	0.00111111	0.987778	0.003196	0.346931
0,1,0,2,1,0	0.00111111	0.988889	0.001568	0.708293
0,1,1,0,2,0	0.00111111	0.99	0.001589	0.698917
0,1,0,1,1,1	0.00111111	0.991111	0.001823	0.609062
0,0,1,1,1,0	0.00111111	0.992222	0.001259	0.882404
0,1,0,0,0,1	0.00111111	0.993333	0.001786	0.621702
0,0,1,1,0,1	0.00111111	0.994444	0.001202	0.924301
0,1,1,1,2,0	0.00111111	0.995556	0.00157	0.707389
0,1,1,2,2,1	0.00111111	0.996667	0.001615	0.687647
0,1,2,0,0,0	0.00111111	0.997778	0.004866	0.227483
0,1,2,0,1,0	0.00111111	0.998889	0.001559	0.712388
0,1,2,2,1,1	0.00111111	1	0.001656	0.670595
