model	post_prob	cumulative_post_prob	prior_prob	bf
0,0,0,0,0,0	0.301111	0.301111	0.025983	16.1509
0,0,0,0,1,0	0.0566667	0.357778	0.007374	8.08621
0,0,0,0,1,1	0.0544444	0.412222	0.001858	30.9324
0,0,1,0,0,0	0.05	0.462222	0.007309	7.1483
0,0,0,0,0,1	0.0488889	0.511111	0.007303	6.98706
0,0,0,0,1,2	0.0477778	0.558889	0.004666	10.7032
0,1,1,0,0,0	0.0288889	0.587778	0.001874	15.8445
0,1,1,1,0,0	0.0211111	0.608889	0.001296	16.6192
0,0,0,1,1,1	0.0211111	0.63	0.001263	17.054
0,0,1,1,0,0	0.0166667	0.646667	0.001812	9.33689
0,1,0,1,1,1	0.0155556	0.662222	0.001821	8.66149
0,1,1,1,2,3	0.0133333	0.675556	0.006331	2.12099
0,1,0,0,1,1	0.0122222	0.687778	0.00122	10.1298
0,0,0,1,2,3	0.00888889	0.696667	0.006519	1.3668
0,0,0,1,2,2	0.00888889	0.705556	0.001555	5.75863
0,0,1,0,0,2	0.00888889	0.714444	0.004774	1.86967
0,0,0,1,2,1	0.00888889	0.723333	0.001532	5.84522
0,1,1,1,1,0	0.00888889	0.732222	0.001871	4.78452
0,1,1,1,1,1	0.00888889	0.741111	0.007329	1.21475
0,1,2,0,0,0	0.00888889	0.75	0.004803	1.85832
0,0,1,0,2,0	0.00888889	0.758889	0.004736	1.88474
0,0,0,1,0,0	0.00666667	0.765556	0.007467	0.892098
0,1,0,0,1,0	0.00666667	0.772222	0.001796	3.73015
0,1,1,2,2,2	0.00555556	0.777778	0.00155	3.59867
0,0,0,1,1,2	0.00555556	0.783333	0.001559	3.57786
0,1,0,0,2,2	0.00555556	0.788889	0.001635	3.41129
0,1,0,0,0,0	0.00555556	0.794444	0.007319	0.757713
0,1,1,1,0,1	0.00555556	0.8	0.001815	3.07243
0,1,1,1,2,1	0.00555556	0.805556	0.004633	1.20024
0,1,1,1,2,0	0.00555556	0.811111	0.001585	3.51908
0,1,0,0,2,1	0.00555556	0.816667	0.001602	3.48167
0,1,2,0,3,0	0.00555556	0.822222	0.006447	0.860955
0,0,1,0,2,2	0.00444444	0.826667	0.001637	2.72265
0,1,1,1,1,2	0.00444444	0.831111	0.004749	0.935583
0,1,0,0,2,0	0.00444444	0.835556	0.004658	0.953948
0,1,1,1,2,2	0.00444444	0.84	0.001566	2.84629
0,0,0,1,0,1	0.00444444	0.844444	0.001827	2.43904
0,0,0,1,1,0	0.00444444	0.848889	0.001815	2.4552
0,1,1,2,3,3	0.00444444	0.853333	0.003205	1.38845
0,1,2,0,0,3	0.00444444	0.857778	0.006497	0.682666
0,1,1,0,0,1	0.00333333	0.861111	0.001171	2.85275
0,1,1,0,1,1	0.00333333	0.864444	0.001868	1.78706
0,1,0,1,1,2	0.00333333	0.867778	0.001565	2.1337
0,1,1,0,2,0	0.00333333	0.871111	0.001577	2.11744
0,1,2,1,3,4	0.00333333	0.874444	0.01901	0.172588
0,1,2,1,1,1	0.00333333	0.877778	0.004741	0.702094
0,1,0,0,2,3	0.00333333	0.881111	0.006504	0.510875
0,1,1,1,0,2	0.00333333	0.884444	0.001563	2.13644
0,0,1,2,0,0	0.00333333	0.887778	0.004629	0.719162
0,1,1,2,0,0	0.00333333	0.891111	0.001561	2.13918
0,1,2,3,4,5	0.00222222	0.893333	0.153071	0.0123228
0,1,0,1,0,0	0.00222222	0.895556	0.001804	1.23235
0,1,0,1,0,1	0.00222222	0.897778	0.00127	1.75145
0,1,0,0,0,2	0.00222222	0.9	0.004718	0.469831
0,1,0,0,0,1	0.00222222	0.902222	0.001892	1.17492
0,1,2,2,1,1	0.00222222	0.904444	0.001532	1.45154
0,0,0,1,0,2	0.00222222	0.906667	0.00475	0.466651
0,1,2,1,3,3	0.00222222	0.908889	0.003173	0.699686
0,1,0,2,1,1	0.00222222	0.911111	0.001558	1.42728
0,1,2,1,0,3	0.00222222	0.913333	0.003147	0.705485
0,0,1,0,1,1	0.00222222	0.915556	0.001244	1.7881
0,1,0,2,2,3	0.00222222	0.917778	0.003197	0.694417
0,1,2,0,0,1	0.00222222	0.92	0.001525	1.45821
0,0,1,2,3,4	0.00222222	0.922222	0.019173	0.113935
0,1,1,2,3,4	0.00222222	0.924444	0.01892	0.115488
0,1,1,0,0,2	0.00222222	0.926667	0.001518	1.46495
0,1,1,2,3,2	0.00222222	0.928889	0.003209	0.691812
0,0,1,0,2,3	0.00222222	0.931111	0.006551	0.337747
0,1,1,2,0,3	0.00222222	0.933333	0.003134	0.708421
0,0,1,1,0,1	0.00222222	0.935556	0.001202	1.85066
0,1,1,0,2,2	0.00222222	0.937778	0.000812	2.74059
0,0,1,1,1,0	0.00222222	0.94	0.001224	1.81736
0,0,1,1,2,0	0.00222222	0.942222	0.00161	1.38111
0,0,1,2,2,0	0.00111111	0.943333	0.001635	0.679222
0,0,1,2,1,2	0.00111111	0.944444	0.000824	1.34882
0,0,1,2,0,3	0.00111111	0.945556	0.006385	0.1731
0,0,1,2,0,2	0.00111111	0.946667	0.001676	0.662579
0,0,1,2,0,1	0.00111111	0.947778	0.001584	0.701127
