generation 10000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	2692	0	10	0.263158	none	
ConcentrationScaler	360	406	3	0.0789474	2.43021	
TimeSizeRateMixer	1199	1442	6	0.157895	0.279028	
TimeRootSizeMixer	1433	1335	6	0.157895	0.234408	
EventTimeScaler	5685	4722	1	0.0263158	1.25542	
RootPopulationSizeScaler0	1624	1770	1	0.0263158	0.475124	
LeafPopulationSizeScaler0	2367	1053	1	0.0263158	1.83246	
RootPopulationSizeScaler1	1689	1745	1	0.0263158	0.455264	
LeafPopulationSizeScaler1	2384	1040	1	0.0263158	1.64542	
RootPopulationSizeScaler2	2012	1387	1	0.0263158	0.370322	
LeafPopulationSizeScaler2	2185	1210	1	0.0263158	1.39737	
RootPopulationSizeScaler3	1805	1590	1	0.0263158	0.420318	
LeafPopulationSizeScaler3	2268	1154	1	0.0263158	1.19451	
RootPopulationSizeScaler4	1796	1635	1	0.0263158	0.430815	
LeafPopulationSizeScaler4	2406	1008	1	0.0263158	1.99275	
RootPopulationSizeScaler5	1787	1632	1	0.0263158	0.425364	
LeafPopulationSizeScaler5	2187	1193	1	0.0263158	2.15201	
generation 20000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	5329	0	10	0.263158	none	
ConcentrationScaler	707	835	3	0.0789474	2.47789	
TimeSizeRateMixer	2415	2904	6	0.157895	0.281261	
TimeRootSizeMixer	2651	2733	6	0.157895	0.238487	
EventTimeScaler	10647	9912	1	0.0263158	1.30484	
RootPopulationSizeScaler0	3142	3686	1	0.0263158	0.478728	
LeafPopulationSizeScaler0	4520	2344	1	0.0263158	2.09319	
RootPopulationSizeScaler1	3267	3613	1	0.0263158	0.459233	
LeafPopulationSizeScaler1	4462	2399	1	0.0263158	1.85469	
RootPopulationSizeScaler2	3836	3024	1	0.0263158	0.393174	
LeafPopulationSizeScaler2	4152	2684	1	0.0263158	1.53946	
RootPopulationSizeScaler3	3445	3380	1	0.0263158	0.431276	
LeafPopulationSizeScaler3	4353	2559	1	0.0263158	1.33822	
RootPopulationSizeScaler4	3455	3431	1	0.0263158	0.442929	
LeafPopulationSizeScaler4	4493	2385	1	0.0263158	2.23469	
RootPopulationSizeScaler5	3507	3399	1	0.0263158	0.439685	
LeafPopulationSizeScaler5	4186	2656	1	0.0263158	2.3674	
generation 30000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	7931	0	10	0.263158	none	
ConcentrationScaler	1087	1232	3	0.0789474	2.52316	
TimeSizeRateMixer	3545	4371	6	0.157895	0.280665	
TimeRootSizeMixer	3858	4059	6	0.157895	0.24127	
EventTimeScaler	15460	14925	1	0.0263158	1.3293	
RootPopulationSizeScaler0	4669	5561	1	0.0263158	0.481094	
LeafPopulationSizeScaler0	6507	3759	1	0.0263158	2.21519	
RootPopulationSizeScaler1	4823	5434	1	0.0263158	0.461457	
LeafPopulationSizeScaler1	6452	3816	1	0.0263158	1.96548	
RootPopulationSizeScaler2	5577	4657	1	0.0263158	0.404997	
LeafPopulationSizeScaler2	6023	4153	1	0.0263158	1.61251	
RootPopulationSizeScaler3	5044	5193	1	0.0263158	0.435836	
LeafPopulationSizeScaler3	6306	4023	1	0.0263158	1.40782	
RootPopulationSizeScaler4	5050	5203	1	0.0263158	0.448007	
LeafPopulationSizeScaler4	6383	3872	1	0.0263158	2.3478	
RootPopulationSizeScaler5	5142	5142	1	0.0263158	0.446382	
LeafPopulationSizeScaler5	6033	4204	1	0.0263158	2.46981	
generation 40000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	10560	0	10	0.263158	none	
ConcentrationScaler	1448	1673	3	0.0789474	2.54466	
TimeSizeRateMixer	4720	5857	6	0.157895	0.28106	
TimeRootSizeMixer	5050	5453	6	0.157895	0.242563	
EventTimeScaler	20320	20026	1	0.0263158	1.34768	
RootPopulationSizeScaler0	6186	7452	1	0.0263158	0.482172	
LeafPopulationSizeScaler0	8504	5234	1	0.0263158	2.30623	
RootPopulationSizeScaler1	6411	7273	1	0.0263158	0.464236	
LeafPopulationSizeScaler1	8342	5353	1	0.0263158	2.03339	
RootPopulationSizeScaler2	7290	6395	1	0.0263158	0.412409	
LeafPopulationSizeScaler2	7918	5701	1	0.0263158	1.66501	
RootPopulationSizeScaler3	6654	7039	1	0.0263158	0.439629	
LeafPopulationSizeScaler3	8157	5567	1	0.0263158	1.45088	
