generation 10000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	2579	0	10	0.263158	none	
ConcentrationScaler	371	430	3	0.0789474	2.24929	
TimeSizeRateMixer	1836	2070	6	0.157895	0.306001	
TimeRootSizeMixer	1980	1829	6	0.157895	0.234164	
EventTimeScaler	7617	6966	1	0.0263158	1.04602	
RootPopulationSizeScaler0	1774	1677	1	0.0263158	0.438088	
LeafPopulationSizeScaler0	2273	1186	1	0.0263158	1.53362	
RootPopulationSizeScaler1	1733	1719	1	0.0263158	0.443858	
LeafPopulationSizeScaler1	2301	1165	1	0.0263158	2.02342	
RootPopulationSizeScaler2	1692	1759	1	0.0263158	0.443103	
LeafPopulationSizeScaler2	2402	1078	1	0.0263158	1.50624	
RootPopulationSizeScaler3	1791	1661	1	0.0263158	0.428701	
LeafPopulationSizeScaler3	2452	1026	1	0.0263158	2.28236	
RootPopulationSizeScaler4	1753	1714	1	0.0263158	0.452664	
LeafPopulationSizeScaler4	2167	1290	1	0.0263158	1.65104	
RootPopulationSizeScaler5	1930	1547	1	0.0263158	0.414947	
LeafPopulationSizeScaler5	2236	1222	1	0.0263158	1.61341	
generation 20000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	5093	0	10	0.263158	none	
ConcentrationScaler	743	860	3	0.0789474	2.28622	
TimeSizeRateMixer	3699	4104	6	0.157895	0.312493	
TimeRootSizeMixer	3947	3754	6	0.157895	0.244457	
EventTimeScaler	14828	14284	1	0.0263158	1.08979	
RootPopulationSizeScaler0	3412	3509	1	0.0263158	0.448964	
LeafPopulationSizeScaler0	4302	2630	1	0.0263158	1.70412	
RootPopulationSizeScaler1	3358	3543	1	0.0263158	0.455378	
LeafPopulationSizeScaler1	4318	2608	1	0.0263158	2.23191	
RootPopulationSizeScaler2	3343	3594	1	0.0263158	0.45314	
LeafPopulationSizeScaler2	4480	2447	1	0.0263158	1.68874	
RootPopulationSizeScaler3	3490	3450	1	0.0263158	0.443653	
LeafPopulationSizeScaler3	4532	2438	1	0.0263158	2.55375	
RootPopulationSizeScaler4	3297	3626	1	0.0263158	0.457452	
LeafPopulationSizeScaler4	4009	2897	1	0.0263158	1.76813	
RootPopulationSizeScaler5	3629	3301	1	0.0263158	0.430543	
LeafPopulationSizeScaler5	4272	2656	1	0.0263158	1.78182	
generation 30000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	7736	0	10	0.263158	none	
ConcentrationScaler	1121	1297	3	0.0789474	2.31016	
TimeSizeRateMixer	5507	6233	6	0.157895	0.315186	
TimeRootSizeMixer	5753	5626	6	0.157895	0.249331	
EventTimeScaler	21939	21954	1	0.0263158	1.10904	
RootPopulationSizeScaler0	4982	5363	1	0.0263158	0.453257	
LeafPopulationSizeScaler0	6248	4058	1	0.0263158	1.79617	
RootPopulationSizeScaler1	4911	5395	1	0.0263158	0.459137	
LeafPopulationSizeScaler1	6184	4141	1	0.0263158	2.33278	
RootPopulationSizeScaler2	4904	5386	1	0.0263158	0.458436	
LeafPopulationSizeScaler2	6486	3831	1	0.0263158	1.79433	
RootPopulationSizeScaler3	5106	5234	1	0.0263158	0.449483	
LeafPopulationSizeScaler3	6459	3887	1	0.0263158	2.69094	
RootPopulationSizeScaler4	4851	5450	1	0.0263158	0.462033	
LeafPopulationSizeScaler4	5803	4487	1	0.0263158	1.83852	
RootPopulationSizeScaler5	5256	5087	1	0.0263158	0.436713	
LeafPopulationSizeScaler5	6155	4184	1	0.0263158	1.86782	
generation 40000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	10332	0	10	0.263158	none	
ConcentrationScaler	1531	1720	3	0.0789474	2.34164	
TimeSizeRateMixer	7188	8216	6	0.157895	0.316376	
TimeRootSizeMixer	7370	7516	6	0.157895	0.251291	
EventTimeScaler	28382	29194	1	0.0263158	1.11813	
RootPopulationSizeScaler0	6563	7215	1	0.0263158	0.455979	
LeafPopulationSizeScaler0	8157	5592	1	0.0263158	1.85498	
RootPopulationSizeScaler1	6466	7259	1	0.0263158	0.461746	
LeafPopulationSizeScaler1	8100	5631	1	0.0263158	2.41433	
RootPopulationSizeScaler2	6495	7215	1	0.0263158	0.461259	
LeafPopulationSizeScaler2	8389	5358	1	0.0263158	1.85941	
RootPopulationSizeScaler3	6750	6992	1	0.0263158	0.45486	
LeafPopulationSizeScaler3	8346	5428	1	0.0263158	2.78181	
RootPopulationSizeScaler4	6453	7243	1	0.0263158	0.464598	
LeafPopulationSizeScaler4	7583	6127	1	0.0263158	1.8819	
RootPopulationSizeScaler5	6917	6849	1	0.0263158	0.442723	
LeafPopulationSizeScaler5	8023	5720	1	0.0263158	1.92051	
generation 50000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	12937	0	10	0.263158	none	
ConcentrationScaler	1925	2137	3	0.0789474	2.36052	
TimeSizeRateMixer	8908	10230	6	0.157895	0.318173	
TimeRootSizeMixer	9082	9388	6	0.157895	0.253073	
EventTimeScaler	34970	36671	1	0.0263158	1.12467	
RootPopulationSizeScaler0	8082	9072	1	0.0263158	0.45766	
LeafPopulationSizeScaler0	9983	7163	1	0.0263158	1.89572	
RootPopulationSizeScaler1	8046	9069	1	0.0263158	0.464333	
LeafPopulationSizeScaler1	9864	7272	1	0.0263158	2.46103	
RootPopulationSizeScaler2	8063	9042	1	0.0263158	0.463255	
LeafPopulationSizeScaler2	10310	6815	1	0.0263158	1.91321	
RootPopulationSizeScaler3	8333	8791	1	0.0263158	0.457541	
LeafPopulationSizeScaler3	10177	6954	1	0.0263158	2.84749	
RootPopulationSizeScaler4	8040	9052	1	0.0263158	0.467171	
LeafPopulationSizeScaler4	9321	7777	1	0.0263158	1.91116	
RootPopulationSizeScaler5	8493	8669	1	0.0263158	0.44603	
LeafPopulationSizeScaler5	9879	7253	1	0.0263158	1.96341	
generation 60000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	15575	0	10	0.263158	none	
ConcentrationScaler	2300	2599	3	0.0789474	2.36642	
TimeSizeRateMixer	10821	12393	6	0.157895	0.320259	
TimeRootSizeMixer	11087	11425	6	0.157895	0.256058	
EventTimeScaler	42480	44789	1	0.0263158	1.13391	
RootPopulationSizeScaler0	9690	10843	1	0.0263158	0.460335	
LeafPopulationSizeScaler0	11763	8813	1	0.0263158	1.92528	
RootPopulationSizeScaler1	9649	10864	1	0.0263158	0.46612	
LeafPopulationSizeScaler1	11641	8879	1	0.0263158	2.50153	
RootPopulationSizeScaler2	9618	10896	1	0.0263158	0.464552	
LeafPopulationSizeScaler2	12220	8322	1	0.0263158	1.95407	
RootPopulationSizeScaler3	9898	10639	1	0.0263158	0.459204	
LeafPopulationSizeScaler3	12006	8505	1	0.0263158	2.89949	
RootPopulationSizeScaler4	9579	10908	1	0.0263158	0.468571	
LeafPopulationSizeScaler4	11028	9484	1	0.0263158	1.93367	
RootPopulationSizeScaler5	10095	10457	1	0.0263158	0.44814	
LeafPopulationSizeScaler5	11673	8861	1	0.0263158	1.99522	
generation 70000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	18193	0	10	0.263158	none	
ConcentrationScaler	2674	3005	3	0.0789474	2.37618	
TimeSizeRateMixer	12429	14402	6	0.157895	0.320491	
TimeRootSizeMixer	12678	13295	6	0.157895	0.256796	
EventTimeScaler	48797	52048	1	0.0263158	1.13809	
RootPopulationSizeScaler0	11280	12641	1	0.0263158	0.462016	
LeafPopulationSizeScaler0	13607	10388	1	0.0263158	1.95409	
RootPopulationSizeScaler1	11200	12714	1	0.0263158	0.466905	
LeafPopulationSizeScaler1	13451	10487	1	0.0263158	2.53837	
RootPopulationSizeScaler2	11157	12741	1	0.0263158	0.465678	
LeafPopulationSizeScaler2	14079	9886	1	0.0263158	1.98573	
RootPopulationSizeScaler3	11456	12472	1	0.0263158	0.460951	
LeafPopulationSizeScaler3	13845	10081	1	0.0263158	2.94391	
RootPopulationSizeScaler4	11159	12749	1	0.0263158	0.469563	
LeafPopulationSizeScaler4	12811	11127	1	0.0263158	1.95576	
RootPopulationSizeScaler5	11736	12242	1	0.0263158	0.450271	
LeafPopulationSizeScaler5	13437	10500	1	0.0263158	2.0201	
generation 80000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	20783	0	10	0.263158	none	
ConcentrationScaler	3032	3449	3	0.0789474	2.37776	
TimeSizeRateMixer	14200	16488	6	0.157895	0.320998	
TimeRootSizeMixer	14486	15182	6	0.157895	0.258491	
EventTimeScaler	55601	59673	1	0.0263158	1.14287	
RootPopulationSizeScaler0	12840	14467	1	0.0263158	0.463457	
LeafPopulationSizeScaler0	15346	12020	1	0.0263158	1.97554	
RootPopulationSizeScaler1	12758	14533	1	0.0263158	0.468328	
LeafPopulationSizeScaler1	15221	12116	1	0.0263158	2.56687	
RootPopulationSizeScaler2	12793	14516	1	0.0263158	0.468025	
LeafPopulationSizeScaler2	15936	11417	1	0.0263158	2.0165	
RootPopulationSizeScaler3	12996	14295	1	0.0263158	0.462324	
LeafPopulationSizeScaler3	15706	11632	1	0.0263158	2.98356	
RootPopulationSizeScaler4	12772	14528	1	0.0263158	0.471374	
LeafPopulationSizeScaler4	14566	12764	1	0.0263158	1.97482	
RootPopulationSizeScaler5	13321	14046	1	0.0263158	0.451467	
LeafPopulationSizeScaler5	15192	12124	1	0.0263158	2.04109	
generation 90000:
