model	post_prob	cumulative_post_prob	prior_prob	bf
0,0,1,0,0,2	0.107778	0.107778	0.004739	25.3692
0,0,1,0,2,3	0.0644444	0.172222	0.006302	10.8616
0,0,1,2,3,4	0.0633333	0.235556	0.018881	3.51353
0,0,1,0,0,1	0.0577778	0.293333	0.001769	34.6028
0,0,1,0,1,2	0.0433333	0.336667	0.001573	28.7507
0,1,2,3,4,5	0.0422222	0.378889	0.153585	0.242947
0,0,1,1,1,2	0.0411111	0.42	0.00157	27.2652
0,0,0,0,0,1	0.0388889	0.458889	0.00733	5.47965
0,1,2,0,0,3	0.0388889	0.497778	0.0065	6.18453
0,0,1,2,2,3	0.0377778	0.535556	0.003238	12.0858
0,1,2,1,3,4	0.03	0.565556	0.019087	1.58943
0,0,1,2,1,3	0.03	0.595556	0.003178	9.70093
0,1,2,0,3,4	0.0277778	0.623333	0.018801	1.4911
0,1,2,3,3,4	0.0255556	0.648889	0.019189	1.34048
0,1,2,1,1,3	0.0233333	0.672222	0.006405	3.70613
0,0,1,2,0,3	0.0211111	0.693333	0.006387	3.35504
0,0,1,0,2,1	0.02	0.713333	0.001574	12.9454
0,1,2,3,0,4	0.0188889	0.732222	0.019255	0.98062
0,1,1,1,1,2	0.0166667	0.748889	0.004732	3.56487
0,0,1,1,2,3	0.0166667	0.765556	0.003236	5.22074
0,1,2,3,2,4	0.0155556	0.781111	0.019047	0.813797
0,1,2,1,0,3	0.0133333	0.794444	0.003147	4.28058
0,1,2,3,1,4	0.0122222	0.806667	0.019116	0.634909
0,0,1,0,1,1	0.0111111	0.817778	0.001218	9.21369
0,1,2,1,1,2	0.0111111	0.828889	0.00164	6.83996
0,1,2,0,1,3	0.01	0.838889	0.003172	3.17433
0,1,2,0,2,3	0.00888889	0.847778	0.003259	2.74298
0,1,2,0,0,2	0.00888889	0.856667	0.00158	5.66737
0,1,1,2,1,3	0.00777778	0.864444	0.00652	1.19442
0,1,2,2,2,3	0.00777778	0.872222	0.006478	1.20222
0,0,1,2,2,1	0.00777778	0.88	0.000805	9.72973
0,1,2,3,3,2	0.00666667	0.886667	0.003118	2.14576
0,0,1,2,3,1	0.00666667	0.893333	0.003156	2.11984
0,1,2,1,2,3	0.00666667	0.9	0.003267	2.04759
0,0,0,0,1,2	0.00555556	0.905556	0.004827	1.15178
0,1,2,1,3,2	0.00555556	0.911111	0.003246	1.71548
0,1,0,0,0,2	0.00555556	0.916667	0.004789	1.16096
0,0,1,1,0,2	0.00555556	0.922222	0.001543	3.61502
0,1,1,1,2,3	0.00555556	0.927778	0.006319	0.878508
0,1,2,3,4,2	0.00444444	0.932222	0.01896	0.230994
0,0,0,1,0,2	0.00333333	0.935556	0.004757	0.699721
0,0,1,2,0,1	0.00333333	0.938889	0.0015	2.22631
0,1,2,2,3,4	0.00333333	0.942222	0.019064	0.17209
0,1,2,2,0,3	0.00333333	0.945556	0.003324	1.00282
0,1,2,3,0,2	0.00333333	0.948889	0.003243	1.02795
0,1,1,0,1,2	0.00333333	0.952222	0.001605	2.08044
0,1,1,1,0,2	0.00222222	0.954444	0.001474	1.50874
0,1,2,3,4,3	0.00222222	0.956667	0.018908	0.115563
0,0,1,0,2,2	0.00222222	0.958889	0.001612	1.37939
0,0,1,1,0,1	0.00222222	0.961111	0.001182	1.88201
0,1,2,3,2,2	0.00222222	0.963333	0.00641	0.345225
0,1,2,3,1,2	0.00222222	0.965556	0.003231	0.687086
0,1,2,2,1,2	0.00222222	0.967778	0.001567	1.41907
0,1,2,1,0,2	0.00222222	0.97	0.000803	2.77134
0,1,0,2,2,3	0.00222222	0.972222	0.003114	0.712985
0,1,0,1,0,2	0.00222222	0.974444	0.001594	1.39499
0,1,0,1,1,2	0.00222222	0.976667	0.001541	1.44305
0,1,0,1,2,3	0.00111111	0.977778	0.003226	0.343695
0,1,0,1,2,2	0.00111111	0.978889	0.000799	1.39106
0,1,0,2,0,3	0.00111111	0.98	0.006625	0.166789
0,1,0,2,1,3	0.00111111	0.981111	0.003154	0.351566
0,1,1,0,0,2	0.00111111	0.982222	0.001559	0.712388
0,1,2,2,1,3	0.00111111	0.983333	0.003287	0.337296
0,1,2,2,2,2	0.00111111	0.984444	0.004616	0.239864
0,1,0,0,1,2	0.00111111	0.985556	0.001543	0.719787
0,0,1,2,3,3	0.00111111	0.986667	0.003274	0.338639
0,0,1,2,3,2	0.00111111	0.987778	0.003246	0.34157
0,0,1,2,1,1	0.00111111	0.988889	0.001619	0.685946
0,1,2,0,3,3	0.00111111	0.99	0.003248	0.341359
0,0,1,1,2,1	0.00111111	0.991111	0.001626	0.682988
0,1,2,0,3,2	0.00111111	0.992222	0.003246	0.34157
0,1,2,3,2,3	0.00111111	0.993333	0.003224	0.343908
0,0,1,1,1,1	0.00111111	0.994444	0.001836	0.604741
0,1,1,2,0,3	0.00111111	0.995556	0.003139	0.353251
0,0,0,1,2,3	0.00111111	0.996667	0.006471	0.170785
0,1,1,2,3,4	0.00111111	0.997778	0.019083	0.0571776
0,1,1,2,2,3	0.00111111	0.998889	0.003241	0.342099
0,0,1,0,0,0	0.00111111	1	0.007416	0.148881
