generation 10000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	2626	0	10	0.263158	none	
ConcentrationScaler	411	354	3	0.0789474	2.68997	
TimeSizeRateMixer	802	789	6	0.157895	0.18872	
TimeRootSizeMixer	433	1216	6	0.157895	0.0279873	
EventTimeScaler	3971	2226	1	0.0263158	2.44361	
RootPopulationSizeScaler0	1777	1662	1	0.0263158	0.426529	
LeafPopulationSizeScaler0	2306	1110	1	0.0263158	1.8888	
RootPopulationSizeScaler1	1746	1702	1	0.0263158	0.444774	
LeafPopulationSizeScaler1	2279	1153	1	0.0263158	2.08152	
RootPopulationSizeScaler2	1744	1678	1	0.0263158	0.439916	
LeafPopulationSizeScaler2	2311	1133	1	0.0263158	1.734	
RootPopulationSizeScaler3	1774	1669	1	0.0263158	0.423086	
LeafPopulationSizeScaler3	2116	1325	1	0.0263158	1.77831	
RootPopulationSizeScaler4	1729	1723	1	0.0263158	0.421465	
LeafPopulationSizeScaler4	2284	1163	1	0.0263158	1.41401	
RootPopulationSizeScaler5	1747	1695	1	0.0263158	0.430092	
LeafPopulationSizeScaler5	2196	1226	1	0.0263158	1.92458	
generation 20000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	5228	0	10	0.263158	none	
ConcentrationScaler	820	757	3	0.0789474	2.78463	
TimeSizeRateMixer	1573	1636	6	0.157895	0.193431	
TimeRootSizeMixer	952	2258	6	0.157895	0.0260588	
EventTimeScaler	7381	4952	1	0.0263158	2.64921	
RootPopulationSizeScaler0	3434	3385	1	0.0263158	0.439344	
LeafPopulationSizeScaler0	4283	2505	1	0.0263158	2.087	
RootPopulationSizeScaler1	3329	3468	1	0.0263158	0.45345	
LeafPopulationSizeScaler1	4192	2601	1	0.0263158	2.28558	
RootPopulationSizeScaler2	3287	3468	1	0.0263158	0.447214	
LeafPopulationSizeScaler2	4352	2483	1	0.0263158	1.93451	
RootPopulationSizeScaler3	3357	3422	1	0.0263158	0.43433	
LeafPopulationSizeScaler3	3967	2846	1	0.0263158	1.93127	
RootPopulationSizeScaler4	3343	3511	1	0.0263158	0.433343	
LeafPopulationSizeScaler4	4184	2628	1	0.0263158	1.5477	
RootPopulationSizeScaler5	3313	3503	1	0.0263158	0.43803	
LeafPopulationSizeScaler5	4093	2713	1	0.0263158	2.10269	
generation 30000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	7990	0	10	0.263158	none	
ConcentrationScaler	1188	1172	3	0.0789474	2.81368	
TimeSizeRateMixer	2322	2527	6	0.157895	0.194703	
TimeRootSizeMixer	1492	3333	6	0.157895	0.0248417	
EventTimeScaler	10848	7879	1	0.0263158	2.76045	
RootPopulationSizeScaler0	5028	5200	1	0.0263158	0.444152	
LeafPopulationSizeScaler0	6170	4016	1	0.0263158	2.18501	
RootPopulationSizeScaler1	4916	5249	1	0.0263158	0.459545	
LeafPopulationSizeScaler1	6047	4141	1	0.0263158	2.38528	
RootPopulationSizeScaler2	4915	5237	1	0.0263158	0.454311	
LeafPopulationSizeScaler2	6319	3911	1	0.0263158	2.0445	
RootPopulationSizeScaler3	4965	5190	1	0.0263158	0.440965	
LeafPopulationSizeScaler3	5770	4464	1	0.0263158	2.00595	
RootPopulationSizeScaler4	4919	5332	1	0.0263158	0.437956	
LeafPopulationSizeScaler4	6056	4124	1	0.0263158	1.62635	
RootPopulationSizeScaler5	4896	5322	1	0.0263158	0.444196	
LeafPopulationSizeScaler5	5934	4285	1	0.0263158	2.19152	
generation 40000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	10579	0	10	0.263158	none	
ConcentrationScaler	1597	1604	3	0.0789474	2.8392	
TimeSizeRateMixer	3032	3401	6	0.157895	0.195159	
TimeRootSizeMixer	2038	4432	6	0.157895	0.0241588	
EventTimeScaler	14076	10814	1	0.0263158	2.82449	
RootPopulationSizeScaler0	6641	6993	1	0.0263158	0.448941	
LeafPopulationSizeScaler0	7938	5668	1	0.0263158	2.24303	
RootPopulationSizeScaler1	6436	7152	1	0.0263158	0.461735	
LeafPopulationSizeScaler1	7890	5716	1	0.0263158	2.45595	
RootPopulationSizeScaler2	6496	7076	1	0.0263158	0.457306	
LeafPopulationSizeScaler2	8215	5417	1	0.0263158	2.11781	
RootPopulationSizeScaler3	6614	6971	1	0.0263158	0.445508	
